-72432.8564493,-50548.4218795,-35227.4063581,16678.2731027,-14668.3503922,3647.87625402,-8073.42598658,-524.609240286,-1363.83649238,-917.539839492,-623.248846862,-21671.9637437,-1877.12512549,4543.10127375,-3749.85507909,-7731.30236867,295.706665577,-74.6089640964,-8642.74896707,5820.55036668,-1383.14011539,6845.5479066,3080.68622982,-693.602314203,-3953.69696156,9162.27366224,-805.68508779,798.053366372,1523.24634194,5856.42482261,-1371.53572023,541.839764147,1863.65119557,799.737407939,-3002.74994435,-2034.00534325,-3141.83055666,3347.07635713,-3273.45431647,1599.05090964,37.0275196257,2223.20583554,-2182.81239536,-1941.85410713,2818.78694911,-1131.22422183,-3073.31469154,1163.66341022,4725.42131385,-4397.8072979,-506.458391193,494.534887916,-4227.90593729,-3643.44978789,-1260.30011678
-101322.154796,-76823.4510378,-69108.5829906,27857.2200983,-12537.2033929,8698.51028775,-3680.60005913,-1647.23672525,3376.35595442,3306.42911627,4613.74872451,-7765.4712117,-219.678989361,3185.93205042,1482.10246292,-2476.32499911,1202.89703007,-363.173177142,-4619.98638342,5332.36742467,-634.880131961,4427.37806644,1854.06571337,-2136.28348197,-4456.66747799,3087.99880491,2594.09984243,1277.5659415,638.635257878,1641.97947501,-1517.07919447,1404.6589354,-249.097589494,-374.265721169,-325.147107906,-2068.77564985,-1031.74597206,655.425149566,-2063.87326608,67.0254167969,-932.923511266,-1989.85872231,-625.470577168,-744.640924986,-1146.74792498,-186.401602073,-1596.98822399,819.653474886,365.567664893,950.795362505,1572.59116286,212.535629565,-2295.33223756,87.1596876296,-1322.59890857
-65205.8966384,53190.749581,183568.163312,55870.1867463,-55975.4629902,9118.09998844,-40448.1835325,-4425.16830225,-12674.3322654,-23535.1856972,-56011.0978686,-146233.939734,-24338.5741874,36499.2437293,-6671.55978172,-44554.8792419,7428.30880027,1679.10303109,-46145.1251251,39687.6118044,-3005.03470548,47741.8403089,31080.1039721,-27150.2289862,-30849.1825478,19154.2392128,5743.51987717,13208.9053401,-7633.98700809,-3713.09886114,-18029.6630402,9766.0131591,22259.2413781,12650.3428266,5108.69516259,-8729.05006041,-17747.3253769,15611.1417433,3007.41163232,7110.01855868,1901.20611092,1202.43661042,1162.70342475,-3198.07436019,-6008.04944106,-6927.19485973,-14028.1754896,6004.78816236,-2007.89552176,1114.89536119,1626.66848132,-1281.36686972,-3377.37389426,-1820.26815548,-12119.3458945
-83842.3259452,-76054.3975937,-66260.5884704,22464.8133124,-16299.8791831,8181.2070868,-5640.83485477,-953.581598981,2725.7322744,2622.72899001,1747.82000817,-13893.0085769,-1076.8484465,5624.12798937,752.550999296,-1788.64263716,2418.54793518,360.264806248,-6845.60257731,5601.29056014,-469.865370697,5643.22983244,2498.09339289,-2840.71926065,-5544.54586875,4107.80605982,2437.15001457,792.682905211,457.376223457,2430.22908075,-2565.92629357,2391.59422429,-35.0705025904,-463.11370334,-1156.85363521,-1578.86554199,-2120.84759292,1188.6335922,-1832.79798985,704.238947903,-1418.26386285,-2657.49667395,-445.552487402,-890.194346655,-547.305992808,-584.893151301,-2185.86952982,1002.37355842,24.8179888232,890.694859833,1099.32101687,-414.401210722,-2941.82731562,-90.3974612464,-1980.83606512
-98368.9382112,-77938.7163037,-72436.0330914,19704.336097,-14739.6238388,7898.63728266,-4639.66185995,-1508.43343243,2866.89240958,3696.73310424,3199.211954,-9736.26807065,-793.730609597,3956.45905382,1586.1540458,-2804.88248597,1724.42874027,60.5297498119,-5309.98472467,5675.7934383,-621.31238121,4291.92514104,2382.74045738,-2294.12163808,-4635.29908526,3288.99241892,2198.53830184,1076.95449632,503.140924391,1856.87813169,-1661.13469531,1403.93679145,-411.950039715,-515.667358856,-1110.37282067,-2614.02741916,-1333.90373314,638.1316774,-1995.73271759,-41.0635554116,-1411.54574868,-2351.0019925,-447.178446782,-482.471326365,-918.152176952,-746.421101134,-1286.84650304,751.512211581,-175.283441515,412.974508842,1321.5863839,-237.887887448,-2103.05918134,-76.5622887856,-1971.26089889
-56048.3458516,-6414.60655288,-7020.83367131,-15520.024326,-21192.9773187,-2021.34387459,5654.86742655,6915.50175702,-7843.23175674,-925.602072445,-1561.38011257,9194.9524634,-5428.96214015,-4030.11163499,8806.70858247,2703.62594616,-1521.53786864,-5015.79547834,5063.07598956,-843.544176319,-4512.42074578,-2259.56063726,473.882723575,-7963.63321944,16766.0961898,-6646.93738698,-2107.63453749,2323.88197097,-5123.2267998,-1821.00423862,-3007.0539248,-6122.32789803,2797.90150623,4468.79549916,4723.12251957,-2504.59538752,3927.60838099,3854.46443146,-3050.22518803,1569.7782763,-2328.11709112,5219.07464163,-9447.08118149,3325.08328494,-3069.26853807,-3608.49947345,-1615.04346257,1663.16803472,1464.65488334,1039.63240771,1421.9126245,1550.22573714,-4380.16127715,2214.85410844,709.590623923
-93972.1339601,-77467.0313053,-71866.9393199,20391.9841597,-14033.2094819,8498.32541623,-4167.48555355,-1159.29336909,2638.13502444,3909.86778035,3929.48910456,-9043.68069047,-642.774427838,4205.1823261,1441.11803545,-1822.30665645,2014.88735683,-243.292327929,-5101.74083314,5446.45773027,-636.789283877,4303.60885782,2130.46962909,-2519.70896742,-4492.48729299,3017.97363832,2074.01770866,634.439623245,876.090189956,2247.67838215,-1494.88274418,1895.43428818,-490.396347201,-852.994165447,-978.81307029,-2533.63989047,-1107.15737303,440.721431375,-1721.81765502,229.565480221,-1188.98160524,-2124.02957438,-540.298190144,-204.601440729,-656.531351877,-238.831434282,-1227.0637679,358.456270822,20.6495406329,749.951615141,1339.88940872,450.183809859,-2443.17692602,-55.2438825169,-1910.05327341
-91940.4418919,-76384.698815,-69949.966748,19248.6615279,-15065.2049726,8208.15211577,-4991.96570391,-1054.83879807,2029.19604629,3492.51757464,2174.67017758,-12237.0162005,-461.697923528,4799.92156677,1565.88004463,-2000.37122439,2076.89323973,125.419791864,-6223.40821946,5695.11710071,-738.22527665,4953.45012868,2509.37902945,-2681.67496447,-4703.24293716,3582.86813131,2629.17504976,1091.41337533,230.025933502,2529.38599477,-1559.40898731,1717.34581939,-544.2124403,-235.638344544,-410.038525205,-2449.96949916,-1766.63051595,380.937699172,-2118.1448204,448.613992802,-880.834346409,-2363.88458709,-296.814696863,-823.795214265,-1192.25562374,-808.109976328,-1174.92579032,1008.67868781,149.197332632,409.384684398,1390.10542302,-175.360554212,-2861.44774495,35.4176904902,-1751.15924341
-128444.362319,-82990.4915525,-77090.0187018,32496.4129328,-10955.6081059,10400.4539689,-2467.03383004,-2887.61445732,5390.54446012,4458.05305428,7957.90172196,-1988.28636928,976.447558806,1529.15688456,1592.2901835,-4684.29692972,-398.013068575,592.949138273,-3357.04877956,5824.46924273,-361.409009578,3918.97521881,1485.86026628,-1610.83315091,-4167.7132605,2843.82743605,3073.45947629,1449.53674165,296.54363442,1370.05257025,-1084.82687476,1159.4702681,-309.829549515,-700.552429728,170.987191831,-2533.28134526,-429.807336526,781.997325311,-536.490715616,-706.230265099,-1021.59182362,-1667.42495332,-216.122654487,368.134107601,-1858.21992848,-997.131366912,-1503.94813124,72.9325597092,-277.767266502,1057.12630947,895.534559751,-246.574753657,-748.516446585,-713.681989949,-1872.33056799
-97685.648597,-76934.4885045,-70332.2357558,20579.8745551,-14661.3848747,8318.90028396,-4950.40828812,-1067.68175302,2778.72295104,3557.39356473,3548.41749995,-10598.2293631,-301.194129588,3954.4705876,1236.22182234,-3153.07878584,1438.11838879,-86.4451555247,-5690.80228471,5431.1460141,-537.028262707,4574.77901586,2402.90212151,-2332.58581538,-5197.60756596,3777.10872278,2761.59690562,1056.74115447,739.193732126,2061.78596063,-1702.27722684,1544.01179073,-423.607525436,-597.023775191,-558.763649373,-2421.5559114,-1392.60299759,560.957785761,-1492.28298805,-150.56666868,-999.457638659,-2213.02838383,-531.729698281,-55.8230296254,-1075.48797261,-374.389964305,-1294.46805443,467.547207649,210.836673304,563.223486194,1348.214407,79.259172464,-2455.22298528,-138.874521086,-2064.18457842
