-43599.910755,-13877.9364711,-16176.8771718,4371.10572146,-2618.90235223,1906.28214077,2372.85070304,-1979.45556116,-790.246895406,516.929262562,2430.42719323,400.512237651,1070.53430787,-1580.99928017,-3698.10989758,-2571.67111837,-4175.59563982,-2741.60517171,-1651.15496553,-3984.09088969,117.107885579,-2646.13940468,-2659.21230205,-1665.79321078,358.97689161
-55652.2567546,-21714.7325404,-29516.8939894,7198.47797614,-641.271801911,3055.1714799,2028.83553481,-3483.12547439,2394.39550497,1291.63952026,3750.21596186,1399.27882774,-181.190282565,-281.459184638,-882.54918298,565.492778427,-724.667598848,-678.292751485,-1352.81728901,-1795.30406152,-1195.55838114,-1018.41832931,-1482.09624991,-370.629608852,-353.619526681
-41864.1889212,6691.66748016,55102.0325702,22617.506005,-7095.67715976,4640.38585537,8179.02354931,-6853.61132756,-1158.44939744,-2440.26819014,-8538.35375313,-1465.02889158,13158.6610767,-7453.29186161,-19505.1050217,-12719.3226056,-23525.9599994,-18751.6001163,-12408.690578,-25759.3152389,-13509.0671049,-9498.62563103,-16123.2280406,-6116.49004291,-1471.66232939
-42867.8754941,-21222.0058909,-28279.3608861,4906.03547227,-2091.14590444,2939.69005739,2324.02192754,-2803.9823163,2044.62696784,1098.94868719,3148.44187898,1104.81320478,-189.900173939,-159.70564162,-823.540145695,537.917928397,-1027.0131976,-901.353591848,-485.020218307,-2364.90526996,-1175.12328892,-985.162469377,-1478.26140357,-526.234445469,46.3839979925
-53999.7795626,-21898.9414639,-30471.5087844,5519.36971198,-1403.83220664,2975.1495475,2227.35877197,-3255.30785287,2115.28801245,1696.60635948,3460.52200799,1132.28281715,-178.188889342,-410.187268193,-713.355204521,265.877703982,-615.950986251,-956.922476775,-1106.56211889,-1778.40113204,-1027.88672953,-1301.52276086,-1173.36220235,-493.512533401,-273.051660792
-36012.1997337,-5109.71323602,-6185.34168565,-3151.03445997,-9328.79565731,3393.94555131,-395.819447261,169.227588507,-1119.36159349,606.133113644,-376.788893736,-1957.74018106,-899.593565439,-1075.49342028,861.355368388,1407.0791262,76.8801963561,419.515660222,-737.490028597,2348.3382379,351.086489124,1050.12793149,6.16229803405,-2474.10466705,-599.688047905
-50663.280975,-21392.6756444,-29634.5961992,5096.3784126,-1170.33794601,3053.1436958,2101.57061022,-3061.51414723,1849.89706057,1331.30428466,3446.95883694,1082.51170991,110.891036841,-149.026998636,-743.656558695,728.8508926,-423.129864647,-1157.65313099,-1152.18741956,-1842.25178945,-1198.71768976,-1066.37654669,-978.224603685,-598.481308418,-238.157373839
-49233.0461976,-21651.8171181,-29986.219045,4768.24854289,-1331.59659075,2996.2693224,1852.3527013,-3143.70444025,1864.88085408,1557.29912201,3146.03949979,1100.52000083,418.478096337,-39.9887069196,-703.425694142,445.826736022,-842.185108299,-782.570829481,-644.944471724,-1993.98692495,-1275.24738052,-1017.51067597,-1521.13249776,-630.073097947,-233.838552641
-70832.1206491,-21476.7840225,-25604.3320839,22899.4875368,6986.02987905,3651.61007359,568.444780096,-3089.74406252,5230.43023346,-2574.52692893,4246.74573163,1934.21289173,431.344818082,-144.629302308,164.325232909,1487.42624073,1963.57608896,2050.41494875,-1008.83796248,777.486497964,36.6584331552,-185.166640476,-682.559218076,699.481036071,-1565.53075707
-53604.4105117,-21721.2114381,-29734.7772772,5500.75315824,-1343.60925097,3212.71660507,2365.83183594,-3148.56886899,2097.58831554,1447.29355377,3811.32252937,1152.8554116,154.390618406,-624.971308065,-987.346336348,390.727854806,-957.297273748,-979.057732145,-1075.02252716,-2143.76640915,-1313.86219623,-1057.56454815,-1118.8837231,-765.328824906,-256.290724161
-53964.5956346,-21574.0447682,-29667.94863,5406.74801014,-1460.45996035,3328.52380145,2469.6414586,-3269.81255527,2009.43718007,1367.2779955,3874.41463039,1194.80545767,114.741838445,-736.235757711,-913.142945012,418.923372662,-1072.55153809,-998.125323877,-1059.00694997,-2157.31338665,-1315.37268551,-1000.20019057,-1211.94983057,-803.929253073,-273.345908873
-54474.6022877,-21314.1005077,-29148.6619897,5511.64619499,-1661.69905956,3276.39707985,2517.99069183,-3306.41249404,2109.06278159,1317.54704733,3804.31477734,1116.14778685,333.947134095,-802.801740611,-1108.36457348,250.78600906,-1178.13351063,-1089.95084455,-1206.88205238,-2312.78939461,-1454.22586595,-949.708699906,-1336.41402044,-815.769002728,-319.261502702
-50319.2324845,-19139.0591678,-26899.1874157,2243.63024004,-2850.90346443,2558.39716689,1251.34039838,-2748.28538456,1556.68020444,1552.48404542,2717.937129,642.733589749,-358.934738517,-236.49357231,-895.897617772,298.203112606,-327.673205181,-694.960354081,-1155.92365805,-1472.14259711,-878.702568047,-747.932951502,-626.592341278,-1019.36805539,-286.474728329
-53627.7366815,-22210.358277,-30672.1327102,4649.47765181,-1211.03691628,3158.64834086,2255.96080341,-3411.07398298,1991.4725536,1391.03096178,3261.00979254,1178.98308752,-547.557851778,-167.586504542,-1296.89555957,176.809325798,-880.203321634,-1142.97857684,-1070.31926553,-2186.1485341,-1058.30209681,-1141.54093844,-1493.31838949,-871.576519883,-90.744071521
-53828.5128318,-21935.889852,-29876.2551648,5371.45928894,-1539.1384439,2998.18545096,2298.31305556,-3481.07522672,2433.88653929,1631.28638169,3463.32942977,1139.01839775,-231.194812364,-342.29795522,-1028.31041467,279.644842956,-1161.59712461,-1300.40210921,-1223.09076663,-2200.14667882,-1517.83856687,-1281.53915616,-1529.20863405,-865.782034226,-57.9776120646
-53901.503176,-21683.5681779,-29713.9399614,5061.29549731,-1493.40352224,3149.05143217,2267.96653753,-3628.31753713,2109.28807587,1512.95542314,3358.99625767,1075.70447366,-255.746368983,-238.317488726,-1030.98000252,582.192599527,-606.276921463,-786.912563841,-1100.39425222,-1792.86130622,-1283.28003676,-1008.33740772,-1467.06272483,-692.025958535,-176.207586303
-54323.486047,-21659.5528607,-29260.7481665,5124.96043637,-1303.21553656,3061.11202127,2293.42595494,-3496.34263561,2040.41211503,1498.82059344,3160.07666774,1004.05046829,47.1248710166,-345.528768266,-1248.62379185,290.639508073,-967.166458433,-1113.34176582,-1260.41999699,-2310.19718966,-1472.33037989,-1236.38129348,-1618.99533668,-799.416448987,-250.092772052
-62647.4116526,-20588.633776,-24706.483294,12163.0206511,207.699729122,3687.71264151,2016.10231525,-3176.99707418,2325.3577423,-807.043585057,3968.11894985,431.755316731,-1693.32572772,-117.733768666,-912.02785545,2384.68910729,-469.390000717,-201.182787949,-982.88639192,-2915.98741346,-1825.58130466,-1557.22527808,-1748.98884002,-832.925416455,-199.689195525
-53755.8866163,-21804.5199982,-29449.8148124,6160.72982722,-1125.87957859,3121.81027404,2149.16681419,-3195.0147533,2313.33189425,1222.51469943,3403.98289065,1029.10732583,-61.8437390643,-318.385958928,-1178.15363568,746.412167537,-406.710578826,-695.972949149,-1142.01671048,-1781.024175,-1276.92450251,-1155.21586594,-1398.80764823,-635.764003895,-339.696042446
-31573.9046432,19884.9422159,11703.2865383,-10742.3348303,-28028.3926506,8727.20615659,-1264.44979656,-5238.41296323,380.395217786,544.322571046,-3329.13619051,-4559.15991781,2477.74917313,-3506.63970136,4782.08479944,-1433.41261801,-3462.90338606,2879.63535986,-1897.72079216,7116.420823,3886.86244389,5423.10473093,1865.37873135,-1879.46723448,-3470.01777811
-52957.0450983,-22009.828033,-29827.927488,5723.65411455,-1348.7229629,2771.29772159,2199.90266762,-3341.68139898,2266.43707228,1385.43205158,3501.09860763,1325.10645852,7.74155666713,-405.109420162,-718.735515605,203.742822799,-546.973375691,-883.426802506,-1105.52936843,-2313.77511741,-1344.94311094,-1229.71118836,-1503.20052832,-695.271587103,-103.386298786
-53702.4190209,-21070.3762891,-27411.3954835,6267.17957213,-1791.59442611,3121.75307635,2196.45997355,-3506.75966827,2328.8979813,1380.99291049,3655.94321107,1205.00722536,131.065673657,-657.170570547,-1220.21326637,54.1116503202,-1137.25579129,-1266.54939975,-952.19722241,-2912.3194545,-1640.59418076,-1569.26394638,-1857.21749394,-783.310827688,81.3925302924
-52759.745351,-21379.1235815,-27815.7801508,6040.14891657,-1562.69048567,3013.61422939,2213.6035462,-3457.57525748,2302.98918672,1531.48248568,3513.93828565,1191.19221032,-376.376381119,-623.765974258,-1250.78820354,204.531835591,-703.716256765,-1346.75180409,-1219.07184172,-2530.91578334,-1564.02030534,-1484.69473019,-1669.76615607,-874.486311624,-195.786886463
-53763.2088,-22018.586119,-30117.8227792,4712.29446078,-1714.93260806,2982.6880342,2274.44987512,-3233.29700847,1926.87285238,1428.68966798,3660.56062438,967.762962795,-307.932773423,-307.217174777,-1133.19961096,355.315557783,-727.956637261,-1204.41141417,-765.246076201,-2010.68527722,-1383.711656,-1042.49362693,-1423.61897724,-535.674867745,-15.480042266
