Component 1,Component 2,Component 3,Component 4,Component 5
19.559883697795872,0.7582047355271984,20.191062689623177,-9.5782760402969,-1.5181297009411159
-44.006403431827074,-1.069616843933756,0.4570789981261378,0.8722072254455506,-0.8857500963327293
-40.69477747184246,-1.121635702154157,1.899879400247347,0.5124824804578271,-1.1157077070805204
23.967304739110258,25.958614494877654,-20.21286497153587,-2.9736479237474303,3.6611034476490256
-43.216295083387465,-1.0618088874161595,1.0709023267100086,0.72818360263597,-1.040779535374232
-43.589857699639246,-1.1178858708716057,0.5947982971318047,0.7046570686089983,-0.852337793935724
-14.66152456802518,5.3615789828452005,-5.343667100506604,5.996333010970057,8.601914963253098
-44.50990192460063,-1.0324696103508468,0.08548036889006513,0.9209159423021819,-0.7585152857099181
-45.15167586024308,-1.1709888613312631,0.10133978253541157,0.938393028909182,-0.8958585339652139
-40.68739524305876,-1.310512023386086,2.065517574841863,0.9979960802845438,-1.42097946826859
61.33794208069439,10.380758830044492,15.581464519458356,2.9350010412699623,8.361741872338587
-43.77266361407094,-1.1073319189547786,0.5326913321078918,0.7810357766001763,-1.1258834650200211
50.579343167258806,-28.52085437319249,10.84557513043045,16.668167481273716,-1.7593510896249205
-43.21492400856611,-0.9479841204955459,0.6680194131390697,0.8126618125048252,-0.8241463958939133
-44.19355433330462,-1.0459568446519993,0.36573297839185315,0.9011732758796828,-0.8074529805477152
-36.758880124927245,0.8563942838605123,-2.201947957909461,0.4622553383682324,-0.6314806121029247
-43.470774765535246,-1.1084915796997872,0.5982988039630032,0.6112802952326098,-0.7078065084828127
-43.65064343130474,-1.0176724056639432,0.5062053769387036,0.892455106898264,-0.8570735857494811
7.244694565196512,12.491659802094944,-6.7379981120800325,6.2012418515783585,-5.625342085382398
-44.9919547529518,-0.903540779854387,0.1914350361218416,0.962081719747076,-0.6331459406355839
-42.898613531547895,-0.8261573091447116,0.7736989454619565,0.8718801415521129,-0.6940614078803818
-44.74323093818027,-0.9164220897996288,0.031915090268165684,0.9865922180527721,-0.6094673796431299
-10.349305492441434,-1.760417285013478,7.366219556528548,-3.779124957251809,4.238339623750023
-44.58527949500625,-1.0326947616678896,0.2342524975279841,0.9467032686685722,-0.7884385737298061
-33.01251846380298,24.93811620491253,-0.6083771818338976,3.3326647676194416,17.911253798420358
-43.4809427868946,-1.0759450576740288,0.6273250453286946,0.865264076643217,-0.987051869687188
-43.00209775658472,0.27317538583173956,-0.5549935620507981,0.9771734196198646,-0.0886484475596687
-44.68746814673972,-1.0856729017836957,0.16304995863468086,0.9807065089204409,-0.7983071086029674
-44.21468921502079,-1.1032768083842113,0.39399383859296894,0.9082311302197756,-0.9071942491096285
-39.24626815027388,0.5738390766110486,2.529147077513897,0.5782950979602599,0.269560170889159
-44.12432253671366,-1.1563029287356248,0.46238569779226163,0.8798663527503146,-0.9482250339036727
-43.75428540661449,-1.2696341137639895,0.5495392197382913,0.9001313603218702,-0.903263308120899
-41.96232074768916,-1.1532827681731948,1.292484321973154,0.8899442172364848,-1.346385176153638
38.792214156644675,8.365493522348862,-23.590768626813585,-6.171865714752841,-0.9355386912971176
-32.02093595204586,-1.5434280270313514,0.49230211133183366,0.6370814027806215,-1.5005132716185687
-44.53109841773599,-0.8896409505691989,-0.10299221589481622,0.9230829209308355,-0.811548658699002
-45.15167586024308,-1.1709888613312631,0.10133978253541157,0.938393028909182,-0.8958585339652139
-45.15167586024308,-1.1709888613312631,0.10133978253541157,0.938393028909182,-0.8958585339652139
-42.35211820331315,-0.9472287001460645,0.9133533416537166,0.8672167743259934,-0.8112184139511144
-43.44179639736575,-1.1104021911299742,0.5824740441151891,0.9711787660231561,-1.0661621425918835
-43.4471428025911,-1.062124376863781,0.6546903204398654,0.6488057293494993,-0.8895008473533003
-32.09589891742782,-0.4842191645495807,-4.251066401590132,0.31003280747433015,-0.3534128517072665
-43.71578612766363,-1.0570484326730556,0.18764613398181434,0.9141325562859727,-0.937138579927763
-44.365605704177966,-1.1438038002886455,0.49966979954588103,0.9009126456791487,-0.9749356349912237
8.439267306661831,-12.636312343635794,5.587427582641723,-3.8744130334536644,3.7094856144417068
-36.448007384450406,-1.065861828295722,2.5843090723991846,0.7861118016011485,-1.9435120398247967
-39.01570901826594,-1.0283405340634513,2.120586357369295,0.8571636143332524,-1.4771968079807118
-43.48411332997074,-1.1605728581581052,0.6110164458971156,0.7141589895420052,-0.752179583184422
-41.13877122845881,-1.0481813538396147,1.4078072382128943,0.9390216106987944,-1.2755642560066214
-44.42121893547212,-0.9734319691066557,0.3771852304170939,0.8956088740913373,-0.7676768328418152
-45.15167586024308,-1.1709888613312631,0.10133978253541157,0.938393028909182,-0.8958585339652139
