Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14,Component 15,Component 16,Component 17,Component 18,Component 19,Component 20,Component 21,Component 22,Component 23,Component 24,Component 25
38918.76085844116,-894.900170253333,-51104.51356948395,-78840.50720003256,-40863.08676148614,28726.381049213524,28495.84291970528,7822.458320828246,2361.0519471728994,793.8862567564905,4728.739129977,-14052.68641590984,-11524.317123810613,-4445.888841322147,13093.572623810038,4446.062736101139,-15685.800597184885,-1375.2583508025323,-9714.244256821616,-16036.205346632818,15316.640930306554,5114.177407372995,25490.311249877974,-33275.98129992288,-19957.67754343613
-66733.13783745542,89082.52754996278,11926.786537813863,560.6032462722517,-2468.3242502923576,8881.687079814987,9293.79487903363,6820.92452784403,168.28198971798366,6241.062544138175,2614.1013556415437,2940.1383173312897,4076.344534317431,-4324.54557047017,-2913.4160141569946,2787.867344434494,-4657.627822842092,-2152.5537730569936,7373.278161793128,-894.8942603611163,-3062.051992067,-3668.579469844359,3754.213336823443,4843.422453397334,2200.6083866568442
-60141.827314079004,79418.80300167273,8166.8026091061965,-2175.8782694187903,-3591.910814077659,8967.63131701716,8989.741806435459,6501.319610158213,365.0692495848208,5580.003098536114,2946.4915452345,1560.8776446075315,2896.286458917794,-4341.634079172303,-1934.5665319598697,3204.6437686782633,-5178.713311205061,-2146.610519757697,6093.990451446771,-1593.6107953502526,-2455.4216534783254,-3101.3827103944514,4309.300429301104,2683.039579604824,1576.4434225109767
-67195.21069108677,89638.82801652937,11254.669138408604,357.4774191148423,-2762.1085548243386,9103.483798482606,9221.927944161425,6818.733043315965,18.268964474764836,6218.971217735598,2656.487989039709,2977.8580945752365,4063.736777298361,-4327.761279613432,-2871.915035486919,2888.2845005033582,-4750.965922115739,-2156.98133230451,7377.580737385438,-931.4935650568456,-2962.6465491339936,-3708.605898841306,3915.662137945213,4650.373730856488,2133.9258279120104
-67236.79549169588,89571.63721626098,11614.017311116593,629.894320634944,-2566.7337741808615,8920.97253707275,9120.678946481632,6785.564282222079,-0.01444586817667215,6196.209943040725,2624.814665939919,3095.1173247044385,4126.185503012389,-4358.45058793462,-2864.355737503014,2961.9717939394595,-4734.212009837,-2116.553658237304,7356.1201541308,-802.4712469640995,-3022.19755100775,-3799.0973154434073,3920.1090688726235,4737.639068651585,2205.305047398892
-63658.61687176171,83901.53278828708,7401.374067867122,-4216.595369711549,-4993.727960076295,10432.93506178459,10445.901198016862,6528.644929143303,-318.0200639654307,5858.480451807933,2380.263660523779,2801.7147472372535,3451.6244771717043,-4505.054573113834,-2440.2115393381655,2565.2840039909825,-4558.345946456396,-1853.606580133185,6328.101027220799,-1519.5316792670794,-1168.5663158837904,-2118.9840789098344,4912.599378776729,1606.6696623051068,483.3426928173904
-67417.93443715532,89879.35716736126,11517.639561976861,690.1392731908394,-2618.3131481062,9003.492982265656,9019.431784441982,6921.240099608812,111.92630923586403,6293.33750146462,2635.951698311976,3042.695964760378,4122.48399670628,-4255.6860209923225,-2884.8708931249994,2865.341423789151,-4694.340577054605,-2043.932000743422,7459.862948870422,-844.5757798561639,-2977.9748252474324,-3789.669629395057,3775.150632857505,4741.0150637633815,2137.5382038373064
-67507.04943237784,89979.23679803888,11589.706565284856,840.7241804418239,-2513.122037645867,8873.360769363122,9053.675416687003,6744.559605673332,-31.523728678273358,6296.993196938616,2568.5040364550673,3078.3553265478567,4144.07833902848,-4278.777213105846,-2941.8916968499084,2852.3160897676185,-4572.2354861223885,-2151.12721389222,7416.5160706752895,-770.8326105856544,-2979.780358208587,-3858.6503491376016,3682.8054246756237,4937.87015548031,2237.146348624675
-66679.60627040514,88710.95550367818,11519.069985488703,974.7702494719233,-2373.9567797413815,8629.73468088981,8871.750811825112,6552.706391936926,-41.491412846572516,6052.492475146496,2424.979285952197,3261.7820712178045,4186.5036800769285,-4073.4860303217265,-2953.5182823640043,2834.5408443194883,-4359.512913859702,-1988.4579266382746,7036.102361250596,-716.7969990425638,-2920.2349607919573,-3426.44975443793,2722.3602878980264,5118.760971421423,1649.8278056208735
95613.62169213385,-137908.02883679152,-34834.7963614675,4198.857907999932,4251.722499440005,-20049.38407491251,-17517.271836211734,-13231.307117041983,-908.2351210819324,-15037.963352388188,-11418.966176008382,-12365.568179651633,-14133.208233322875,17470.1727531344,8098.309151865475,-11658.88805521395,9038.12092061473,14604.18527419223,-25955.938986212055,-367.50165028611457,13145.451760056803,6553.7529983407985,-22317.609080952854,-13696.565719944134,-7121.935598233623
-54730.70456901055,71890.91883542351,8380.652468345412,1194.8171796948195,430.59139010329585,6980.052733873762,6518.664258749187,4060.19800739272,-554.2153606167263,3142.073099665684,1687.4433626360737,3766.2177077133465,3429.2908009474218,-2883.472220839588,-3253.7877142553384,254.8585614625286,-1423.9529085664974,-1423.0352445158549,3715.9672352518646,1318.3946040712622,-869.4738227771417,-1244.5794188161235,-1260.7452275534843,3377.3912712683823,855.248236322372
-65693.93238685615,87395.95670975413,10800.826789462988,229.20389630840947,-2555.918023533929,9071.160660752397,9044.199692576214,6796.9027586605,132.56102127572484,6043.237386508031,2718.1794199883766,2599.6604211461276,3790.7757532418154,-4335.446853489297,-2731.364024627514,2966.836611454696,-4859.082814110315,-2073.998053800709,7144.477233803574,-1051.7539061120472,-2894.706835000726,-3631.051577751025,3874.4443690011694,4478.303951646562,2145.367025312353
-67778.3405514514,90473.35775478881,11615.869364821834,724.2396646694767,-2598.941874839376,9051.51088026122,9156.927978294318,6879.505135423023,25.51936460397213,6281.845451021412,2682.7649524094195,3024.6151607937336,4143.987081174851,-4344.179160831906,-2927.542456907618,2916.555449386133,-4772.754321493188,-2161.198376831158,7517.889998781251,-889.2969381103076,-3086.8441407757273,-3832.8417931358867,3838.6096407733075,4873.700831554904,2270.836783308214
-67778.3405514514,90473.35775478881,11615.869364821834,724.2396646694767,-2598.941874839376,9051.51088026122,9156.927978294318,6879.505135423023,25.51936460397213,6281.845451021412,2682.7649524094195,3024.6151607937336,4143.987081174851,-4344.179160831906,-2927.542456907618,2916.555449386133,-4772.754321493188,-2161.198376831158,7517.889998781251,-889.2969381103076,-3086.8441407757273,-3832.8417931358867,3838.6096407733075,4873.700831554904,2270.836783308214
-65674.46559935636,87308.54029429925,10779.5468597383,84.12112171989628,-2770.152792032187,8926.663285046929,8908.146444464415,6558.475273148974,75.64176696540518,5990.97993440773,2669.1733185245093,2560.1712836205324,3685.119052802505,-4182.5421720035465,-2512.522880355956,2938.725013688431,-4785.348077901515,-2022.6068629554986,6852.140200676022,-1025.9185866981807,-2608.2997390093365,-3678.920862446866,4094.4810007706174,4438.732533020238,2224.0518400240458
-66769.16081574331,88792.25116174389,11309.763456150802,754.9415876159542,-2373.9661050988325,9075.540470323505,9012.795648522586,6730.426884742108,48.32887378684012,6138.912427170866,2608.0892813812848,2972.12347924812,4113.15505815402,-4259.178675947558,-2858.244402477051,2892.235106909141,-4700.892144968921,-2178.641867842666,7268.759674854989,-901.6717177649872,-3033.6538509206403,-3757.0437358272206,3753.6329847845527,4828.599399327187,2244.5037662822288
-67284.45334198371,89533.2683550151,11440.865727568023,819.9829492550145,-2485.071541168293,8823.865394076654,8867.025952610284,6686.431534184673,-13.24494404361681,6147.638187318933,2646.3975532511863,3034.269968122938,4190.217624704041,-4246.142282368615,-2944.417820016224,2728.5044872556155,-4512.228801914306,-2107.5155994692223,7335.876876918792,-806.4262180184962,-3132.8972421734165,-3814.523377035419,3670.198078068435,4902.718626208381,2248.6621872175697
-44014.101233973466,52115.863201071494,4418.205841327053,-31.822225046295316,625.5442537386141,5565.907313266703,6003.281649993028,2739.0164654314144,637.4168484833601,1336.817288171595,460.2521855740293,1263.4288705527968,2157.289018884656,-1563.035025648486,-2026.8715997485074,2042.440940264615,-1182.658428339408,-1692.3222514420931,-618.9459663027712,-1140.8517051008953,-1007.3273339522158,-1740.2879020359078,-1788.7338878734556,617.3212294904836,1492.7498813708328
-66155.59672005766,87916.17273342606,11118.487666268347,553.9639986224464,-2489.290913998118,8861.915636982998,8933.031223691176,6631.684233557812,33.10020986487818,5915.85332798823,2590.244701373434,2918.887515390992,3974.334013051727,-4142.955186705082,-2866.5179030595696,2831.6966936782137,-4552.9464678715,-2149.8089815797453,7048.377568482514,-905.0687580599483,-2893.477874381256,-3624.2098999954446,3537.4751819340554,4591.3431888184405,2233.29470305438
-67710.37642805945,90342.01614842113,11560.54013071573,682.9699531246266,-2557.9516969867523,9094.539952636698,9171.958923529992,6861.201548128423,14.278313577651092,6272.834693188684,2669.1186767723525,3046.0272081700314,4151.026524400537,-4330.532116212746,-2932.163832675485,2893.707019438694,-4728.85883383778,-2149.8360309148497,7495.032630682492,-879.2228837918489,-3062.572328410101,-3804.8732348450594,3827.2979675517067,4839.2284880213265,2261.0569428973645
-52362.10465437326,60426.79685663268,10905.703785490294,10067.722226171547,3516.243530950891,-1009.3479125791044,-1454.4969763908134,-3413.367014827825,-2743.1657894003683,2569.661034891216,-4950.170285754761,12630.528850445899,3557.2433547448964,5587.81613048263,-5038.280195391123,-2226.3726037104198,11231.951187015376,1335.5651297691174,7281.539090235085,2386.4291718395534,-1365.0969849738256,-2282.3304974135267,-4268.07313263933,6878.5626198643195,-1524.4037476202282
-63244.31193201509,83040.7013538716,12316.577081268844,512.0255701744035,-1907.2453598858633,7727.192396884847,7848.776637402093,6108.301955418578,36.432010966828116,5532.848255908418,2578.3199500762175,2661.763996440074,3849.164655257148,-3896.85391065957,-3273.1158031400673,2866.468397293184,-3773.064479947646,-2336.0028410600125,6577.890603859377,-537.4857214422408,-2703.309954000032,-4450.223578699207,2565.0738127668815,4985.248713653753,2559.9363974114613
-64968.74514320619,86013.439186491,11181.928371064892,1144.6033700972741,-2287.442021168892,8388.870715146202,8456.632459110153,6454.1464670419755,40.59207100821644,5830.7766288439725,2544.0883740760455,2922.980202557048,3969.156355020649,-3968.505620908902,-2753.522117358408,2752.632552417589,-4353.683251876442,-1810.1379540980695,6990.452818613135,-371.11148797859283,-2953.793650628889,-3727.2049202836724,3547.885183409085,4534.163250053427,2368.6923300105864
-67285.4326400665,89746.65659580502,11546.099098310446,827.7632695892459,-2472.0040420426926,8848.721731294248,8937.95150305398,6706.852949693807,-13.227159823456141,6143.221300474583,2622.361336102918,3101.4691447835958,4134.466103268596,-4261.5687167596525,-2960.2181355160915,2747.261401928986,-4445.2327303984,-2099.5952027599483,7409.025778702785,-790.0668002690924,-3003.1720304849505,-3623.412345397965,3573.7426137751654,4956.400001771415,2143.8004614974825
-65900.26751445455,87426.97667045803,11146.37188264998,803.5209653634818,-2473.742616475259,8457.977932860143,8986.139441070132,6493.663948482982,-117.10371699864974,6174.997842113752,2452.4079944544337,2983.5559599912417,3878.248999716917,-4076.681095086375,-2742.622065679969,2766.9954341013963,-4619.356236205569,-2172.6716426016374,7212.4407732745885,-883.0977442497136,-3032.3112068024407,-3741.3690397730675,3592.002554787294,4663.086160690583,2120.3475236980967
-67237.16927350828,89671.83590680758,11205.19465800347,281.93824051395694,-2795.22558076045,9191.774536327839,9264.686828795282,6831.184995507846,9.423777503902738,6215.694630638598,2657.8286512913974,3003.8850805423576,4081.2679265865036,-4309.265260647516,-2875.2328664504944,2864.2550372119126,-4729.756720138354,-2106.187705529824,7371.096212853673,-913.4056387369275,-2937.09644282252,-3679.369545312681,3967.1918829432575,4578.044790042695,2074.8444388633766
-67778.3405514514,90473.35775478881,11615.869364821834,724.2396646694767,-2598.941874839376,9051.51088026122,9156.927978294318,6879.505135423023,25.51936460397213,6281.845451021412,2682.7649524094195,3024.6151607937336,4143.987081174851,-4344.179160831906,-2927.542456907618,2916.555449386133,-4772.754321493188,-2161.198376831158,7517.889998781251,-889.2969381103076,-3086.8441407757273,-3832.8417931358867,3838.6096407733075,4873.700831554904,2270.836783308214
10963.165950082574,-101886.78637484225,22082.86678168373,72095.08271106528,52016.5030497147,-84425.22907260747,-73249.20624967541,-82359.65584701647,-46625.37154292601,-35056.49773711546,-39029.89132320794,114140.87901403384,45442.05531838229,50343.801964130354,-11569.757307250582,21568.512840447354,129743.71772631067,15525.759925802808,-20506.012176896922,55456.96521895425,21090.373823511432,-9852.00998339831,-69454.58028664191,22452.331407363356,-14646.69943278707
-67778.3405514514,90473.35775478881,11615.869364821834,724.2396646694767,-2598.941874839376,9051.51088026122,9156.927978294318,6879.505135423023,25.51936460397213,6281.845451021412,2682.7649524094195,3024.6151607937336,4143.987081174851,-4344.179160831906,-2927.542456907618,2916.555449386133,-4772.754321493188,-2161.198376831158,7517.889998781251,-889.2969381103076,-3086.8441407757273,-3832.8417931358867,3838.6096407733075,4873.700831554904,2270.836783308214
-67778.3405514514,90473.35775478881,11615.869364821834,724.2396646694767,-2598.941874839376,9051.51088026122,9156.927978294318,6879.505135423023,25.51936460397213,6281.845451021412,2682.7649524094195,3024.6151607937336,4143.987081174851,-4344.179160831906,-2927.542456907618,2916.555449386133,-4772.754321493188,-2161.198376831158,7517.889998781251,-889.2969381103076,-3086.8441407757273,-3832.8417931358867,3838.6096407733075,4873.700831554904,2270.836783308214
-67314.66563749555,89983.13398532275,11554.477460768449,747.9974057194503,-2546.6948347190128,8958.969233663507,9079.445148780487,6785.272007617248,-9.17582186136519,6255.609140758246,2611.7385124960147,3050.177591504279,4117.911404911228,-4286.5750835464005,-2903.1671023699287,2886.5992842063038,-4694.337598650593,-2101.622904896497,7463.039483121611,-828.9776715315317,-3069.1148997364935,-3805.4577412488566,3743.428407737055,4829.527203319655,2252.5200799101963
-60582.558356130365,78787.813546537,8682.391792428805,-848.5039634565874,-2309.632836932021,7681.723731202034,7735.96195414419,5516.355186738124,-1847.2222032450375,4904.724019416508,1004.3345163556532,3568.880497955082,3021.8588929125,-3050.2405848788408,-4991.822960088914,1007.8705119691075,-1761.9172942235675,-2307.023779001036,6791.942797963369,262.85706587501,-1360.4566468144528,-413.234132502982,3947.2097354529274,4916.0245691277,941.1975835122
-66079.75081784026,87680.28586643425,10991.399496589924,739.5082163191349,-2212.3945063737638,8695.492019680603,8789.21924550734,6439.455259757594,-74.2586199396509,6114.575034112225,2585.3026805457216,2946.292191394609,3968.207424032383,-4111.549440683799,-2951.147898356151,2652.236528821432,-4366.420521596846,-2073.8123219567774,7156.674155138056,-695.9180226490658,-2878.677741726062,-3442.1364347521226,3539.5337394498956,4757.265784284709,2085.083577880351
23110.489504473928,-85698.01076435979,-3503.265699113416,60258.16057976262,54429.09140799688,-59179.9807072366,-44814.117056870324,-52200.8228695312,-20880.496641213558,-8881.985123028295,-27612.38570328807,32412.713336938898,8190.0690317293775,29331.583501200486,-22057.005880375767,-33788.72976028914,62183.656371979065,6144.175187385306,-14193.489751282319,32227.360037668645,1808.0002118138887,7371.932237511787,-43434.831811193995,25323.536642633524,-5097.193383654845
-26535.16606097093,28947.953605913313,-1435.7286863655731,-6134.776002857018,-4756.2107640932645,4008.306804523644,3041.5647792020395,6470.688714512027,3519.555602868383,3795.940540659564,4818.663995635916,-8204.889556863252,-3449.400383374845,-5033.971343862661,2796.788318333739,6337.908681079874,-8104.870653477718,-2454.6040404905584,2739.0045256513313,-4547.539438550707,885.231295109038,-627.5733449239563,5476.856865515017,-2509.9826245042595,1508.801160014088
-67131.53215092758,89520.85342551931,11274.159158895392,521.6422248365651,-2571.9550729065572,9028.990074501435,9091.942346891406,6817.150938886912,33.65459914076523,6170.305073814487,2678.280358626,2891.0117299365897,4130.163900218086,-4274.486212519514,-2874.419900816986,2920.1500549711154,-4660.155551467537,-2130.563816951675,7372.646859011616,-882.1944293968122,-2965.2079798218815,-3667.6518824244163,3816.1553961414697,4688.261687080653,2195.7744189949444
-28897.594049909483,19717.740173375198,-5610.328446115743,-5930.74519074123,-2489.5749723874787,4083.8499815561577,-5456.7378217922305,2572.3788456256075,-328.285626192316,-4180.6149644335665,8464.051803415381,-7006.139704830752,-6365.085075992976,3200.8358441127625,20205.806113579532,-5860.4094646366,2459.244659630576,-11680.643781199786,7674.221124216799,-6942.329322647997,13405.640562604636,-7139.350677008322,6796.903777495367,1634.317233895797,3123.3325549848437
-67135.20143171126,89525.0048905661,11364.109198442056,513.0664126404769,-2639.9927113383196,9031.570034715829,9084.809843184754,6844.614571730423,157.13945339713916,6249.331662202944,2658.53473277764,2954.7903492738765,4090.4964489048702,-4358.72463910461,-2887.110653462982,2907.9634329533055,-4784.24625479885,-2123.8048601300407,7409.50680100586,-945.7077895517577,-2979.528541832658,-3734.4186538471117,3872.180952525866,4647.453966241446,2205.4560791614
-67213.35944814682,89631.93032923614,11395.034954665123,542.2056067687796,-2635.4079667169303,9034.86943314766,9095.516743618917,6843.272051562403,126.08926495375732,6244.841871893365,2666.827281314358,2945.8901566268696,4092.0800250798784,-4340.242193750362,-2891.5481182113353,2906.0293491456923,-4776.7911406411995,-2134.2908513493094,7410.797086116621,-936.5294422831521,-3003.0802918760437,-3758.9629927141655,3858.3107362334267,4695.612412385927,2225.403545677977
