KOI Name,NExScI Disposition,Kepler Name,Period,Transit Depth,Teq,KOI count,Planet Radius,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass
K00593.03,CANDIDATE,,51.067435499999995,597.5,499.0,4,2.44,6004.0,4.484,-0.02,0.977,1.061
K00593.04,CANDIDATE,,240.192808,605.8,298.0,4,2.68,6004.0,4.484,-0.02,0.977,1.061
K07264.01,FALSE POSITIVE,,19.164449800000003,63.8,988.0,1,1.83,5877.0,3.86,0.2,2.234,1.319
K07980.01,FALSE POSITIVE,,1.33255801,48.7,1443.0,1,0.62,5161.0,4.452,0.14,0.892,0.821
K03051.02,FALSE POSITIVE,,1.33258772,70.8,1825.0,2,1.13,5576.0,4.2010000000000005,0.16,1.2890000000000001,0.963
K03205.01,FALSE POSITIVE,,1.332568744,24.1,1941.0,1,0.58,6620.0,4.4110000000000005,-0.44,1.081,1.097
K04195.01,FALSE POSITIVE,,1.332567643,56.7,1482.0,1,0.62,5687.0,4.582,-0.34,0.79,0.882
K03098.01,FALSE POSITIVE,,1.332557603,225.3,1703.0,1,19.88,6091.0,4.487,-0.14,0.9670000000000001,1.045
K07981.01,FALSE POSITIVE,,1.33250451,27.4,1993.0,1,0.62,6600.0,4.364,-0.34,1.157,1.133
K02748.01,CONFIRMED,Kepler-1336 b,23.1985852,224.7,793.0,2,2.61,5416.0,3.951,0.0,1.756,1.004
K02748.02,CONFIRMED,Kepler-1336 c,5.77721259,134.3,1260.0,2,2.17,5416.0,3.951,0.0,1.756,1.004
K05745.01,FALSE POSITIVE,,11.374442708,27904.9,687.0,1,22.86,5297.0,4.546,-0.06,0.8079999999999999,0.838
K08191.01,FALSE POSITIVE,,385.39743,132.3,285.0,1,1.59,5676.0,4.175,0.07,1.3359999999999999,0.9740000000000001
K07265.01,FALSE POSITIVE,,40.069674617,41865.1,588.0,1,27.38,5911.0,4.321000000000001,0.22,1.207,1.112
K02299.01,CANDIDATE,,16.48686712,987.9,760.0,1,27.45,6090.0,4.447,0.21,1.071,1.173
K01538.01,FALSE POSITIVE,,10.581581895,112642.0,1098.0,1,53.19,6168.0,4.074,-0.24,1.567,1.061
K00720.01,CONFIRMED,Kepler-221 c,5.69059163,1384.3,860.0,4,3.1,5244.0,4.538,-0.04,0.81,0.826
K00720.02,CONFIRMED,Kepler-221 d,10.04157214,1114.0,712.0,4,2.97,5244.0,4.538,-0.04,0.81,0.826
K00720.03,CONFIRMED,Kepler-221 e,18.36974658,1143.3,582.0,4,3.58,5244.0,4.538,-0.04,0.81,0.826
K00720.04,CONFIRMED,Kepler-221 b,2.79590004,383.7,1090.0,4,1.66,5244.0,4.538,-0.04,0.81,0.826
K02192.01,FALSE POSITIVE,,1.541350116,378.0,1273.0,1,1.5,5150.0,4.59,0.12,0.784,0.878
K02496.01,FALSE POSITIVE,,1.183818383,84.3,1775.0,1,0.91,6014.0,4.459,-0.06,0.992,1.0290000000000001
K00721.01,CONFIRMED,Kepler-654 b,13.72462702,281.8,831.0,1,2.13,5817.0,4.293,0.0,1.171,0.982
K02428.01,FALSE POSITIVE,,16.227675599999998,525.8,648.0,1,2.11,5328.0,4.447,-0.1,0.883,0.7959999999999999
K03558.01,FALSE POSITIVE,,16.227548674,192688.0,599.0,1,46.52,5297.0,4.587,0.07,0.795,0.905
K00722.01,CONFIRMED,Kepler-655 b,46.406259999999996,469.1,588.0,1,2.66,6086.0,4.276,-0.1,1.227,1.037
K07267.01,FALSE POSITIVE,,15.68434493,791.6,1136.0,1,56.23,6407.0,3.888,-0.02,2.191,1.355
K01911.01,CONFIRMED,Kepler-1011 b,5.75321539,733.8,920.0,1,3.14,5445.0,4.51,0.48,0.929,1.0170000000000001
K06075.01,FALSE POSITIVE,,8.947426242000002,85995.2,1141.0,1,45.87,6297.0,4.155,-0.06,1.506,1.18
K03401.01,CANDIDATE,,17.9559673,137.0,750.0,2,1.96,5641.0,4.258,0.07,1.195,0.9440000000000001
K03462.01,CANDIDATE,,12.432699699999999,240.3,839.0,2,1.88,5480.0,4.22,0.14,1.229,0.914
K03462.02,CANDIDATE,,30.990299699999998,321.5,619.0,2,2.21,5480.0,4.22,0.14,1.229,0.914
K01875.01,CONFIRMED,Kepler-990 b,9.91724268,457.9,903.0,2,2.85,5539.0,4.244,0.14,1.207,0.932
K01875.02,CONFIRMED,Kepler-990 c,0.53835407,190.2,2386.0,2,1.67,5539.0,4.244,0.14,1.207,0.932
K00425.01,FALSE POSITIVE,,5.428344915,13756.0,1033.0,1,14.88,5936.0,4.501,0.07,0.965,1.075
K04820.01,CANDIDATE,,14.740106099999998,238.0,750.0,1,1.48,5999.0,4.494,-0.06,0.9590000000000001,1.045
K07268.01,FALSE POSITIVE,,5.357409918,199157.0,1492.0,1,124.05,5768.0,3.8089999999999997,-0.56,2.057,0.993
K02018.01,CONFIRMED,Kepler-1056 b,27.495634000000003,483.3,590.0,2,2.11,5657.0,4.401,-0.48,0.9109999999999999,0.762
K02018.02,CANDIDATE,,16.0988294,160.2,705.0,2,1.14,5657.0,4.401,-0.48,0.9109999999999999,0.762
K01966.01,FALSE POSITIVE,,2.95600563,76.1,1211.0,1,0.81,5668.0,4.4719999999999995,-0.1,0.9159999999999999,0.9079999999999999
K03382.01,FALSE POSITIVE,,18.9257333,188.5,639.0,1,16.74,5455.0,4.421,-0.2,0.909,0.795
K02205.01,CONFIRMED,Kepler-1140 b,24.08632177,1041.7,500.0,1,2.78,4973.0,4.537,-0.08,0.768,0.741
K02644.01,FALSE POSITIVE,,0.7905399120000001,277.3,1502.0,1,1.24,4791.0,4.541,0.1,0.767,0.747
K05748.01,CANDIDATE,,29.937114299999998,194.3,501.0,1,1.19,5115.0,4.47,0.12,0.866,0.8079999999999999
K02832.01,CONFIRMED,Kepler-1361 b,3.57551429,92.8,1061.0,1,0.89,5213.0,4.434,0.14,0.917,0.8320000000000001
K03470.01,CANDIDATE,,15.061783499999999,196.6,794.0,2,1.61,5806.0,4.321000000000001,0.14,1.158,1.024
K03470.02,CONFIRMED,Kepler-1509 b,25.4337864,302.0,667.0,2,2.0,5806.0,4.321000000000001,0.14,1.158,1.024
K02621.01,FALSE POSITIVE,,8.44326557,359.5,934.0,1,1.97,6081.0,4.468,0.07,1.023,1.122
K07269.01,FALSE POSITIVE,,1.400991827,64104.0,2468.0,1,98.13,6706.0,4.026,-0.08,1.9240000000000002,1.436
K04146.01,CONFIRMED,Kepler-1558 b,3.50472344,90.7,1019.0,2,0.8,5115.0,4.477,0.08,0.8540000000000001,0.7979999999999999
K04146.02,CANDIDATE,,2.5738437000000003,46.6,1129.0,2,0.57,5115.0,4.477,0.08,0.8540000000000001,0.7979999999999999
K02785.01,CONFIRMED,Kepler-1344 b,4.76831033,251.8,1219.0,1,1.78,6237.0,4.374,-0.08,1.1159999999999999,1.069
K07270.01,CANDIDATE,,19.2532128,219.3,692.0,1,1.42,6060.0,4.495,-0.14,0.953,1.036
K00959.01,CANDIDATE,,12.713794177,36718.7,181.0,1,2.31,2661.0,5.2829999999999995,0.0,0.11599999999999999,0.094
K05750.01,FALSE POSITIVE,,12.71368909,192.2,700.0,1,1.09,5715.0,4.586,-0.4,0.782,0.872
K00723.01,CONFIRMED,Kepler-222 b,3.9369931439999997,1266.0,1004.0,3,3.36,5431.0,4.563,0.12,0.843,0.945
K00723.02,CONFIRMED,Kepler-222 d,28.08185982,1840.3,522.0,3,3.63,5431.0,4.563,0.12,0.843,0.945
K00723.03,CONFIRMED,Kepler-222 c,10.08881066,1995.9,734.0,3,4.71,5431.0,4.563,0.12,0.843,0.945
K04519.01,CANDIDATE,,148.56887700000001,404.4,555.0,1,5.97,5814.0,3.68,0.34,2.985,1.556
K01572.01,CONFIRMED,Kepler-894 b,9.80321143,813.4,896.0,1,2.99,6170.0,4.4719999999999995,-0.16,0.992,1.063
K01598.01,CONFIRMED,Kepler-310 c,56.4758069,1091.8,417.0,3,3.22,5497.0,4.57,0.07,0.8390000000000001,0.9520000000000001
K01598.02,CONFIRMED,Kepler-310 d,92.8747294,658.8,353.0,3,2.64,5497.0,4.57,0.07,0.8390000000000001,0.9520000000000001
K01598.03,CONFIRMED,Kepler-310 b,13.93068791,186.5,665.0,3,1.4,5497.0,4.57,0.07,0.8390000000000001,0.9520000000000001
K05752.01,CANDIDATE,,1.3917168340000001,41.0,8346.0,1,36.19,3749.0,0.833,-0.26,59.684,0.885
K00724.01,FALSE POSITIVE,,6.97106919,452.8,946.0,1,2.07,5871.0,4.493,0.21,0.983,1.097
K01783.01,CANDIDATE,,134.4785189,4033.5,412.0,2,10.52,5791.0,4.185,0.02,1.3359999999999999,0.996
K01783.02,CANDIDATE,,284.063137,1628.1,321.0,2,6.36,5791.0,4.185,0.02,1.3359999999999999,0.996
K01940.01,CONFIRMED,Kepler-1022 b,10.99470891,884.7,512.0,2,1.71,4302.0,4.6610000000000005,-0.44,0.586,0.573
K05753.01,FALSE POSITIVE,,70.516233809,330180.0,390.0,1,52.74,5511.0,4.531000000000001,-0.42,0.789,0.773
K01595.01,CONFIRMED,Kepler-902 b,40.109781700000006,732.0,556.0,1,3.11,5509.0,4.265,0.14,1.169,0.9179999999999999
K04469.01,FALSE POSITIVE,,0.894172544,86.2,1461.0,1,0.68,4982.0,4.591,-0.08,0.736,0.7709999999999999
K05754.01,FALSE POSITIVE,,2.645596805,1272.7,2452.0,1,167.05,4980.0,3.167,-0.02,5.443,1.589
K02309.01,CONFIRMED,Kepler-1184 b,53.5991459,523.1,529.0,1,2.49,6319.0,4.447,-0.22,1.032,1.084
K08287.01,FALSE POSITIVE,,358.74318,760.5,224.0,1,2.25,5482.0,4.566,-0.02,0.826,0.9179999999999999
K07982.01,CANDIDATE,,376.37989,1140.0,265.0,1,3.26,6231.0,4.488,-0.32,0.955,1.025
K07271.01,FALSE POSITIVE,,1.34062901,69.5,1678.0,1,0.82,6045.0,4.494,-0.12,0.955,1.038
K07983.01,FALSE POSITIVE,,453.64875,523.4,239.0,1,2.18,6060.0,4.5089999999999995,-0.22,0.925,1.008
K01720.01,CANDIDATE,,59.6585348,1043.8,393.0,1,3.59,5243.0,4.547,0.14,0.831,0.887
K00426.01,CANDIDATE,,16.30141333,942.3,805.0,1,3.84,6072.0,4.328,-0.14,1.138,1.004
K02655.01,CONFIRMED,Kepler-1306 b,16.2959916,369.6,678.0,1,1.83,5495.0,4.442,0.16,0.961,0.932
K01721.01,CONFIRMED,Kepler-938 b,52.629854200000004,675.8,544.0,1,3.68,5339.0,4.096,0.2,1.433,0.9329999999999999
K01796.01,FALSE POSITIVE,,11.805707539,2052.1,1153.0,1,18.48,6065.0,3.888,-0.56,1.891,1.006
K00471.01,CONFIRMED,Kepler-163 c,21.34736612,630.5,648.0,2,3.2,5395.0,4.324,0.16,1.071,0.882
K00471.02,CONFIRMED,Kepler-163 b,7.81100952,126.7,906.0,2,1.36,5395.0,4.324,0.16,1.071,0.882
K00199.01,CONFIRMED,Kepler-490 b,3.268695042,10091.4,1597.0,2,16.91,5927.0,4.046,0.14,1.6909999999999998,1.161
K00199.02,FALSE POSITIVE,,8.78458274,210.8,1149.0,2,2.6,5927.0,4.046,0.14,1.6909999999999998,1.161
K01558.01,FALSE POSITIVE,,32.50456309,7589.6,591.0,1,10.68,6132.0,4.479,-0.3,0.9470000000000001,0.98
K07272.01,CANDIDATE,,14.1011023,108.2,904.0,1,1.26,6534.0,4.365,-0.06,1.199,1.219
K07273.01,FALSE POSITIVE,,7.448375935,152666.0,871.0,1,34.37,5636.0,4.489,-0.26,0.867,0.846
K01586.01,CONFIRMED,Kepler-900 b,6.99130452,555.4,716.0,1,1.95,4847.0,4.606,0.36,0.7609999999999999,0.86
K08192.01,FALSE POSITIVE,,266.977677,389.6,549.0,1,7.86,6619.0,3.595,-0.16,3.41,1.67
K05757.01,FALSE POSITIVE,,44.637111,282.5,432.0,1,1.28,5222.0,4.518,-0.3,0.78,0.73
K02409.01,CONFIRMED,Kepler-1228 b,0.5773693360000001,400.4,1757.0,1,1.42,5255.0,4.617,-0.34,0.716,0.7759999999999999
K02002.01,CONFIRMED,Kepler-1046 b,14.37504582,251.1,786.0,1,2.05,5931.0,4.4030000000000005,0.0,1.053,1.023
K07274.01,FALSE POSITIVE,,9.080194398,324573.0,1013.0,1,76.4,6461.0,4.396,-0.14,1.131,1.162
K07275.01,FALSE POSITIVE,,9.93442075,55965.0,679.0,1,34.03,5382.0,4.654,-0.64,0.669,0.7490000000000001
K06076.01,FALSE POSITIVE,,9.93443795,2750.0,830.0,1,35.54,5763.0,4.484,0.36,0.998,1.107
K04706.01,CONFIRMED,Kepler-1620 b,101.952048,152.5,428.0,1,1.31,6210.0,4.407,-0.18,1.054,1.028
K02418.01,CONFIRMED,Kepler-1229 b,86.82951899999999,751.0,196.0,1,1.68,3576.0,4.791,0.16,0.46299999999999997,0.48200000000000004
K01596.01,CONFIRMED,Kepler-309 b,5.92365747,406.5,531.0,2,0.99,3883.0,4.762,-0.28,0.496,0.518
K01596.02,CONFIRMED,Kepler-309 c,105.35822990000001,1210.2,204.0,2,1.87,3883.0,4.762,-0.28,0.496,0.518
K08193.01,CANDIDATE,,367.947848,1301.0,228.0,1,3.72,5570.0,4.561,0.07,0.855,0.971
K01591.01,CANDIDATE,,19.65639342,843.2,549.0,1,2.83,5288.0,4.613,-0.24,0.74,0.828
K01957.01,CANDIDATE,,1.38680229,242.3,2530.0,2,29.33,6823.0,4.04,0.36,2.037,1.66
K01957.02,FALSE POSITIVE,,1.75147897,76.7,2340.0,2,1.8,6823.0,4.04,0.36,2.037,1.66
K02493.01,CONFIRMED,Kepler-1259 b,0.663085361,322.7,1681.0,1,1.6,5172.0,4.6,0.07,0.767,0.878
K01574.01,CONFIRMED,Kepler-87 b,114.73658,4850.0,476.0,4,12.28,5597.0,3.963,-0.18,1.699,0.9690000000000001
K01574.02,CONFIRMED,Kepler-87 c,191.239133,1061.2,401.0,4,6.47,5597.0,3.963,-0.18,1.699,0.9690000000000001
K01574.03,CANDIDATE,,5.83393857,134.4,1285.0,4,1.98,5597.0,3.963,-0.18,1.699,0.9690000000000001
K01574.04,CANDIDATE,,8.9772888,97.5,1113.0,4,1.79,5597.0,3.963,-0.18,1.699,0.9690000000000001
K03265.01,FALSE POSITIVE,,29.47316279,12568.5,565.0,1,48.98,5838.0,4.529,-0.08,0.897,0.992
K07276.01,FALSE POSITIVE,,2.071939672,198766.0,1696.0,1,75.64,6140.0,4.247,-0.22,1.254,1.014
K03107.01,FALSE POSITIVE,,8.589562,245.4,891.0,1,15.95,5766.0,4.404,-0.38,0.945,0.8270000000000001
K07277.01,FALSE POSITIVE,,8.5893644,179.3,792.0,1,1.21,5602.0,4.571000000000001,-0.16,0.8170000000000001,0.9129999999999999
K07984.01,FALSE POSITIVE,,8.589870800000002,87.7,929.0,1,1.11,5638.0,4.296,-0.16,1.088,0.856
K02629.01,FALSE POSITIVE,,8.59000355,298.1,843.0,1,1.82,5817.0,4.538,-0.14,0.8759999999999999,0.965
K01827.01,FALSE POSITIVE,,8.58966893,429.6,4900.0,1,155.18,3837.0,0.8290000000000001,-0.32,80.307,1.585
K07278.01,FALSE POSITIVE,,8.589644815,269518.0,1412.0,1,140.07,6331.0,3.813,-0.56,2.194,1.1420000000000001
K00329.01,FALSE POSITIVE,,8.58969597,245.1,882.0,1,20.8,6024.0,4.523,-0.26,0.9,0.985
K03828.01,FALSE POSITIVE,,8.58965725,1161.5,828.0,1,27.86,5697.0,4.539,0.07,0.892,1.004
K04894.01,FALSE POSITIVE,,8.5900471,137.0,677.0,1,0.8,4914.0,4.575,-0.3,0.7070000000000001,0.684
K01604.01,FALSE POSITIVE,,72.49140679999998,1063.5,700.0,1,15.33,5754.0,3.639,-0.56,2.758,1.209
K04835.01,FALSE POSITIVE,,0.93198504,326.6,1647.0,1,17.72,5470.0,4.5089999999999995,-0.58,0.777,0.71
K07279.01,CANDIDATE,,11.772814599999998,77.1,788.0,1,0.93,5410.0,4.333,0.12,1.056,0.875
K01608.01,CONFIRMED,Kepler-311 b,9.17617167,206.9,960.0,3,1.66,5903.0,4.3,-0.1,1.156,0.9740000000000001
K01608.02,CONFIRMED,Kepler-311 c,19.7383992,168.1,744.0,3,1.61,5903.0,4.3,-0.1,1.156,0.9740000000000001
K01608.03,CANDIDATE,,232.04032599999996,290.8,327.0,3,2.05,5903.0,4.3,-0.1,1.156,0.9740000000000001
K03234.01,CONFIRMED,Kepler-1443 b,2.41810158,46.8,1602.0,1,0.85,6258.0,4.3069999999999995,0.0,1.239,1.135
K02520.01,CONFIRMED,Kepler-1265 b,6.49441464,357.3,732.0,1,1.75,4769.0,4.5569999999999995,0.0,0.742,0.7240000000000001
K07280.01,FALSE POSITIVE,,1.0096715840000001,155117.0,3287.0,1,125.31,7652.0,3.9739999999999998,-0.14,2.242,1.723
K04292.01,CONFIRMED,Kepler-1583 b,9.3281912,45.2,788.0,1,0.59,5525.0,4.513999999999999,0.08,0.888,0.9390000000000001
K01888.01,CONFIRMED,Kepler-1000 b,120.0183551,886.0,473.0,1,4.54,6469.0,4.253,0.44,1.4669999999999999,1.406
K02849.01,CANDIDATE,,5.95958637,133.1,897.0,1,1.02,5452.0,4.535,0.36,0.9,1.012
K02891.01,FALSE POSITIVE,,2.023126394,72.2,1607.0,1,0.92,6349.0,4.422,-0.22,1.0590000000000002,1.077
K00529.01,FALSE POSITIVE,,2.023123903,1288.9,1266.0,1,2.87,5559.0,4.578,-0.18,0.8029999999999999,0.899
K00725.01,FALSE POSITIVE,,7.30497811,10930.0,760.0,1,10.86,5247.0,4.609,-0.2,0.7440000000000001,0.833
K02602.01,CONFIRMED,Kepler-1287 b,11.47685263,240.6,796.0,1,1.58,5550.0,4.3839999999999995,0.16,1.032,0.941
K03573.01,FALSE POSITIVE,,43.56225858,51325.0,624.0,1,80.02,6411.0,4.3069999999999995,-0.2,1.216,1.091
K02628.01,CONFIRMED,Kepler-1297 b,1.68189051,83.2,1790.0,1,1.27,5827.0,4.191,0.16,1.374,1.068
K02764.01,CANDIDATE,,2.252976718,467.9,795.0,1,1.19,4039.0,4.708,-0.16,0.5589999999999999,0.583
K01917.01,CANDIDATE,,35.01190875,436.7,603.0,1,2.97,5872.0,4.332,0.1,1.153,1.041
K08194.01,FALSE POSITIVE,,236.25776888,168.4,460.0,1,2.69,6645.0,3.952,-0.2,2.0540000000000003,1.382
K08195.01,FALSE POSITIVE,,330.80879,274.8,290.0,1,2.13,6158.0,4.382,-0.22,1.0659999999999998,0.998
K01722.01,CONFIRMED,Kepler-939 b,14.8783945,322.8,692.0,1,1.63,5822.0,4.5569999999999995,-0.28,0.8370000000000001,0.92
K08196.01,FALSE POSITIVE,,522.64613,648.1,92.0,1,0.8,3439.0,4.939,-0.1,0.318,0.32
K05761.01,CANDIDATE,,6.13292733,58.7,1379.0,1,1.56,5877.0,3.9410000000000003,0.34,2.0340000000000003,1.3159999999999998
K03921.01,FALSE POSITIVE,,1.278555003,1478.0,1515.0,1,5.19,5636.0,4.5569999999999995,-0.18,0.8270000000000001,0.899
K04034.01,CONFIRMED,Kepler-1543 b,6.96704926,213.7,1774.0,2,6.14,6303.0,3.595,0.28,3.53,1.786
K04034.02,FALSE POSITIVE,,11.6089351,199.6,1496.0,2,46.44,6303.0,3.595,0.28,3.53,1.786
K07985.01,FALSE POSITIVE,,0.5276985479999999,1579.2,2088.0,1,29.35,5638.0,4.529,0.14,0.903,1.005
K03978.01,FALSE POSITIVE,,2.28612573,301.6,1433.0,1,22.63,6063.0,4.476,0.07,1.012,1.117
K02476.01,FALSE POSITIVE,,2.28607282,261.8,942.0,1,1.01,4583.0,4.65,-0.04,0.654,0.7240000000000001
K05762.01,CANDIDATE,,12.63063129,300.8,689.0,1,1.37,5579.0,4.58,-0.22,0.7979999999999999,0.892
K03627.01,FALSE POSITIVE,,4.2185126539999995,23416.8,1189.0,2,16.67,6185.0,4.4719999999999995,-0.18,0.991,1.06
K03627.02,FALSE POSITIVE,,8.529991198999998,20083.7,940.0,2,44.86,6185.0,4.4719999999999995,-0.18,0.991,1.06
K07284.01,FALSE POSITIVE,,1.70192371,49833.0,1704.0,1,40.15,5826.0,4.273,0.2,1.262,1.091
K01823.01,FALSE POSITIVE,,4.468456599,906.7,1081.0,2,24.81,5869.0,4.513,0.07,0.9420000000000001,1.054
K01823.02,FALSE POSITIVE,,1.096587245,541.2,1726.0,2,168.68,5869.0,4.513,0.07,0.9420000000000001,1.054
K07285.01,FALSE POSITIVE,,1.20693963,20.0,2847.0,1,0.97,7331.0,4.041,0.04,2.041,1.6680000000000001
K01984.01,CANDIDATE,,22.064020000000003,388.7,712.0,1,2.67,6232.0,4.4319999999999995,0.07,1.09,1.1740000000000002
K03839.01,FALSE POSITIVE,,0.677761275,877.9,1906.0,1,22.15,5699.0,4.553,-0.1,0.853,0.95
K07286.01,FALSE POSITIVE,,3.0086021069999997,120272.0,1343.0,1,56.15,6033.0,4.398,-0.26,1.026,0.961
K02964.01,CONFIRMED,Kepler-1397 b,47.44971339999999,206.4,551.0,2,1.61,6007.0,4.353,0.0,1.126,1.042
K02964.02,FALSE POSITIVE,,35.080928,100.7,610.0,2,1.21,6007.0,4.353,0.0,1.126,1.042
K04755.01,CANDIDATE,,3.74318005,237.5,999.0,1,1.75,5207.0,4.516,0.16,0.851,0.866
K01085.01,CANDIDATE,,7.71790675,306.8,502.0,1,0.9,3975.0,4.753,-0.34,0.509,0.535
K04451.01,CANDIDATE,,8.830368099999998,296.2,676.0,1,1.32,5051.0,4.628,-0.24,0.706,0.7859999999999999
K01086.01,CONFIRMED,Kepler-765 b,27.6652847,469.2,641.0,1,2.21,6036.0,4.396,-0.32,1.0170000000000001,0.9390000000000001
K02926.01,CONFIRMED,Kepler-1388 b,12.285471800000002,1617.1,434.0,5,2.21,3891.0,4.718,0.21,0.564,0.605
K02926.02,CONFIRMED,Kepler-1388 c,5.53609368,1223.3,566.0,5,2.2,3891.0,4.718,0.21,0.564,0.605
K02926.03,CONFIRMED,Kepler-1388 d,20.956998499999997,1917.9,363.0,5,2.38,3891.0,4.718,0.21,0.564,0.605
K02926.04,CONFIRMED,Kepler-1388 e,37.6333868,1661.7,299.0,5,2.25,3891.0,4.718,0.21,0.564,0.605
K02926.05,CANDIDATE,,75.731195,2496.0,237.0,5,3.47,3891.0,4.718,0.21,0.564,0.605
K00472.01,CONFIRMED,Kepler-565 b,4.243748097,1409.7,1063.0,1,3.16,5873.0,4.553999999999999,-0.3,0.843,0.93
K00021.01,FALSE POSITIVE,,4.288515468,3456.7,1722.0,1,76.51,6378.0,3.878,-0.56,2.002,1.104
K07986.01,CANDIDATE,,1.73984941,48.5,1608.0,1,0.72,6119.0,4.444,-0.04,1.031,1.075
K07288.01,FALSE POSITIVE,,0.846291334,190191.0,1243.0,1,30.8,4627.0,4.721,-1.26,0.526,0.53
K01909.01,CONFIRMED,Kepler-334 c,12.75800092,187.9,822.0,3,1.49,5782.0,4.34,-0.02,1.095,0.9570000000000001
K01909.02,CONFIRMED,Kepler-334 b,5.47033376,112.0,1090.0,3,1.15,5782.0,4.34,-0.02,1.095,0.9570000000000001
K01909.03,CONFIRMED,Kepler-334 d,25.098508300000002,167.6,656.0,3,1.59,5782.0,4.34,-0.02,1.095,0.9570000000000001
K04675.01,FALSE POSITIVE,,2.17812826,100.8,1206.0,1,0.81,5426.0,4.579,-0.06,0.805,0.903
K02313.01,CONFIRMED,Kepler-1186 b,16.07673148,488.0,724.0,1,2.14,5957.0,4.498,0.07,0.971,1.083
K02056.01,CANDIDATE,,39.3135699,500.1,540.0,1,2.07,6060.0,4.5089999999999995,-0.22,0.925,1.008
K01929.01,CONFIRMED,Kepler-337 c,9.69315023,141.8,1017.0,2,1.89,5683.0,4.1080000000000005,0.1,1.472,1.014
K01929.02,CONFIRMED,Kepler-337 b,3.29276797,80.7,1458.0,2,1.39,5683.0,4.1080000000000005,0.1,1.472,1.014
K06077.01,FALSE POSITIVE,,2.173552528,3026.0,1025.0,1,23.51,5008.0,4.663,-1.04,0.594,0.5920000000000001
K04545.01,CANDIDATE,,0.849362238,114.9,1498.0,1,0.85,4973.0,4.595,0.36,0.7879999999999999,0.8909999999999999
K04334.01,CANDIDATE,,2.44232399,229.0,1029.0,1,1.1,4849.0,4.561,-0.08,0.738,0.723
K05768.01,FALSE POSITIVE,,15.403276500000002,253.0,626.0,1,1.32,5272.0,4.508,-0.26,0.799,0.7509999999999999
K01082.01,CANDIDATE,,6.50327035,418.3,804.0,4,1.67,4999.0,4.49,0.18,0.843,0.8
K01082.02,CANDIDATE,,4.09667624,302.3,938.0,4,1.42,4999.0,4.49,0.18,0.843,0.8
K01082.03,CONFIRMED,Kepler-763 b,1.1965484640000001,224.6,1414.0,4,1.25,4999.0,4.49,0.18,0.843,0.8
K01082.04,CANDIDATE,,9.655047300000001,313.1,705.0,4,1.45,4999.0,4.49,0.18,0.843,0.8
K05769.01,CANDIDATE,,7.58062893,86.1,937.0,1,0.97,5753.0,4.417,0.2,1.041,1.034
K07987.01,FALSE POSITIVE,,0.681401611,103.6,2218.0,1,1.07,6173.0,4.447,-0.04,1.041,1.104
K01084.01,FALSE POSITIVE,,1.204274435,185.8,1564.0,1,1.19,5668.0,4.552,-0.1,0.8490000000000001,0.938
K01081.01,FALSE POSITIVE,,9.95639775,510.5,905.0,1,28.15,6161.0,4.454,0.07,1.053,1.15
K03952.01,FALSE POSITIVE,,220.9290121,2456.5,299.0,1,5.24,5893.0,4.4830000000000005,-0.12,0.941,0.981
K01773.01,FALSE POSITIVE,,83.09708021,15860.2,329.0,1,13.83,5286.0,4.627,-1.04,0.636,0.626
K01981.01,CONFIRMED,Kepler-1037 b,1.06378861,251.5,1650.0,1,1.61,5265.0,4.4,0.46,1.002,0.919
K00991.01,CONFIRMED,Kepler-744 b,12.06222962,300.2,750.0,1,1.62,5547.0,4.4510000000000005,0.0,0.9329999999999999,0.897
K03208.01,CANDIDATE,,2.1316605269999997,32.2,1438.0,1,0.56,5849.0,4.426,-0.08,0.997,0.9670000000000001
K07289.01,FALSE POSITIVE,,1.930451347,53075.2,1623.0,1,58.77,6154.0,4.399,0.36,1.168,1.247
K07988.01,FALSE POSITIVE,,333.486169,639.1,557.0,1,19.3,4989.0,2.992,0.07,7.824,2.19
K00473.01,CANDIDATE,,12.70636123,871.7,697.0,1,2.75,5573.0,4.562,-0.04,0.8390000000000001,0.9390000000000001
K04284.01,FALSE POSITIVE,,2.42803503,73.8,1516.0,1,0.85,6609.0,4.484,-0.5,0.9740000000000001,1.073
K07290.01,FALSE POSITIVE,,2.4279678430000002,126975.0,2275.0,1,108.33,7652.0,4.104,0.04,1.921,1.7069999999999999
K07989.01,FALSE POSITIVE,,4.85603482,76.7,1266.0,1,1.05,6469.0,4.385,0.07,1.193,1.26
K01083.01,CONFIRMED,Kepler-764 b,7.33685101,325.8,875.0,2,1.52,5795.0,4.553999999999999,-0.2,0.848,0.938
K01083.02,CANDIDATE,,4.57797412,125.4,1024.0,2,0.96,5795.0,4.553999999999999,-0.2,0.848,0.938
K00726.01,CANDIDATE,,5.115750935,1055.8,1202.0,1,60.74,6398.0,4.4110000000000005,-0.14,1.101,1.141
K01784.01,CANDIDATE,,5.007414194,4413.9,1114.0,1,8.8,5957.0,4.417,0.0,1.042,1.034
K02097.01,CONFIRMED,Kepler-1092 b,58.601926,396.4,508.0,1,2.06,6250.0,4.44,-0.22,1.0190000000000001,1.038
K01080.01,FALSE POSITIVE,,1.096583368,308.5,1474.0,1,1.35,5222.0,4.5280000000000005,-0.36,0.763,0.7170000000000001
K07990.01,CANDIDATE,,87.487573,528.7,377.0,1,1.87,5774.0,4.567,-0.3,0.818,0.907
