Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14,Component 15
5.387182513272071e-05,8.775988146383942e-05,0.00035104817598590707,0.0003046419594227384,0.00039569361861294854,0.00020223453909653377,-2.0177385597414974e-05,-0.00015775808432517646,6.688199263830349e-06,-0.000224388507977601,-0.00047915970612091196,0.00021306902591830353,-0.0001821509593771433,-0.0002863172455345442,-0.00018077805428525257
9.157452274591341e-05,9.70872871165025e-05,0.00031382388541186635,0.0002896806670453044,0.0003674901965836447,0.00019723052412346116,-8.41630411821673e-05,-0.0001011148570525865,-6.317362992328075e-05,-6.66979532980163e-05,-0.00039401131615944166,0.00022576706659736278,-0.00013661377881649613,-0.00025071893427232935,-0.0002304738797712504
0.00012861664680182853,0.00015871048582333298,0.0002767268016121532,0.0002717480867567198,0.00039887995242389386,0.0003304961603979625,-6.934556332968864e-05,-6.786042784864602e-05,-5.684729083059065e-05,-4.1058996310576445e-05,-0.0003661781227728344,0.00023994409434210544,-8.576915746418463e-05,-0.00022171402138113048,-0.0002523577700890418
0.00029432236948863193,-0.00038427448476386445,3.14162287535745e-05,9.140294122392496e-05,0.0005919982050515799,0.00017841632554597847,-0.0005154732277782373,-0.0006207494027203337,0.00037984822067169675,0.0009467494876034704,1.2752843232180467e-05,0.0005642898168729964,7.738097748024553e-05,-0.0008227688491665577,-0.0006450477458023123
9.110236446517037e-05,0.00011416101819704311,0.00022117870807666204,0.0002464523911517598,0.0003651204877233006,0.00017445803949759243,-6.383739566228788e-05,-6.248082550477874e-05,-9.850820769878718e-05,-0.00013199506473762646,-0.00037856467462004414,0.00023458418822355916,-0.00023665364866592292,-0.00024491902765835116,-0.00023861350115084577
9.46333388225218e-05,9.363603714269465e-05,0.0003095459225020406,0.0002970859095375407,0.0003847692231212157,0.00020959615055850015,-0.00011026395678496564,-0.00011620929105433021,-3.906557074546724e-05,-4.304379147546462e-05,-0.0003568958364668014,0.00022353209187299386,-0.00014660008693141423,-0.00026087376914275004,-0.00023040306163793245
0.000189675648307258,0.00011298264222956143,0.00030444995870430153,0.00030282756885016915,0.0005391270368361403,0.0001560847057033514,6.839433367645334e-05,-0.00034226384489486185,0.00028203984946720994,-6.29100705544478e-05,-0.0005310441600659261,0.00024302686082893887,-8.83500917492631e-05,-0.00015851601759873368,-0.0001704674409363696
7.996244607715654e-05,0.0001113977196765812,0.00035389556187450467,0.0003063515996479104,0.00037794606467129256,0.00018586180298302716,-0.00013163345422112833,-8.535818962748208e-05,-7.17784793803136e-05,-2.597569490231667e-05,-0.00034210412482237913,0.00022291552632466713,-0.0001771097075570878,-0.00026436883323162694,-0.00025114044338189404
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
8.434035063716323e-05,0.00010243234184154313,0.00025280752813934917,0.00027706853227870234,0.0003877247857712615,0.00018974700055728977,-8.84852067333366e-05,-9.59556762414278e-05,-6.56246170799458e-05,-6.447799830296133e-05,-0.00038481037447096294,0.00022673945503408447,-0.0001635712055682772,-0.0002482129754502417,-0.00023045617101306014
0.0004070738440894395,0.00014544299950837176,-5.5472017782624894e-05,0.00012948858368335052,0.0005412705632872992,9.03115040879348e-05,0.00018588283809772453,0.00037787765108729463,-0.0005149473390836673,-7.951985025303223e-05,-0.0005804444049712447,0.0009481073488122818,3.255044414631725e-05,-0.00011125343635353619,3.202674588340418e-05
9.822130827289414e-05,0.00010641803073638308,0.00029598917847022555,0.00028824732878279417,0.0003899109132423219,0.0001969457956209287,-8.805525540297502e-05,-9.642884135724132e-05,-5.640866427186013e-05,-5.0516618475137e-05,-0.00037285593513187125,0.00023210477686208146,-0.00014658051903273592,-0.00025547174098943437,-0.0002415991247373434
8.052975682063213e-05,-0.0012652950930126185,0.00030147188363843986,8.59373379177119e-05,-0.00045184266479119045,0.00018606456249688232,-0.00015564328096523387,-0.00047807141185090055,-0.000589894103730553,2.5504632314092035e-05,-0.0002960718115293893,0.0001929056404712221,-7.89044253788272e-05,-0.00013537694089102588,-0.00027178364596273935
7.502485444292542e-05,0.0001270801200160713,0.00029248059738702105,0.00030918336136093714,0.00038184056778191154,0.00019937164785371704,-7.835284482277077e-05,-0.00013493281786087252,-8.230162672093356e-06,-6.754632171260602e-05,-0.0004101733630242708,0.0002470122017833996,-0.0001704992882348229,-0.00024551450548059874,-0.00024381179322782365
8.027354749689035e-05,0.00012195760473080941,0.0002934751937076657,0.00030949746589057546,0.0003861396585920018,0.00019686793496050348,-7.98279111685096e-05,-0.0001318441975629815,-1.3069591786484454e-05,-6.053010025603293e-05,-0.0004108568476728781,0.000246572455394498,-0.00017167381940212925,-0.00024364504510843846,-0.00024009564378343846
9.147954680711765e-05,0.00010181308903433283,0.00026597486481254074,0.000260674421812303,0.00041248470929602086,0.0001843250116147928,-9.897475918974066e-05,-5.2465599527980436e-05,-0.00010835763974708103,-3.18912667743289e-05,-0.00038439095342536803,0.00023969480185470128,-0.00020291801745517095,-0.0002378530139722923,-0.00020051304031143497
7.000688683089524e-05,0.0001225213691684986,0.0002815608329378424,0.00029141542140543437,0.000373246568443752,0.00021248438908389535,-0.00011715204275133133,-9.476443119561603e-05,-6.453780270052315e-05,-3.1001592120134774e-05,-0.0003865079331106131,0.00022246192545502,-0.0001697942721405852,-0.00027225437287828883,-0.00023747351553139666
0.0001091052759264884,0.00011793747369229576,0.0003076767869151656,0.0002722406077285362,0.00034546810589754023,0.00019591546196570027,-7.866204282242287e-05,-9.039123650249249e-05,-7.219415024968087e-05,-6.793052685644476e-05,-0.00037876531793216826,0.000252399870891642,-0.000105569128360375,-0.00021457345915338162,-0.00025209136892150177
0.00014266922332909502,0.0005755354246124931,0.00029254978903209543,4.566906744139824e-05,0.0008076154873751576,0.00025896957423406634,-8.380702586800414e-06,1.4136613729727952e-05,0.0001804326467717035,-9.878396054938846e-05,-0.00043662560573839597,0.00021841693124232493,7.743543467206076e-05,-0.00020612267058866434,-0.00020567779296250683
9.691558866456298e-05,8.614816662889843e-05,0.0003019948542205603,0.0002980957828855147,0.0003488704911474382,0.00018892781155801873,-8.048573028161744e-05,-0.00010085514549296313,-6.975346519919658e-05,-7.818043525311138e-05,-0.00035740889226775575,0.00021427226717725067,-0.00016278321960878532,-0.00023567844168604547,-0.00024335327145152285
0.00010986012027208256,0.00012686582174103412,0.0002558412618326394,0.0002900071454435432,0.0003674719920603831,0.00020821387661148087,-7.930316503142715e-05,-6.848999086839967e-05,-8.433700249930438e-05,-7.311771868004084e-05,-0.00038695429002193454,0.00024543596797366055,-0.00013258914146742316,-0.00027489360100642834,-0.0002319980387426873
0.00010159843205856518,0.00012045379924629624,0.0002573861749529572,0.0002796407877376416,0.00036976452961772404,0.00020742159818831491,-8.398682819156077e-05,-6.044768304603706e-05,-9.62190363531633e-05,-7.682338154175193e-05,-0.00037921771379597225,0.0002477243324423926,-0.00013824514002091105,-0.00027883539304813864,-0.00023395281458820922
7.290278466675707e-05,9.329363816909918e-05,0.00024192366934114092,0.0002505712565285965,0.0003567781908423914,0.00019038715029981971,-0.0001473573521387536,-8.341468230773911e-05,-8.899011825577575e-05,4.005483227736951e-05,-0.0003367827291857185,0.00021767917003719445,-0.00016346144514573624,-0.00025628115890479706,-0.00021864259020141732
0.00012010211974403986,6.641623561152113e-05,0.0002803224518167898,0.000259281342700106,0.0004269846219113997,0.00019922332126283578,-6.872260707116654e-05,-9.58280105905404e-05,-6.837237805745138e-05,-5.9924310502182536e-05,-0.00036412976563069397,0.0002241172749840191,-0.0001739730483990554,-0.00028857098067306563,-0.00026715554830910394
-0.0002729587430912107,0.000527441899944532,0.0005176858885304643,5.583829386109581e-05,-0.0001940558585695934,0.00017491423135559123,0.0002248520181048868,-0.0001879188500791854,6.290170643456926e-05,0.00011407143801235321,-0.00010220727224942432,0.00011760631030562202,-0.00023788681249533553,-0.0003559834589297422,-0.00019196301324800305
6.569547158209695e-05,9.423389245474391e-05,0.0002781048947898089,0.000280219560378096,0.0003853138106329121,0.0001795588066763971,-0.0001023775726636157,-0.00011136437149843447,-4.360606207105222e-05,-6.080871632293029e-05,-0.00039453310447250625,0.000257436013409882,-0.00011201267434352844,-0.0002029987850961814,-0.00022676185249426677
9.430589617969747e-05,9.406725955757405e-05,0.00029307220162731404,0.00026162656892486,0.00035016358755119966,0.00018849844579849905,-0.0001034334056259515,-0.00014093756314667406,-3.066717981681039e-05,-1.937697741705694e-05,-0.0003932186386186568,0.00024560803155416084,-0.0001225149526099704,-0.00022472333662253342,-0.0001919992686904913
8.291726024281148e-05,0.00012705028061497703,0.0002919074249126313,0.0002634453198190587,0.0003874024550980447,0.00020774372513342946,-8.633790427193428e-05,-8.051940513436778e-05,-7.209379839108258e-05,-6.804551736598861e-05,-0.0003860209229816274,0.00022397607976720307,-0.00013030630547691038,-0.00023766196918639917,-0.0002500642474357646
9.227202647209471e-05,8.803718014751489e-05,0.0003450946174486509,0.0003124983675028941,0.0003735300918893719,0.000220591017204599,-9.525682604559733e-05,-0.00011621629597716918,-4.688906333072909e-05,-3.20449515098234e-05,-0.0003453651413925314,0.00026532471281718527,-0.0001389917498899393,-0.0002370586244713277,-0.000217596347985743
9.625907932510257e-05,9.760664341519661e-05,0.00030132612248581764,0.0002851353622477852,0.00042312077391636543,0.000178861980904501,-9.265236873672713e-05,-6.426497518400746e-05,-8.438205615005548e-05,-4.3626919369277355e-05,-0.00039858681447194565,0.0002682142592161665,-0.0001702024385710713,-0.000235369762538693,-0.00021237418129548634
9.876489193834753e-05,0.00011574346359643273,0.00027846091725521613,0.00026300953892545865,0.0003729768759360246,0.00022208946473361397,-7.716762680833145e-05,-0.00011844081766424054,-3.718049829499711e-05,-5.562770742885965e-05,-0.0003697327419295791,0.000225396562732295,-0.00012314657405185342,-0.0002617542633554651,-0.00020530904605970852
8.733853663988936e-05,0.0001274099691805815,0.000306367886034874,0.0002900090550241615,0.00037046031738260325,0.00018113129271498846,-0.00010607573675984208,-8.690560027124498e-05,-6.455243292895797e-05,-3.482060769865936e-05,-0.00038580298764429635,0.00021637703730558697,-0.00015366472149034644,-0.00024506416859580536,-0.00020188956513034122
8.684643037714213e-05,8.96509389624186e-05,0.00031910201223959094,0.0002747533043868845,0.00036887727571874974,0.00021891469108395486,-8.620648202572718e-05,-0.0001330808251730792,-2.881495811725385e-05,-4.731694967620774e-05,-0.00041027313027202527,0.0002302549617518101,-0.0001379706949940902,-0.00022913351107041628,-0.00022898851059329088
-0.00015441079684624256,0.0005021695368213958,0.0006789899264007051,0.0004243528357818949,0.00040458751325307,0.00017385777617843375,-0.00017386059037101978,-0.0001293130188162234,0.00017078362376259394,0.0005559976177456369,-0.0008323271643289975,-4.001603939374987e-05,7.533420566537218e-05,-9.541719936298015e-06,-0.00034722043400733547
0.00010470012146791481,4.193385056844585e-05,0.00024029245899571957,0.00021500342171874645,0.00039224203474314933,0.00018810717476816437,-9.576742931424525e-05,-0.00013147222199597902,-4.7577703489309465e-05,-5.48210979162291e-05,-0.0002708500666365149,0.00020141861771186444,-0.00013787976053732153,-0.00019053920416961227,-0.00023014816356606912
0.00011857729235534328,0.00012542017829921302,0.00030038966951916816,0.00026256339583190176,0.00035349276578846976,0.00022537509648123095,-6.561612668729118e-05,-7.205782907380892e-05,-8.427101260471338e-05,-5.481616011793833e-05,-0.0003697079946261289,0.00023890819223947333,-0.00019453308126504202,-0.0002361415052042893,-0.0002115942219284691
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
9.158476746622249e-05,0.00011796215058966222,0.00032295622145118557,0.0002733060686731225,0.00040327894977650893,0.0001435693210088187,-9.86286739615682e-05,-6.769278913398377e-05,-7.50964585906498e-05,-2.1916811186655985e-05,-0.00039337443205837903,0.00022863012524747614,-0.00014953175051323083,-0.00027180435264191757,-0.0002010422378378074
8.935410511209851e-05,0.00011608939029776796,0.0003060204004426364,0.00027698184419049885,0.00040448415942128074,0.0001478740342238972,-9.860093134298036e-05,-6.804528249258576e-05,-7.561668160180518e-05,-1.613686199054325e-05,-0.0003947151745496568,0.00022577028726084258,-0.00015092752755178278,-0.00026929936481150026,-0.00019431919931230473
7.544352383316661e-05,0.00012271481802705362,0.00031192345231490366,0.0002718393583532639,0.0003667508266276381,0.00020359423618459315,-9.330064346257517e-05,-0.00012103649849608774,-2.4615198377486845e-05,-6.890849131552467e-05,-0.0003671105735705069,0.00025015959586785464,-0.00016521652684887346,-0.0002956023099475492,-0.00018555970374459327
0.00012086109544961765,3.6307943107369986e-06,0.00022993426220837437,0.00032218720565728177,0.00033462987075208423,0.00019292290025673805,-4.64224338384896e-05,-0.0001317101609422241,-8.616314591673163e-05,-1.9947375464654787e-05,-0.00045064010738277166,0.00027143889058521846,-0.00019971432426380876,-0.0003309122384994381,-0.0002077622006424596
9.559361198421246e-05,7.670448895215413e-05,0.00029445326073136306,0.00027306129892043843,0.00041878980980938164,0.00020541884563280322,-0.00010555115622752066,-0.00011210212411040944,-4.813213524735006e-05,-2.412678106225142e-05,-0.00037497397799046397,0.00022070564425405217,-0.00016601745503601475,-0.0002671457566661524,-0.00019718668927356178
7.526516127138193e-05,0.0001023276472020111,0.0003029767397951733,0.0002939604552127745,0.00037547667656942534,0.0001995629270591212,-9.603648493029129e-05,-8.647543899375572e-05,-7.477559410680718e-05,-6.110010278903613e-05,-0.000388451612684681,0.00023237087371483852,-0.0001471455668426364,-0.0002410114700122493,-0.0002368751465967278
4.3440394683327386e-05,8.561671060275992e-05,0.0003237217874363557,0.00029601790544285533,0.0003856977159805386,0.00019739202858863204,-0.00011100998348090806,-0.0001058629276417672,-5.7616629134860153e-05,-7.250082425645286e-05,-0.0003442940987007945,0.0002362654450172962,-0.00023049836940345638,-0.00024733849857212276,-0.000263793135123985
7.922405294497388e-05,0.00011867830007422476,0.0003274166802385253,0.00027460161830832546,0.0003864071121009022,0.00020764544356018086,-0.00011969553345362814,-7.856912110697766e-05,-6.857496418241163e-05,-3.2089836257762e-05,-0.0003635592427000146,0.00022108813799845753,-0.0001220257783415544,-0.0002477820426445333,-0.00023655868233086503
8.485689039119979e-05,0.00010927520554261671,0.0003229201128230987,0.00026496121730290194,0.0003808833229653122,0.00020898414960440043,-0.00010771430673418125,-9.159474308429527e-05,-6.04787350441036e-05,-4.63125783223767e-05,-0.00038156652247876534,0.00022328154243931542,-0.00012624800455010988,-0.0002497763930226962,-0.00023862119776884774
8.4181534106964e-05,8.060603398499152e-05,0.0002816848964314878,0.00023810391826172678,0.0003733486498302381,0.00019939778643386657,-8.854648695427955e-05,-7.706977689847085e-05,-9.970759667195189e-05,-6.0265311492529754e-05,-0.0004026461518152476,0.0002592094733407394,-0.00017987290720201303,-0.00023280515449505219,-0.00023806569550527073
8.322027177056622e-05,0.00014900065831967944,0.0002859142591830924,0.00027036641231567284,0.0004140462463712331,0.00016028131471504292,-9.999758919381641e-05,-6.272919336201821e-05,-6.539418144071089e-05,-3.283266356292108e-05,-0.0003652702485163082,0.00023951313864697726,-0.00019461091456247809,-0.00025473379444638985,-0.00022530632467515911
8.200401951589179e-05,0.00011068818197239066,0.0002718812049242389,0.0002564156383510187,0.00035456003180531773,0.0002163701071423122,-0.0001018701716050976,-9.01309656308462e-05,-7.322305818154983e-05,-4.3716140953887416e-05,-0.00038797899315281593,0.0002043882821159003,-0.00015394539922702162,-0.00022459610622053175,-0.00023592871205034734
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
-0.0010735172459952317,4.6586875836318764e-05,0.001119332312793124,0.00013592420388271913,0.0001980801444108882,0.0001957467639486604,-0.0009154249071544048,5.500488219679771e-05,-0.00031337614321957425,-0.00024225278937591312,-0.00043446081873101377,0.00040089114766641404,0.0004985663731240963,-0.00027448541333237737,-9.362997757117227e-05
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
7.338879029615656e-05,7.296019354009787e-05,0.0003100628374300662,0.0002705758611267656,0.0003855221690217265,0.00020343521381568322,-9.89622318257346e-05,-0.0001087276404176214,-5.8230960528964706e-05,-5.686842646227017e-05,-0.0003723569131253559,0.00023285652349423457,-0.00012897985547966268,-0.00025614672371290504,-0.00023790110149511128
0.0003092496946861965,0.00010377746513125481,0.0009960776686008103,-0.00035923099751589225,0.0003948698251601568,0.0001648782979794042,-0.0001523007812487918,0.00014257887420359426,-0.0002804622539253462,0.000444562920301899,-0.0005495892264008922,0.0004646483131814417,0.00010791790528136459,3.726869878327621e-05,0.0003511480686046582
9.567985968141777e-05,0.0002043746843331052,0.00027529957186532995,0.0002361965790293069,0.00026390804167738364,0.00019114600116486858,-9.716497566979934e-05,-5.22742913523796e-05,-9.947004053260469e-05,-8.936209281444472e-05,-0.0003226792336484054,0.0002538685691214962,-0.00012358674327494443,-0.0002325441969340164,-0.00020045826957509042
-3.4100931487007674e-05,1.028113569007561e-05,0.00014351575947362983,-5.358057091606294e-05,9.580174597290893e-05,0.00022318178598083172,-5.142638883218392e-05,-0.00022646974846847855,-5.3759373969008495e-05,-0.00010504808143955343,-0.0005902131706114845,-0.00010081602521837846,-0.0005484815423039914,-0.00026382562488435664,-1.9992527722176648e-05
0.00022632702482933628,9.152157050873575e-05,0.0001564712910064464,0.0002807045512973005,0.00046456036971623585,0.0002587831368375818,2.6664482438378174e-05,-7.821489688358082e-05,-5.909814200041821e-05,3.9192465376785035e-05,-0.0004235949367467495,0.0002654044266639994,-0.00018329294362277526,-0.00011619353881995465,-0.000199303115087956
8.980184506776398e-05,0.00010298538467595856,0.0002989464557102056,0.0002660957416700309,0.00038853445849558357,0.00019506653626143498,-7.424931288636935e-05,-0.00011355877695387531,-3.866581659724996e-05,-7.672995608916418e-05,-0.0004116039430239347,0.00023208069570795114,-0.00016715568852484418,-0.00025850547894497636,-0.00021948581142539061
7.886753154251019e-05,-6.990341174357563e-06,0.00029604311460019214,0.0005985185662025763,0.000516892964126182,0.0001972585933285524,-9.919543942221015e-05,-0.0004433694262050691,0.00033012546014995586,-6.6475632088237e-05,-0.00036922900933224515,0.0004310811220180825,-0.00013234723374996895,-0.00023335524059905747,-0.0002738359619854135
0.00011640157189235854,9.7076565011004e-05,0.0003105833698729961,0.00028803313622955914,0.00038509425053716165,0.00020202600924519554,-6.170820837758304e-05,-6.979641892764832e-05,-9.088902705304928e-05,-5.36107306938022e-05,-0.00038597070357474753,0.00023341881039134205,-0.00012716657720269304,-0.00022523832839407523,-0.00021387655892475557
0.00011742130075627425,0.00010118495111678639,0.000308523060749553,0.00029275004325920296,0.00038272760408425205,0.00020118067160012888,-6.0266975102742104e-05,-6.909113163074437e-05,-9.087595428043581e-05,-5.857546671626639e-05,-0.00038495353906877405,0.00023720338802308918,-0.0001303895879259048,-0.00022886607643676362,-0.00021424521536153184
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
0.00011185594884815257,0.00011568378458956316,0.00025830094422682405,0.0003103963195729015,0.00035107177727040386,0.00020430754838299982,-9.463176946369606e-05,-0.00011489883357369048,-3.794107842884883e-05,-1.410842172199409e-05,-0.000336519164239124,0.00024936851808806694,-0.00013652470973008182,-0.0002652240661085293,-0.00023556955464524752
6.490750121822264e-05,0.0005955919112407145,0.0004931283317152817,3.181405501789244e-07,-0.00041383836832319977,0.0002990328768985972,-0.00016797419149461293,0.00047600501533051127,-0.0007358193661988738,0.00018082245345955032,-0.0002672941828301953,-7.4490229838132035e-06,0.000315689128185395,-0.0005963387156452436,-5.135853787236962e-05
9.503026404559507e-05,9.582764774491969e-05,0.0002967298855045926,0.00028428494578784875,0.00038333657106633237,0.00019266761170442582,-8.842827177380678e-05,-0.00011235788503660974,-5.43122527203922e-05,-6.647314259706344e-05,-0.0003756395417365472,0.0002239128074826744,-0.0002265370820467435,-0.0002644462105584251,-0.0002373984550987996
9.609872250424973e-05,0.00010301535266053046,0.0002918260109452329,0.0002788666479087628,0.00038421313238961,0.000197137575532687,-8.938144975098735e-05,-9.611643735527515e-05,-6.034943558700923e-05,-4.943432066473265e-05,-0.0003773788539276491,0.000230993286598975,-0.0001525871807473923,-0.00024786547645430033,-0.00022810342345492803
0.00011135545267188096,7.468559613111614e-05,0.0002970104064036478,0.0002632155193803818,0.0004117638655055391,0.00019358392243252491,-4.683554885548363e-05,-0.00012970553494751142,-2.6694998219186108e-05,-6.521254644310765e-05,-0.0003793608193035611,0.00023243635434325445,-0.00013842589855023277,-0.00023691901783933522,-0.0002838349889121644
