Component 1,Component 2,Component 3,Component 4,Component 5
0.0004311236457225885,-0.0008089156956878939,-0.00020222692221980913,0.002370152954267421,0.0002438024267903442
0.0004015904691125975,-0.00093158764156276,-0.0002828745453155808,0.003112961857480624,0.0002929450719276075
0.0004100380325612499,-0.0006984669458166981,-0.00022919526471306862,0.002750857592228639,0.00028110846682089397
0.0004642135065325323,0.003376139336242018,-0.0006110678064128793,-0.007858622906557238,0.00017575632199868632
0.0004170297015213927,-0.0008713624942211388,-0.00015530502121387417,0.003035493643489387,0.00028743247574324163
0.0004343166464718574,-0.0009076915022365282,-0.00026323607171043097,0.003071434860273552,0.00029883712232145146
0.0006836098675866888,0.001424265306352845,-0.00044702193917423673,0.0008038087303098853,0.00020695316642075108
0.0003969501654754582,-0.0009089211225687877,-0.00022060502250243033,0.0030383967636934805,0.0002882107720004238
0.00044432526853681477,-0.0012451407849210171,-0.0005474716038478722,0.0035684026311013552,0.00033433999228190726
0.00044862681941017777,-0.0010489848119626573,-0.0003967431100172279,0.0032309243972074102,0.000315679882324278
-0.002864222062362899,0.005739816804392461,-0.000512219047121918,-0.0006437137364003675,0.0001658762771713681
0.00039890408237631795,-0.0011198352536947668,-0.0004424594055918058,0.003390332219465096,0.00031964779290727396
-0.000757238026727117,-0.0009303720871960621,0.00013678635256079484,0.0019442846587521092,0.0002976052970055684
0.00041507495866252635,-0.0009101554371119766,-0.00026207503294372437,0.0030548439024325365,0.00029866059271813793
0.00041074327025350423,-0.000911969747863348,-0.00027016557818642604,0.0030793553306672646,0.000297152105176774
0.0003919094194868363,-0.0006049939608621842,-0.0003083096416027583,0.0024649060709540315,0.0002861590634997932
0.00040300973382143294,-0.0009066186506021881,-0.00025906832816974197,0.0030827906513172564,0.0003001705793928517
0.0004179178603776239,-0.0009223258725359785,-0.0002786109495835673,0.0030996089817309797,0.0002990586147431791
-0.00046657066955660214,-0.0012060971695160596,-0.0007891135466905016,-0.002139971744693989,-0.0016916250648856522
0.00040605268785316625,-0.0008890507560396093,-0.000236550087170297,0.0030181849921012186,0.0003007836503427654
0.00038014334167174856,-0.0008551079835996797,-0.0002625817208807063,0.0030831107454654567,0.00029954743345596887
0.0003825853109150061,-0.0008867216195460586,-0.00026718467343347224,0.0030929442359641152,0.00029904550999046724
0.00042941762737044696,-0.0009099323199135241,-0.00036363349459395166,0.0029954206047767447,0.0003169271259181339
0.0004266109568330589,-0.0008916696421267368,-0.00025857638510872513,0.0030670385378759133,0.00030230123185111664
0.001839889342886321,0.00670784383172662,-0.0006528548786403603,0.0014087698180030453,-0.00046086698026822514
0.0004269220376440161,-0.0009354013740273929,-0.000254643019839232,0.0030603251481194057,0.00030040169669135825
0.00041248827170187375,-0.0007991839129678387,-0.00027273267423432135,0.0029861437816041505,0.00029744924326820195
