Component 1,Component 2,Component 3,Component 4,Component 5
0.00021724502165037263,0.00021451256288490807,-9.176361317315365e-05,-0.00030817483234987265,-0.0001220569281687842
0.00021911192915907655,0.00022738762798925937,-6.113528710049843e-05,-0.0003487674222930983,-0.00010800814999680661
0.00021804012790260782,0.00024125395776098034,-0.00016708664344076477,-0.0004263687971840414,-8.025162811354731e-05
0.0002450417852350404,0.0005669373946871338,0.0001714514687263731,-0.0007055285594749642,1.9508913694243367e-05
0.00022216803715738434,0.00023579095364703416,-3.767302943494529e-05,-0.0003436247503052485,-0.0001087219263016119
0.00022385917249704556,0.00022517010180630196,-7.17838600655299e-05,-0.00035429747960680636,-0.00010450125358087018
0.00020147948269853646,0.00024358484783583567,-5.8096748185181386e-05,-0.0002738890834134057,-0.00013284753261914905
0.000221465122859211,0.00022474779136000847,-4.0579473118023524e-05,-0.0003614535137826913,-0.00010436341622769579
0.00021689431654013273,0.0002325022856999849,-6.220066909864884e-05,-0.00034666248361464044,-0.00010870148523504785
0.00021519682848975558,0.0002281140782111383,-5.483059904359212e-05,-0.00034599604519737416,-0.00011272524262882902
0.0002749438969078469,0.0009485353389725491,-9.853578485595183e-05,-7.479354940139788e-05,-0.00018646551104658555
0.0002165663846826008,0.00023364573377423003,-5.5488145884832495e-05,-0.00035761993009840795,-0.00010500120923353635
0.00021440315622155625,0.00019910286342979957,-1.1344815258094957e-05,-0.0004217812670463332,-8.309506864694387e-05
0.00020846608359058653,0.00024845379087134025,-5.703959158104967e-05,-0.00036012550290383006,-0.00010693280420242399
0.0002108134514573291,0.0002480409705458251,-5.660121558403711e-05,-0.0003561118838336967,-0.00010833254637824296
0.000217491254611817,0.0002411241629935591,-6.448587647140045e-05,-0.00031943207396862135,-0.00012186326450295373
0.0002162257912211725,0.00022404126453005733,-7.078743929729339e-05,-0.00036336736116218053,-0.00010882417429825951
0.00022328535353225402,0.0002538747112534627,-4.938147444493289e-05,-0.0003652491543759439,-0.00010234271759683444
0.00021609929246393098,0.0002164470247326698,-0.00013583922612705153,-0.0003412198289349306,-0.00011865012169698125
0.00021574363237188097,0.00021594640496494679,-4.735221795650678e-05,-0.0003547371502627208,-0.00010244605284064625
0.00022759235623579158,0.0002469626555863575,-7.010059784737245e-05,-0.000354269551269321,-0.00010518057183825315
0.00022525682306540217,0.00024923791853097293,-6.837688016716765e-05,-0.0003558161931727717,-0.00010470275383230866
0.0002069587868541294,0.00021920712198443546,-5.9682045627680564e-05,-0.00033750641063616684,-0.00011174168691389383
0.000218052863881931,0.00022563957131574948,-4.472511614477427e-05,-0.00038156420780506263,-9.900013110105409e-05
-0.00033820912552877467,0.00011920060986368746,-5.634894116235544e-05,-0.00030500779036786256,-0.0001275089035055371
0.00021383774119072306,0.0002587024414179672,-4.808899444071011e-05,-0.0003358743577665044,-0.00011026154945560327
0.00021948561843791807,0.00024706278728749034,-7.196020959876985e-05,-0.00031440468182982254,-0.00012374454175300572
0.00021403864330062485,0.00022530387939042479,-6.109671100687299e-05,-0.00037012799158073813,-0.00010525489174366439
0.0002062416445210977,0.00026713179997343026,-8.74446355969531e-05,-0.0003493144749007429,-0.00010701785344044965
0.0002223344699052455,0.0002697223829806069,-5.4274021855639845e-05,-0.00032454746819813435,-0.00011436290356379381
0.00021003588527576073,0.00022679505385966357,-9.52030534338126e-05,-0.0003401852515399615,-0.00011449001670598635
0.00022034715721410786,0.00021794848022230087,-6.107591190960354e-05,-0.00031755341335717676,-0.00011935894217381523
0.0002151355421203664,0.00023176794625391154,-8.07251706282139e-05,-0.0003574235230659382,-0.00010481665995582935
3.153811430471572e-05,-3.845805198297721e-05,1.5016469636932636e-05,-0.0004281182633350521,-9.211371495252145e-05
