Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
0.0023932443878983156,0.00016085512122265066,9.271871455425825e-05,-0.000528306326170423,0.00022916230759875136,-0.00039024718274715,0.0004743182262715967,0.000361582399561652,-0.00021425600379564974,0.0004483476689752237
0.003113201450816869,0.0005422336582039872,-2.5607758617353518e-06,-0.0006489780474530702,0.0003156810582673125,-0.0003498878368240655,0.0005338640139279766,0.00038791708850272587,-0.000253616592775622,0.0004310510991725979
0.002689517423282225,0.0005237259202293607,-9.307909986898227e-05,-0.0005296561181459728,0.0002605353168549884,-0.0003432298683355009,0.0004978103246425908,0.000369596050130913,-0.00024871126209517183,0.00044834159242292267
-0.008889713348439824,-0.0012373260037383499,-0.0012374968566637287,0.000939607206661327,0.0005722143708478312,4.9203243692862496e-05,0.0009550561304249364,-0.001250360559175672,-0.00014743004315976972,-0.00025572280356872144
0.0030044037011254694,0.0005716610233030469,-5.671669408681307e-05,-0.0006605366964351122,0.00018827285759983475,-0.0003253435677515455,0.000505041087298414,0.00036361069836283224,-0.0002614176245251551,0.0004881214330868915
0.003043637961718982,0.0005701093487443074,-1.2911661739886868e-05,-0.0006601291142830218,0.0002968759413835804,-0.0003669660005500364,0.0005257960573602893,0.00039077194035220815,-0.0002618256372010516,0.0004703753234794393
5.593158863401074e-06,0.0005641857644964018,-0.0012567051096160193,0.0003885661104153769,0.0004555695418031738,-0.0005064486005328915,0.0009227853759189509,0.0004290797643574544,-0.00016565839268603064,0.0006097259058350758
0.003017316442067776,0.0005500956049403389,8.126549555935882e-06,-0.0006453592299341044,0.00025212115580837196,-0.00033698571947242254,0.0005671734872329766,0.00038720245289503144,-0.00025640712836024534,0.0004333424370976528
0.003607090994599139,0.0005806285425051859,9.980391252481688e-05,-0.000879356716985788,0.0005838841376466071,-0.0003756589040677509,0.0005809853924559751,0.00042087147749742925,-0.0002644048662269286,0.0004935782318472363
0.003238868041239051,0.0005705276124736926,4.256856209075808e-05,-0.0007488406787070702,0.0004312955151120847,-0.00038679810451659996,0.0005561463846718364,0.00037797541000151257,-0.00026391039547003596,0.0004508716992828846
-0.00336092894147046,0.0023280897058172746,-0.004055617167353152,0.001934711898476959,0.00047392847391171833,0.004108136531393439,0.001736058067779039,0.0014687060822628248,-9.712566450243675e-05,0.0014713164099445452
0.0034154135592286425,0.0005787365082961197,4.592083365898793e-05,-0.0007967952856299044,0.0004775946393047258,-0.00036218425289359375,0.0005674069032379404,0.0004096899916772307,-0.00026288965201305865,0.00040593233658623004
0.0019962284688599457,0.0008482433714087278,-8.867390110218335e-05,-0.0009351487011996196,-9.794702663615909e-05,-0.0005656529697247393,0.0004801620423364127,0.0006391939078939742,-0.00036183498258502897,-0.002576466648123709
0.0030315859625528116,0.0005428354105043238,-2.484563850685072e-05,-0.0006771981419574739,0.00029475601461760847,-0.00033449532345851944,0.0005531035892702794,0.00037071914008204263,-0.00026153947870931126,0.00046533278054084663
0.003056381464031109,0.0005427921498451664,-3.045117497590882e-05,-0.0006784937149101313,0.00030290512533628536,-0.0003314521469777819,0.0005469595907177197,0.0003794600063997081,-0.0002589482723552781,0.0004697472620422691
0.0023760728223586373,0.0004702591674342453,-0.00011092650868753665,-0.0005030808008548651,0.00033829682559182567,-0.0003288128199145948,0.0005121025244722014,0.0003452101592375738,-0.0002468383154204522,0.00040612629383850434
0.0030608152299300556,0.0005765102150749018,-1.4193899518232618e-05,-0.0006533135145137261,0.0002923906393755791,-0.000318107407054037,0.0005320669289566279,0.0003772009940596838,-0.00026280456561213585,0.0004801274864848189
0.003076481057103352,0.0005600399385825103,-1.2476053196125995e-05,-0.000671348567673016,0.0003118285633032168,-0.0003467336015662495,0.0005415757629373898,0.0003912855097148408,-0.00026011038557456227,0.00046897658940222035
-0.001401709027244502,-0.0010402655316489211,0.0031431521740301715,0.0013673454208503843,0.0005819942118553269,-0.00014689982215181804,0.000486401536152802,0.00027467575635100065,0.0017534073282205816,-0.0007768177970823733
0.0029967470410392767,0.0005766943997961362,-1.2554330374474062e-05,-0.000639323780254067,0.0002702799794764607,-0.00034308757203898183,0.0005197266511717716,0.00037259988011278483,-0.00026691370937241397,0.0004377555213681706
0.0030451448099244453,0.0005771395970216438,-5.625986790878081e-05,-0.0006300146067912604,0.0002957547406855202,-0.0003044134226386304,0.0005413901127078393,0.000398589955242945,-0.00026209944029443563,0.00046623014326704155
0.003068302711061924,0.0005665615015680696,-3.625988891938608e-05,-0.0006438493109089255,0.0003002381107833085,-0.00030820125868031916,0.0005423291305985519,0.00038925051787972804,-0.0002610305171598183,0.0004592953888087213
0.002964778139303352,0.00037953766580829944,-9.362345747004564e-05,-0.0007602517079681966,0.00039840089422699956,-0.00037354667174397505,0.0005473266723231986,0.0004106412218777231,-0.00026922016906737314,0.00045486760519542705
0.0030395511940693627,0.0005615595897022119,-3.836225542029183e-05,-0.0006610216359876794,0.0002926333229178873,-0.0003572799740025468,0.0005224749012932566,0.0003840595803583729,-0.0002656395666260573,0.00046502365527700134
-0.0014361427405234952,0.0027769966863604354,-0.005184612896666647,0.002876680306615656,0.0005881014731414613,-0.0014615989205543046,0.0016541566713105188,0.0014375371815828336,0.0005035539778581012,0.0017336221529002107
0.0030461153082102163,0.0005405204013566947,6.130071593996932e-06,-0.0006737490973890345,0.0002883337018522578,-0.0003656360510526263,0.0005306669246895929,0.0003859697047826803,-0.000264407366088476,0.00045414534814931394
0.002923709707510388,0.0005863767224452962,-7.153377972810854e-05,-0.0006056988192649451,0.0003057532333068568,-0.0003491388535399052,0.0005344757209056459,0.000404545256717646,-0.0002601367698435957,0.0004573776611007413
0.0030350089082447876,0.00053983169314441,-3.662098249276787e-05,-0.000628764059964818,0.00029921442632515623,-0.0003687423404010318,0.0005271866121431349,0.0003652877183223867,-0.00026193929945936604,0.00042551358259906364
0.0030362071067374778,0.0005577076541456134,-2.0149437652185244e-05,-0.0006571454645965841,0.00028643387354528217,-0.00033655090164138316,0.0005063275843398677,0.0003805174844699467,-0.00026356909917508016,0.0004650633864025726
0.00298142240158202,0.0006462185201452643,-0.0002577332222820993,-0.00045428543410807844,0.00029227134685181645,-0.00038209833316858667,0.0005930866250704245,0.00041337514991942443,-0.00027043414816350626,0.0004923900858769194
0.0030306012910194776,0.0005446216598800292,-4.771403065674002e-05,-0.0006705069149454073,0.0002974938973956887,-0.0003298192727902954,0.000545811077976811,0.0003956586768017644,-0.0002641232874826468,0.0004711188207900631
0.0030502553857489428,0.0005380877687924647,-4.087433879414536e-05,-0.0006516362849518319,0.00029380016777125553,-0.0003428611644564184,0.0005537344349940918,0.00039243769273297974,-0.0002635469752413005,0.0004688729198083941
0.0030469408987306716,0.0005649689710184222,-2.3200638535703175e-05,-0.0006759630033459008,0.00029208389902462845,-0.0003394154196791346,0.0005526984227017969,0.00039337526827514847,-0.00025467188051742,0.00045294989177660787
-0.004642508619711995,-0.0003428801738054074,-0.0006045159692423676,0.0003239190651811543,0.0001988247900733126,-5.434855379812849e-05,-0.0008785513707177011,-0.0002142204941648598,4.1265486116824365e-05,-0.0007597689031839665
0.0024833997346096464,0.0005865764075220585,7.496086022542531e-07,-0.0007346715963374243,0.0002968792155082863,-0.0003570334112428491,0.0006353121529809407,7.10703909443644e-05,-0.0002248526099633557,0.0004468362237583948
0.003032795185023799,0.0005566105941669831,-2.883523201188828e-06,-0.0006763880353432725,0.00029677131519364796,-0.00033569748964939084,0.0005361631286847398,0.00037986171890919324,-0.0002538145687423157,0.00047520929809482404
0.003607090994599139,0.0005806285425051859,9.980391252481688e-05,-0.000879356716985788,0.0005838841376466071,-0.0003756589040677509,0.0005809853924559751,0.00042087147749742925,-0.0002644048662269286,0.0004935782318472363
0.003607090994599139,0.0005806285425051859,9.980391252481688e-05,-0.000879356716985788,0.0005838841376466071,-0.0003756589040677509,0.0005809853924559751,0.00042087147749742925,-0.0002644048662269286,0.0004935782318472363
0.0030080398667959108,0.0005665664611199539,-1.683719474088849e-05,-0.0006760777441731597,0.00030255649385616386,-0.0003277583171116554,0.0005331237923822435,0.00037321120728149067,-0.00026076198919055865,0.0004399320061158977
0.0030450350137036304,0.0005559116026048055,-1.606806227258641e-05,-0.000678291160314932,0.0003067977588264049,-0.0003244312285215762,0.0005313996472928668,0.00037389331967566206,-0.00026016570344737546,0.00043866887944532453
0.003027559852861986,0.0005262592275331635,-3.5366932713013385e-05,-0.000670465457451286,0.00028534547564095067,-0.00034018203099463667,0.0005246045176066142,0.00039110441252750074,-0.00026534768583859363,0.000469040686565173
0.002221726523331986,0.0005362348326108875,-0.00010795852150314232,-0.00043777219517855936,0.000390386440417488,-0.0003592259215466389,0.0005041205036568848,5.0641065815607554e-05,-0.00026369996270474264,0.00040849740154072565
0.0030285150477792405,0.0005596915187711965,-4.067088469263052e-05,-0.0006551109617418876,0.0002926904031449962,-0.00033215539518338525,0.0005485853259017496,0.00036595796496233614,-0.00026328409489236244,0.00045337517799843685
0.0032534492846857032,0.0005292251488815136,6.678000513880504e-05,-0.0007361337448105385,0.0004316472369340853,-0.0002951673728837043,0.0004722644664871045,0.0003643268061081469,-0.0002740946388673867,0.00047062058394687554
0.003073546523554061,0.00035112719575864916,0.00011567484979723768,-0.0008520149524613689,0.00015463353174265362,-0.0002789154289101337,0.00039552687419971223,0.000334156623316413,-0.00026197730820464707,0.00044122377013343963
0.0029068192311149325,0.0005289938161837574,2.1547516935743738e-05,-0.0005697910029747377,0.0003053962771036859,-0.00032687956560928974,0.0005343403196031646,0.0003739029647044315,-0.0002536345688192128,0.0004620135926317414
0.002931057723133219,0.000547076081089252,-5.2658277694057246e-05,-0.000637991310658959,0.00031041613453363823,-0.0003337222887374622,0.0005278538718788812,0.0003781108392335247,-0.0002530130697349654,0.00046647241133187584
0.0030509747383500895,0.0005490674673855859,-3.107910173949749e-05,-0.0006494310195915231,0.0002934657588557527,-0.00032815682405919975,0.0005516886181165239,0.00038005827679875494,-0.00025575169321468116,0.000470834224388208
0.003033129065885463,0.0005497069717717895,-3.519775504616307e-05,-0.0006771042539238616,0.00029510750826431585,-0.0003741861660843393,0.0005190758989478947,0.0003723764631287667,-0.00026582645776566325,0.0004374904779494893
0.003073792793418583,0.0005551815417906267,-3.148861595479575e-05,-0.0006749208907390263,0.0002938281587540963,-0.00035549933927213296,0.0005291846078814826,0.0003599658665188976,-0.00025564085184427054,0.0004530672490154119
0.003607090994599139,0.0005806285425051859,9.980391252481688e-05,-0.000879356716985788,0.0005838841376466071,-0.0003756589040677509,0.0005809853924559751,0.00042087147749742925,-0.0002644048662269286,0.0004935782318472363
0.0025801345549114284,0.00034924164326419904,6.002471901487794e-05,-0.0006583723637340575,-0.0034242268182784813,-0.0006567138444591935,-0.0021337910426366866,0.000665153718532687,-0.0004670153198689581,0.000370715877947414
0.003607090994599139,0.0005806285425051859,9.980391252481688e-05,-0.000879356716985788,0.0005838841376466071,-0.0003756589040677509,0.0005809853924559751,0.00042087147749742925,-0.0002644048662269286,0.0004935782318472363
