Minimum,Maximum,Mean,Std,IQR,Skew,Kurtosis,Q1,Q2,Slope,Amplitude,MAD,Residual Bright Faint Ratio,Median,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,KOI Name
-4.6316800117492685,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.4461400061845779,0.0,1.5165233358654954e-07,8.414065361022951,0.4448699951171875,0.5194341086963975,0.0,5.09246539,357.53594,2455190.536,0.161,3.659,254.0,0.013999999999999999,0.8851,1.17,0.052000000000000005,89.14,844.0,119.7,10.67,0.551,0.165,0.0,0.0,5037.0,4.547,-0.2,0.7509999999999999,0.727,3.648,15.175,17.1,1,225,
-139.12254333496094,21.878650665283203,-0.008000562898814678,1.2056355476379397,1.152970016002655,-25.297327041625977,2675.9666816454965,-0.5889300107955933,0.0,-2.1543710538510465e-07,80.50059509277344,0.5769199728965759,2.1192286147688377,0.0,275.07365,315.2486,2455148.249,0.595,3.37,228.9,0.013999999999999999,33.559940000000005,1.86,0.789,89.93,303.0,2.0,512.0,0.4370000000000001,0.243,0.0,0.0,5604.0,4.226,-0.12,1.187,0.8640000000000001,5.909,8.012,7.5,1,4,K01009.01
-257.68185424804693,130.88742065429688,-0.6641277074813843,15.756221771240234,3.025215029716492,-7.108926296234131,62.182273088388,-0.7926700115203857,0.06117000058293344,1.0677196646920485e-06,194.28463745117188,1.2989100217819214,25.73084790368148,0.06117000058293344,8.460438928,133.7744903,2454966.774,1.061,4.73492,76412.9,0.478,0.73874,36.62,0.075,85.68,804.0,98.6,14.087,0.299,0.306,0.0,0.0,5951.0,4.638,-1.06,0.7020000000000001,0.7959999999999999,452.526,3704.5029999999997,1797.4,1,164,K07621.01
-20.99968910217285,164.12750244140625,0.006405642721801996,1.2408252954483032,1.1842750012874603,38.589603424072266,4710.380347199782,-0.5942150056362152,0.0,-3.555470949341808e-07,92.5635986328125,0.5917800068855286,0.3848770969554782,0.0,0.53936593,131.97457,2454964.975,0.988,5.434,145.0,0.016,0.06737,9.19,0.017,12.57,5016.0,149399.93,1.012,0.314,0.304,0.0,0.0,6341.0,3.301,-0.1,5.3020000000000005,2.05,4.8469999999999995,9.076,57.6,1,1239,K06252.01
-130.61207580566406,19.01085090637207,-0.06515738368034363,3.2588281631469727,1.15139502286911,-27.7958984375,899.0886059039522,-0.5794100165367126,0.0,8.955822465898953e-08,74.81146240234375,0.575760006904602,18.666224136740087,0.0,161.78832712,214.03900000000002,2455047.039,0.267,5.31,87750.0,0.273,17.58377,36.14,0.607,89.95,375.0,4.68,289.8,0.373,0.28300000000000003,0.0,0.0,6018.0,4.327,0.18,1.212,1.1420000000000001,341.666,806.993,704.5,1,9,
-11.253789901733398,91.72551727294922,0.020958025008440014,1.0522266626358032,1.174905002117157,10.299982070922852,838.7451476812025,-0.5839050114154816,0.0,-2.7360990022051966e-07,51.48965454101562,0.586899995803833,0.5546244550253371,0.0,9.93146307,136.49128000000002,2454969.491,0.037000000000000005,5.678,398.6,0.018000000000000002,0.48317,2.41,0.091,89.84,931.0,177.83,13.607000000000001,0.419,0.256,0.0,0.0,5782.0,4.28,0.16,1.22,1.035,4.53,22.901,26.2,2,137,
-12.001910209655762,89.46190643310547,0.009220021776854992,1.0883966684341428,1.173080027103424,13.70647144317627,1057.0824826800972,-0.5938700139522552,0.0,-1.8687053674086353e-07,50.73190689086914,0.5864999890327454,0.5150089360013114,0.0,1.5926331809999998,133.9243804,2454966.924,0.003,5.5605,633.1,0.022000000000000002,0.09265,1.56,0.023,89.93,1053.0,290.51,2.316,0.6659999999999999,0.077,0.0,0.0,4506.0,4.626,-0.2,0.6509999999999999,0.654,4.184,25.79300000000001,66.9,1,846,K04162.01
0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5926341609999999,132.328769,2454965.329,0.877,8.9488,155156.0,0.519,0.06389,100.2,0.028999999999999998,64.63,2255.0,6128.09,2.046,0.293,0.31,0.0,0.0,6574.0,4.061,-0.22,1.768,1.317,532.246,3630.369,1207.6,1,389,
-4.755259990692139,17.135780334472653,0.0013909972039982677,0.5676722526550293,0.0,1.1616441011428833,35.11824595194878,0.0,0.0,8.181948389379808e-09,10.945520401000977,0.0,0.16812357213184806,0.0,2.2227289,131.895,2454964.895,0.254,2.617,279.1,0.015,1.00737,34.14,0.051,87.73,4454.0,93172.12,6.41,0.547,0.17800000000000002,0.0,0.0,4996.0,2.354,0.07,20.848000000000006,3.5839999999999996,4.73,13.497,10.5,1,208,
-97.62345123291016,61.54471969604492,-0.5982663035392761,9.391440391540527,1.6087850332260132,-5.3905181884765625,40.88179563641678,-1.0412750244140625,-0.06537999957799911,2.484278662349733e-06,79.5840835571289,0.8209600448608398,7.964958434138937,-0.06537999957799911,14.022451457,177.5952096,2455010.595,0.18899999999999997,8.08619,20082.9,0.13,0.31051999999999996,14.93,0.114,89.27,810.0,101.92,14.777999999999999,0.35100000000000003,0.289,0.0,0.0,6061.0,4.401,-0.14,1.05,1.012,344.358,2487.494,2707.7,1,100,K00998.01
-54.21464157104492,34.107688903808594,-0.3041858375072479,4.5965657234191895,1.17815500497818,-5.102423191070557,33.2066618268488,-0.2554700076580048,0.0,-5.89026828559025e-06,44.16116333007813,0.5983999967575073,21.701245335282074,0.0,2.252417903,132.436339,2454965.4359999998,1.198,1.9767,32296.0,0.456,1.46,27.09,0.027000000000000003,80.57,782.0,88.43000000000002,7.32,0.424,0.289,0.0,0.0,3979.0,4.699,-0.26,0.544,0.539,68.88,898.2410000000001,129.5,1,1007,K00992.01
-4.65772008895874,10.09434986114502,0.01026067603379488,0.9779437780380248,1.1746250092983246,0.2818200886249542,1.6215914378411664,-0.5913049876689911,0.0,-9.765232598198047e-08,7.376034736633301,0.5874900221824646,0.726219893815632,0.0,21.85362905,144.32031,2454977.32,0.6759999999999999,3.4389999999999996,355.6,0.018000000000000002,2.00195,1.75,0.151,88.95,618.0,34.57,37.0,0.39299999999999996,0.268,0.0,0.0,5830.0,4.54,-0.14,0.8759999999999999,0.97,4.4639999999999995,19.609,23.0,3,60,
-5.137629985809326,7.876140117645264,0.011002674698829651,0.965479612350464,1.1394100189208984,0.28735533356666565,1.6343465243089828,-0.5721400082111359,0.0,-1.0909829561092663e-07,6.506885051727295,0.569350004196167,0.6926696296941237,0.0,13.0607936,137.63148,2454970.631,0.718,3.215,236.6,0.015,1.22851,1.45,0.107,88.16,734.0,68.66,22.29,0.39299999999999996,0.268,0.0,0.0,5830.0,4.54,-0.14,0.8759999999999999,0.97,4.243,16.737000000000002,19.4,3,101,K00982.01
-4.694890022277832,6.943379878997803,0.013742940500378607,0.94497811794281,1.069174975156784,0.2888621687889099,1.6335138974118504,-0.5353399813175201,0.0,-8.495356684586225e-08,5.819134712219237,0.534529983997345,0.6395268945510912,0.0,86.723653,195.3511,2455028.351,0.662,4.852,241.0,0.015,2.9203799999999998,1.43,0.38,89.64,391.0,5.5,105.1,0.39299999999999996,0.268,0.0,0.0,5830.0,4.54,-0.14,0.8759999999999999,0.97,3.949,7.676,9.4,3,16,K03924.01
-76.16676330566406,12.286040306091307,0.0011630080407485366,1.2088402509689329,1.1687349975109098,-15.298375129699707,809.7479492400622,-0.5989499986171722,0.0,2.311418623746819e-07,44.22640228271485,0.5847200155258179,1.3798178691682643,0.0,569.934135,248.94045,2455081.94,0.919,4.1904,18904.0,0.174,25.414189999999998,38.98,1.317,89.93,296.0,1.81,759.0,0.45299999999999996,0.233,0.0,0.0,5367.0,3.783,-0.46,2.057,0.935,154.567,164.416,66.7,1,3,K07623.01
-6.018330097198486,18.462799072265625,0.011946113780140877,0.9735195636749268,1.157564997673035,0.3923780918121338,3.7609910375332247,-0.5782999992370605,0.0,1.592166362358366e-07,12.240564346313475,0.5788900256156921,0.7174642260093582,0.0,1.975208831,131.63127,2454964.631,0.5589999999999999,1.5130000000000001,76.3,0.008,2.87132,1.59,0.033,86.18,2064.0,4299.89,8.4,0.293,0.31,0.0,0.0,6401.0,4.029,-0.2,1.744,1.185,3.07,13.105,15.1,1,676,K00362.01
-10.17549991607666,26.74225997924805,-0.004436253570020199,0.9809738993644714,1.1650499701499941,0.5625806450843811,9.929624582499304,-0.6015699803829193,0.0,-4.7064456863248775e-08,18.458879470825195,0.5837799906730652,1.056793300853219,0.0,5.79179934,133.35814,2454966.358,0.8959999999999999,3.4739999999999998,118.5,0.012,0.12599000000000002,1.69,0.065,81.51,1222.0,528.14,6.07,0.32,0.305,0.0,0.0,6174.0,4.244,0.02,1.318,1.109,4.083,13.564,17.7,2,233,
-4.848730087280273,50.172340393066406,0.0134500777348876,0.9169356822967528,0.879240021109581,2.5702152252197266,127.39021888759312,-0.4399000108242035,0.0,2.4085084509144513e-07,27.510536193847656,0.4396699965000153,0.5055108521630433,0.0,7.40742502,355.49652000000015,2455188.497,0.03,3.675,442.0,0.019,1.33381,2.01,0.07400000000000001,89.89,938.0,183.15,15.698,0.35100000000000003,0.289,0.0,0.0,5922.0,4.474,-0.08,0.961,1.002,3.987,19.42,23.1,1,151,K03658.01
-95.90216827392578,38.924888610839844,-0.1807852238416672,8.620306968688965,0.0,-5.010718822479248,38.17718183757075,0.0,0.0,-1.8462306101842065e-06,67.41352844238281,0.0,14.598053604504251,0.0,2.96384168,134.119473,2454967.119,1.0590000000000002,5.4768,35652.8,0.34600000000000003,0.10239,43.7,0.042,73.0,1406.0,925.63,3.62,0.366,0.284,0.0,0.0,6095.0,4.371,0.14,1.158,1.1540000000000001,229.50400000000002,2278.632,607.5,1,241,
-12.25133991241455,10.321359634399414,0.00945034809410572,0.9683984518051147,1.1594999730587006,0.22088155150413516,2.1911370365624823,-0.5810149908065796,0.0,-1.3632096496023527e-07,11.28635025024414,0.5798500180244446,0.7445973791181277,0.0,6.12601169,134.83637,2454967.836,0.42200000000000004,1.733,40.2,0.006,7.57688,0.83,0.062,89.02,1141.0,400.49,24.7,0.3720000000000001,0.27899999999999997,0.0,0.0,5679.0,4.146,-0.3,1.286,0.8440000000000001,3.522,7.285,7.0,1,218,
-3.772969961166382,102.13329315185548,0.012545689940452577,1.0524452924728394,1.1731249690055847,13.150778770446776,1243.5962324171865,-0.593209981918335,0.0,-4.3646891046965696e-08,52.95313262939453,0.5864099860191345,0.5474165876080294,0.0,43.142257,132.3007,2454965.301,1.179,61.73,283.2,0.196,4e-05,37.88,0.265,41.66,706.0,58.68,1.579,0.324,0.305,0.0,0.0,6198.0,4.069,0.14,1.7690000000000001,1.338,3.835,8.607999999999999,30.5,1,34,
-6.0609498023986825,13.227689743041992,0.002050769282504916,0.9794747233390808,1.1778349876403809,0.19473716616630554,1.5830463907085113,-0.5938349962234497,0.0,-3.739223094436866e-08,9.644319534301758,0.5891000032424927,0.7566701559039611,0.0,40.8065333,155.71586000000005,2454988.716,0.016,13.135,313.9,0.016,0.15947,3.71,0.264,89.96,772.0,83.75,24.123,0.32799999999999996,0.306,0.0,0.0,6207.0,3.963,0.24,2.097,1.472,8.064,31.338,54.8,2,34,K00993.01
-6.041110038757324,13.532690048217773,0.00926631223410368,0.9574403166770936,1.1104549765586853,0.2064540684223175,1.830147839801178,-0.5533649921417236,0.0,-1.0313000966452759e-07,9.78689956665039,0.5550699830055237,0.6966346844085677,0.0,140.10765,216.21749,2455049.2169999997,0.019,18.503,266.8,0.015,0.19495,3.42,0.601,89.98,511.0,16.17,58.7,0.32799999999999996,0.306,0.0,0.0,6207.0,3.963,0.24,2.097,1.472,6.421,14.671,29.0,2,9,K00993.02
-26.68625068664551,7.049880027770996,-0.0327569842338562,1.00882089138031,0.0,-12.590848922729492,214.65844261972507,0.0,0.0,-2.38400319580302e-06,16.868064880371097,0.0,70.53484936353246,0.0,3.290304098,131.90944,2454964.909,0.09,1.7215,13552.6,0.105,7.28769,4.91,0.033,89.68,540.0,20.06,16.097,0.456,0.282,0.0,0.0,3386.0,4.81,0.48,0.4270000000000001,0.43,40.06,234.088,220.5,1,85,K00993.03
-5.952040195465088,12.644379615783693,0.015178374014794828,0.9781628847122192,1.1622099876403809,0.3445557355880737,2.3203417268508675,-0.5784099996089935,0.0,-3.7345168593006846e-07,9.298210144042967,0.5811100006103516,0.706942986992785,0.0,19.940121100000002,142.34849,2454975.348,0.862,4.283,758.9,0.028999999999999998,0.3806,2.42,0.136,87.53,588.0,28.29,20.0,0.39799999999999996,0.267,0.0,0.0,5623.0,4.596,-0.4,0.763,0.853,4.217,15.501,18.0,1,67,
-4.770500183105469,16.437309265136722,0.02022342570126057,0.9779007434844972,1.1704599857330322,0.3633782863616944,2.5693662671950674,-0.5792399942874908,0.0,-1.7502391905970875e-07,10.603904724121094,0.5853899717330933,0.7010073875502444,0.0,462.12069,307.6255,2455140.626,0.002,10.42,633.7,0.023,3.69085,2.46,1.127,90.0,249.0,0.91,346.7,0.324,0.298,0.0,0.0,6079.0,4.4110000000000005,-0.5,0.9740000000000001,0.892,5.9179999999999975,7.7620000000000005,9.9,1,3,
