Minimum,Maximum,Mean,Std,IQR,Skew,Kurtosis,Q1,Q2,Slope,Amplitude,MAD,Residual Bright Faint Ratio,Median,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,TCE Planet Number,KOI Name
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,62.81584402,151.47691,2454984.477,1.31,2.6901,1688.4,0.354,1.09355,57.62,0.344,88.77,582.0,27.14,61.1,0.344,0.308,0.0,0.0,6340.0,4.23,0.48,1.492,1.379,27.444000000000006,92.929,54.6,1,23,1,K07555.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,1.559360638,132.53955,2454965.54,0.647,5.4458,280066.0,0.58,0.2869,94.2,0.028,78.79,2234.0,5905.62,3.329,0.261,0.317,0.0,0.0,7002.0,4.1930000000000005,-0.4,1.4880000000000002,1.261,273.10400000000004,1836.587,419.9,1,115,1,K07714.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,0.57627248,132.0811,2454965.081,,1.75,,,0.00298,,,,,31519.61,,,,,,,,,,,4.224,8.519,,1,2338,1,K01544.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,354.7897,434.394,2455267.394,0.449,12.62,81.0,0.008,1.09661,0.47,0.7959999999999999,89.87,134.0,0.08,194.0,0.422,0.304,0.0,0.0,3778.0,4.742,0.0,0.515,0.5329999999999999,9.359,10.831,9.2,1,4,1,K02041.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,0.54028956,131.85133000000002,2454964.851,1.181,3.619,293.5,0.198,0.1147,21.45,0.013,12.6,2279.0,6356.72,1.21,0.366,0.284,0.0,0.0,5997.0,4.4830000000000005,0.07,0.993,1.093,4.002,19.121,58.4,1,2465,1,K06496.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,1.6037058000000002,131.9529,2454964.953,0.7290000000000001,9.067,32.8,0.006,0.0147,1.54,0.032,54.63,2492.0,9138.09,1.26,0.305,0.328,0.0,0.0,6400.0,3.877,0.56,2.512,1.732,3.646,13.265,22.4,1,834,1,K06498.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,1.731079436,134.77976999999998,2454967.78,1.404,1.8419,11974.0,0.5379999999999999,0.66955,56.05,0.029,72.75,1541.0,1332.5,4.73,0.35100000000000003,0.289,0.0,0.0,6045.0,4.494,-0.12,0.955,1.038,32.851,302.623,36.2,1,759,1,K08252.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,0.56493412,131.7871403,2454964.787,0.691,2.57621,252639.0,0.573,1.05015,33.4,0.011,74.63,1458.0,1071.88,2.607,0.423,0.275,0.0,0.0,4748.0,4.729,-1.26,0.534,0.556,692.441,10405.198,1361.5,1,2012,1,K06499.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,0.56493398,131.787277,2454964.787,1.26,2.4385,2067.0,0.311,0.1737,30.51,0.012,28.32,2206.0,5609.14,1.431,0.35600000000000004,0.28600000000000003,0.0,0.0,5808.0,4.402,-0.72,0.898,0.743,31.158,241.963,166.0,1,1187,1,K04280.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,1.022678654,133.45422,2454966.454,0.019,1.3712,129.2,0.01,3.5012,1.14,0.019,89.81,1734.0,2138.47,5.785,0.526,0.18600000000000005,0.0,0.0,5366.0,4.363,0.16,1.02,0.875,4.416,18.101,21.6,1,1306,1,
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,2.313367981,133.1999763,2454966.2,1.247,2.42645,13437.5,0.402,0.40138,33.55,0.032,75.07,1180.0,458.02,4.842,0.421,0.252,0.0,0.0,5508.0,4.598,-0.3,0.764,0.855,169.52900000000002,2563.292,733.6,1,578,1,
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,27.807566215999998,186.713552,2455019.714,0.782,4.21587,25391.1,0.161,1.98053,13.84,0.171,88.96,554.0,22.24,43.26,0.35600000000000004,0.28600000000000003,0.0,0.0,5862.0,4.584,-0.52,0.785,0.865,184.163,739.8860000000002,748.1,1,50,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,4.6035752930000005,171.840124,2455004.84,0.246,2.3499,440.4,0.019,2.8988400000000003,1.51,0.05,89.05,810.0,101.65,14.81,0.638,0.102,0.0,0.0,4783.0,4.602,0.18,0.741,0.805,10.378,84.007,79.7,1,291,1,K06501.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,76.01811375,139.943296,2454972.943,0.7879999999999999,13.4849,80671.0,0.308,0.29761,63.58,0.389,89.0,652.0,42.65,44.965,0.271,0.318,0.0,0.0,6703.0,4.018,-0.26,1.892,1.365,537.099,1858.322,604.3,1,19,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,1.303858554,131.606872,2454964.607,0.928,4.36797,126636.0,0.5,0.27848,73.29,0.024,71.49,2080.0,4438.11,2.925,0.315,0.302,0.0,0.0,6282.0,4.207,-0.24,1.3430000000000002,1.057,288.454,3417.274000000001,904.0,1,479,1,K06124.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,1.303861044,134.212059,2454967.212,1.258,4.0541,598.2,0.28300000000000003,0.03107,27.85,0.022,26.7,1610.0,1595.19,1.408,0.386,0.271,0.0,0.0,5758.0,4.475,-0.24,0.902,0.887,11.452,51.95,140.6,1,1027,1,K00406.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,1.303859704,134.21201000000002,2454967.212,0.674,2.8239,36.7,0.006,0.23184,0.98,0.024,75.81,2393.0,7759.2,2.752,0.277,0.309,0.0,0.0,6802.0,4.103,-0.68,1.521,1.069,5.069,21.982,34.7,1,1028,1,K04080.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,550.86514,307.6878,2455140.688,0.027000000000000003,14.548,346.5,0.017,1.5852,2.06,1.34,89.99,238.0,0.76,294.1,0.366,0.284,0.0,0.0,5912.0,4.367,0.1,1.115,1.056,8.361,12.134,20.8,1,3,1,K06502.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,495.71095,450.0348,2455283.035,0.718,4.5139999999999985,443.1,0.021,17.385479999999998,4.41,1.279,89.93,330.0,2.8,609.0,0.343,0.292,0.0,0.0,6054.0,3.911,-0.22,1.953,1.135,5.291,7.565,8.5,1,3,1,K06503.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,24.30784323,178.36629,2455011.366,0.425,2.6054,677.1,0.024,9.3691,2.14,0.159,89.63,532.0,18.87,66.4,0.517,0.191,0.0,0.0,5313.0,4.5710000000000015,0.12,0.82,0.913,13.286,68.078,35.6,1,55,1,K03718.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,0.643171495,131.8893076,2454964.889,1.214,2.31285,41160.0,0.5,0.5509,54.03,0.014,58.03,2193.0,5486.36,2.292,0.334,0.29600000000000004,0.0,0.0,5899.0,4.387,-0.38,0.989,0.8690000000000001,159.909,1854.598,641.4,1,1614,1,K06504.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,89.7224125,163.15815,2454996.1580000003,0.742,10.963,263.7,0.016,0.19195,2.21,0.394,89.02,508.0,15.69,43.4,0.292,0.302,0.0,0.0,6429.0,4.2410000000000005,-0.46,1.262,1.011,7.402,18.859,25.6,2,13,2,K02437.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,101.1107014,215.5204,2455048.52,0.046,8.029,878.1,0.026,1.77604,1.61,0.355,89.97,229.0,0.65,98.64,0.622,0.117,0.0,0.0,4133.0,4.705,-0.3,0.561,0.578,7.301,15.704,24.1,1,10,1,K05998.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,14.086776960999998,140.287018,2454973.287,0.603,10.1279,106837.0,0.318,0.18538,65.6,0.131,87.23,1197.0,485.09,12.482,0.239,0.334,0.0,0.0,7138.0,4.062,-0.12,1.89,1.5,184.69,1043.398,1856.9,1,94,1,K05121.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,14.763914499999998,133.532,2454966.532,0.016,3.14,162.5,0.012,4.1649699999999985,0.93,0.11,89.97,632.0,37.74,36.3,0.398,0.267,0.0,0.0,5541.0,4.613,-0.46,0.733,0.82,3.509,7.3370000000000015,7.7,1,93,1,K02546.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,406.45737,230.8834,2455063.883,0.428,9.554,284.2,0.016,3.073,1.96,1.109,89.92,278.0,1.42,299.0,0.324,0.303,0.0,0.0,6217.0,4.364,-0.02,1.141,1.095,6.674,8.937000000000003,12.7,1,3,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,0.933745798,131.52118000000002,2454964.521,0.961,6.447,613.8,0.029,0.02654,3.45,0.019,26.09,2097.0,4570.22,1.069,0.319,0.302,0.0,0.0,6367.0,4.419,-0.14,1.087,1.131,24.3,43.467,75.3,1,1441,1,K06125.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,0.865759153,131.57771,2454964.578,0.38,0.8408,191.6,0.013,10.29519,1.53,0.018000000000000002,87.06,2100.0,4616.69,7.42,0.324,0.303,0.0,0.0,6249.0,4.428,-0.04,1.0759999999999998,1.13,4.333,13.448,18.7,1,1308,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,19.741616041,136.446922,2454969.447,1.04,3.07231,88821.5,0.4970000000000001,7.1654,82.98,0.156,88.87,902.0,156.6,52.85,0.295,0.313,0.0,0.0,6535.0,4.183,0.0,1.529,1.301,2096.916,8271.681999999999,2153.0,1,68,1,K04354.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,260.02265,329.8262,2455162.826,0.8420000000000001,12.009,2060.7,0.047,0.30515,3.13,0.6920000000000001,89.53,217.0,0.53,102.9,0.389,0.279,0.0,0.0,5250.0,4.684,-1.02,0.608,0.65,8.621,11.024,25.7,1,5,6,K02795.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,23.20579353,180.7628,2455013.7630000003,0.059,4.3243,342.5,0.017,2.53079,5.86,0.187,89.92,1002.0,238.21,41.61,0.479,0.226,0.0,0.0,5460.0,3.626,0.42,3.2310000000000003,1.609,7.477,35.206,46.9,1,58,1,K04085.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,0.909314811,131.72281,2454964.723,0.722,2.2053,40.5,0.006,0.30051,0.99,0.019,72.19,2503.0,9311.68,2.36,0.289,0.31,0.0,0.0,6508.0,4.163,-0.3,1.4469999999999998,1.111,3.793,8.602,30.2,1,1474,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,1.872620976,132.727701,2454965.728,1.242,1.7626,1530.6,0.287,0.14415999999999998,31.43,0.03,65.44,1550.0,1362.23,2.99,0.345,0.292,0.0,0.0,6031.0,4.427,-0.2,1.004,0.983,10.234,92.825,181.9,1,709,1,K06507.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,0.88184263,131.68868999999998,2454964.689,0.454,1.3117,249.9,0.015,2.5447,1.24,0.017,84.47,1564.0,1419.46,4.71,0.4970000000000001,0.204,0.0,0.0,5268.0,4.5939999999999985,-0.06,0.7759999999999999,0.871,3.674,16.163,21.2,1,1287,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,0.936751792,132.2026,2454965.203,0.991,5.658,26.4,0.006999999999999999,0.02296,2.07,0.024,13.9,3814.0,50168.18,1.021,0.237,0.33,0.0,0.0,7843.0,3.829,0.07,2.909,2.081,3.526,14.389,23.0,2,1439,1,K04211.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,17.527826808,144.5700534,2454977.57,0.5670000000000001,5.78491,347519.0,0.617,2.65836,49.36,0.12,89.07,554.0,22.31,35.081,0.551,0.165,0.0,0.0,5079.0,4.579,-0.24,0.732,0.741,10706.028,35910.473,2450.1,1,0,1,K04211.02
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,356.535835,433.62066,2455266.621,1.281,5.4670000000000005,3113.0,0.345,1.28518,28.27,0.8740000000000001,89.64,220.0,0.55,205.0,0.398,0.267,0.0,0.0,5385.0,4.532,-0.58,0.75,0.698,19.007,26.491,25.7,1,7,1,K06508.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,178.26802035,255.351351,2455088.351,1.135,5.86461,45753.9,0.448,5.43552,34.07,0.542,89.69,256.0,1.02,209.01,0.454,0.234,0.0,0.0,5126.0,4.578,-0.54,0.696,0.6679999999999999,466.247,1105.547,961.4,1,8,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,273.6857427,350.8515700000001,2455183.852,1.006,8.3881,15350.5,0.206,1.15165,37.15,0.87,89.65,367.0,4.27,165.8,0.359,0.289,0.0,0.0,6033.0,4.0710000000000015,0.1,1.65,1.17,100.026,178.618,202.3,1,4,1,K06509.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,17.745456135,137.697754,2454970.6980000003,1.0490000000000002,4.0678,80258.0,0.48,2.53179,116.14,0.142,88.27,1106.0,353.47,34.8,0.307,0.3,0.0,0.0,6337.0,3.826,-0.42,2.216,1.2,305.371,1348.2820000000004,272.2,1,39,1,K01843.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,22.44620704,149.1595,2454982.16,1.256,7.5491,1626.8,0.3,0.01729,58.2,0.16,80.64,894.0,150.81,7.72,0.335,0.295,0.0,0.0,6070.0,3.969,-0.26,1.777,1.074,56.924,183.553,138.8,1,60,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,27.467217305,143.6727101,2454976.673,1.0759999999999998,4.17961,71766.5,0.48,3.32412,38.87,0.158,88.79,527.0,18.22,50.99,0.398,0.267,0.0,0.0,5503.0,4.5360000000000005,-0.74,0.742,0.69,1142.371,5153.021,1986.1,1,50,1,K06510.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,15.45158184,142.21096,2454975.211,0.636,2.406,85.3,0.009000000000000001,4.49762,2.02,0.15,89.05,1285.0,643.83,38.4,0.238,0.332,0.0,0.0,7839.0,4.08,0.21,2.069,1.878,6.8020000000000005,19.153,21.0,1,90,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,25.836831271999998,137.3641956,2454970.364,0.899,6.32201,145045.0,0.518,1.57859,50.72,0.16399999999999998,88.65,587.0,28.08,38.191,0.386,0.271,0.0,0.0,5691.0,4.477,-0.2,0.897,0.8809999999999999,2204.956,7536.014,3016.9,1,53,1,K04202.01
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,3.06026014,132.762,2454965.762,0.675,2.545,59.9,0.008,0.6672399999999999,0.83,0.041,84.39,1284.0,642.0599999999997,6.91,0.359,0.287,0.0,0.0,5878.0,4.426,-0.04,1.01,0.993,3.477,9.113,10.1,1,436,1,K00161.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,1.78526527,133.1265,2454966.126,1.262,6.2233,1733.1,0.307,0.01919,41.19,0.031,31.38,1815.0,2563.99,1.479,0.295,0.31,0.0,0.0,6505.0,4.342,-0.06,1.228,1.211,17.986,91.085,123.1,1,52,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,2.765621941,133.680095,2454966.68,1.262,2.3191,8342.2,0.381,0.36216,34.42,0.037000000000000005,76.15,1134.0,391.86,5.271,0.442,0.24,0.0,0.0,5423.0,4.542,-0.06,0.828,0.872,43.105,267.349,173.2,1,473,1,K00282.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,0.94895231,131.85772,2454964.858,0.738,3.952,57.7,0.008,0.07303,2.51,0.022,60.85,3464.0,33931.93,1.515,0.271,0.322,0.0,0.0,6661.0,3.666,-0.18,3.067,1.589,3.293,7.16,18.1,1,377,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,20.172024672,141.209182,2454974.2090000003,0.334,3.1488,5368.1,0.066,5.6550699999999985,6.24,0.135,89.61,564.0,24.0,49.55,0.5820000000000001,0.145,0.0,0.0,5064.0,4.474,0.18,0.8640000000000001,0.8109999999999999,37.63800000000001,198.622,226.8,2,65,1,K00282.03
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,7.51854537,132.53078,2454965.531,0.13,2.845,286.7,0.015,2.8135,1.42,0.07,89.63,784.0,89.41,20.33,0.5820000000000001,0.145,0.0,0.0,5064.0,4.474,0.18,0.8640000000000001,0.8109999999999999,4.017,14.684,19.4,2,173,2,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,3.364425589,131.66843,2454964.668,1.597,1.3261,4843.0,0.672,1.53737,56.83,0.042,80.55,1106.0,352.97,9.73,0.35600000000000004,0.28600000000000003,0.0,0.0,5813.0,4.589,-0.52,0.775,0.855,14.293,144.25,32.0,1,393,1,K00636.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,3.664964374,134.152879,2454967.153,0.552,3.9058,90827.0,0.287,0.8295600000000001,30.98,0.045,86.22,1184.0,464.89,8.383,0.393,0.268,0.0,0.0,5726.0,4.4030000000000005,-0.14,0.987,0.899,282.138,2717.941,437.8,1,251,1,
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,6.3991013070000005,134.702264,2454967.702,1.039,4.7439,83326.0,0.48,0.60307,51.77,0.069,84.55,1042.0,279.38,10.929,0.315,0.303,0.0,0.0,6233.0,4.472,-0.24,0.988,1.054,296.797,1948.8,154.4,1,163,1,
-4.631680011749268,12.196450233459473,0.01684788055717945,0.9041205644607544,0.8890550136566162,0.4216086268424988,3.092182092518483,-0.44614000618457794,0.0,1.5165233358654954e-07,8.41406536102295,0.4448699951171875,0.5194340944290161,0.0,6.3991071360000005,134.70163630000002,2454967.702,0.245,5.21981,376769.0,0.579,1.45002,59.15,0.064,89.04,1031.0,266.9,14.642,0.303,0.303,0.0,0.0,6133.0,4.435,-0.64,0.935,0.868,3658.365,20957.074,4322.4,1,0,1,K06515.01
-41.32081985473633,16.88882064819336,-0.025521498173475266,2.0483694076538086,1.2391250133514404,-7.644903182983398,89.14902688662545,-0.5389699935913086,0.0,1.9230386593601287e-07,29.104820251464844,0.6202600002288818,5.932857990264893,0.0,49.7700907,159.98658,2454992.987,0.655,10.065,3529.2,0.057,0.2356,5.12,0.256,88.8,455.0,10.16,31.4,0.373,0.279,0.0,0.0,5774.0,4.567,-0.3,0.818,0.907,25.895,88.69,109.8,1,21,1,
