Minimum,Maximum,Mean,Std,IQR,Skew,Kurtosis,Q1,Q2,Slope,Amplitude,MAD,Residual Bright Faint Ratio,Median,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,Time err1,Time err2,Period err1,Period err2,Depth err1,Depth err2,Duration err1,Duration err2,Impact Parameter err1,Impact Parameter err2,r/R err1,r/R err2,a/R err1,a/R err2,Planet Radius err1,Planet Radius err2,Teff err1,Teff err2,log(g) err1,log(g) err2,Metallicity err1,Metallicity err2,Stellar Radius err1,Stellar Radius err2,Stellar Mass err2,Stellar Mass err1,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density err1,Fitted Stellar Density err2,KOI Name
-3.8214800357818604,8.131230354309082,0.005027607548981905,0.8222453594207764,0.5580000132322311,0.2513412833213806,2.600039135755126,-0.2851850092411041,0.0,7.241939140152649e-09,5.976355075836182,0.27818000316619873,0.4297129511833191,0.0,359.04147,274.206,2455107.206,1.28,14.04,3658.0,0.35700000000000004,0.09831000000000001,27.1,0.873,89.16,181.0,0.25,87.5,0.674,0.07200000000000001,0.0,0.0,4596.0,4.59,-0.06,0.696,0.688,8.607999999999999,11.84,11.2,1,3,0.047,-0.047,0.021,-0.021,394.0,-394.0,1.5,-1.5,6.9129999999999985,-0.118,6.89,-0.103,43.7,-43.7,1.94,-2.5,161.0,-161.0,0.052000000000000005,-0.028,0.3,-0.3,0.05,-0.064,-0.056,0.07400000000000001,0.08,-0.07,1.12814,-0.05086,K06323.01
0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.52363021,131.7669254,2454964.767,0.5489999999999999,3.45121,367102.0,0.642,0.64852,52.26,0.011,74.92,1940.0,3324.98,2.11,0.398,0.267,0.0,0.0,5407.0,4.535,-0.62,0.745,0.6940000000000001,478.449,8814.739,1948.2,1,2561,3.96e-05,-3.96e-05,2.5e-08,-2.5e-08,245.0,-245.0,0.004,-0.004,0.011,-0.015,0.006999999999999999,-0.006,0.022,-0.022,6.81,-6.17,160.0,-144.0,0.099,-0.081,0.35,-0.3,0.097,-0.08800000000000001,-0.039,0.09,1447.67,-1003.77,0.006690000000000001,-0.0075099999999999984,K03247.01
-8.336509704589844,20.7614803314209,-0.02108185924589634,1.117317795753479,1.1739250123500824,-0.1490701287984848,9.24090983228426,-0.5633050203323364,0.0,2.38976686723726e-08,14.548995018005371,0.5881500244140625,1.5777384042739868,0.0,0.7410572129999999,131.947273,2454964.947,1.26,1.05299,1996.3,0.315,0.4729100000000001,26.67,0.015,58.26,1730.0,2128.29,2.39,0.434,0.243,0.0,0.0,5496.0,4.592,-0.24,0.7759999999999999,0.8690000000000001,5.426,48.945,251.9,1,1805,0.000127,-0.000127,1.16e-07,-1.16e-07,10.7,-10.7,0.009000000000000001,-0.009000000000000001,0.88,-0.152,0.867,-0.14300000000000002,1.0,-1.0,5.23,-2.23,166.0,-149.0,0.038,-0.12,0.3,-0.3,0.152,-0.065,-0.102,0.07400000000000001,1300.15,-527.62,0.62148,-0.055470000000000005,K02740.01
-8.528610229492188,11.358530044555664,0.00041915345354937017,0.9788386225700378,1.1662049889564514,0.22409465909004211,2.7191355002735262,-0.5886949896812439,0.0,3.075684315389727e-08,9.943570137023926,0.5841100215911865,0.7546100616455078,0.0,2.69787749,133.65962,2454966.66,0.53,1.915,116.8,0.01,2.07822,1.5,0.036000000000000004,86.73,1512.0,1235.14,9.28,0.429,0.247,0.0,0.0,5609.0,4.114,-0.22,1.348,0.862,4.881,23.348000000000006,8.3,1,494,0.009000000000000001,-0.009000000000000001,2.815e-05,-2.815e-05,18.2,-18.2,0.326,-0.326,0.438,-0.319,0.000647,-0.001,4.3,-4.3,0.46,-0.57,167.0,-150.0,0.413,-0.177,0.3,-0.25,0.415,-0.508,-0.08,0.11,1140.64,-804.8099999999997,1.92593,-2.01622,K04275.01
-6.795470237731934,32.671260833740234,0.007563071791082621,0.9725486040115356,1.1545000076293945,0.884672999382019,21.407730232394332,-0.5799599885940552,0.0,-1.2529440656698672e-08,19.733366012573242,0.5775899887084961,0.7161977887153625,0.0,0.91849333,131.8481,2454964.848,0.276,2.399,58.7,0.006999999999999999,0.54792,0.93,0.02,84.54,2205.0,5576.7,2.902,0.3,0.314,0.0,0.0,6469.0,4.385,0.07,1.193,1.26,3.833,9.04,13.0,1,1459,0.013,-0.013,1.129e-05,-1.129e-05,5.6,-5.6,0.229,-0.229,0.181,-0.276,0.000357,-0.000454,0.542,-0.542,0.33,-0.12,154.0,-212.0,0.056,-0.238,0.25,-0.3,0.431,-0.14400000000000002,-0.184,0.184,5777.04,-1803.03,0.10231,-0.32161,K03172.01
-164.31178283691406,125.66496276855469,-2.0849263668060303,25.397367477416992,3.7304049730300903,-1.852534532546997,8.164272900383308,-1.6971449851989746,0.0,2.4161448950835202e-05,144.98837280273438,1.8902299404144287,8.200953483581543,0.0,1.341078755,131.8392432,2454964.839,0.309,3.86492,112151.0,0.312,0.44192,41.8,0.025,84.9,1968.0,3533.56,3.4760000000000004,0.319,0.302,0.0,0.0,6368.0,4.323,-0.06,1.225,1.151,408.925,7169.267,1829.3,1,1009,5.2000000000000004e-05,-5.2000000000000004e-05,8.3e-08,-8.3e-08,77.4,-77.4,0.005,-0.005,0.005,-0.008,0.00016299999999999998,-0.000236,0.025,-0.025,13.65,-5.83,160.0,-208.0,0.105,-0.195,0.25,-0.3,0.4,-0.171,-0.157,0.188,3333.25,-1243.05,0.00319,-0.00216,
-4.943739891052246,12.232799530029297,0.0029991737101227045,0.9701840877532959,1.1698249876499176,0.2888074219226837,1.9532374404439823,-0.5932449996471405,0.0,-4.4651139993937155e-08,8.58827018737793,0.5856999754905701,0.7358163595199585,0.0,0.9185102509999999,131.82791,2454964.828,0.622,2.587,52.6,0.006999999999999999,0.26718000000000003,1.77,0.02,74.21,2795.0,14485.22,2.2840000000000003,0.382,0.274,0.0,0.0,5837.0,3.791,-0.18,2.338,1.232,4.022,8.656,20.3,1,1459,0.005,-0.005,5.239e-06,-5.239e-06,3.1,-3.1,0.13699999999999998,-0.13699999999999998,0.336,-0.393,0.002,-0.000368,0.748,-0.748,0.3,-0.55,79.0,-79.0,0.24,-0.096,0.15,-0.15,0.39,-0.7240000000000001,-0.249,0.116,6325.1,-7948.33,0.17503,-0.22468,
-10.525050163269043,29.779420852661133,-0.09436886757612228,1.324416160583496,1.2744699716567993,-1.0745528936386108,9.962695245892697,-0.6773249804973602,0.0,-2.386829488481689e-07,20.15223503112793,0.6365399956703186,1.9936379194259644,0.0,54.77145968,143.74319,2454976.743,0.637,37.1871,7224.8,0.081,0.00605,34.32,0.33,86.29,777.0,86.12,9.863,0.495,0.208,0.0,0.0,5145.0,3.466,0.02,3.866,1.594,22.507,82.679,751.1,1,26,0.001,-0.001,6.895e-05,-6.895e-05,11.2,-11.2,0.079,-0.079,0.006999999999999999,-0.009000000000000001,0.000164,-0.000244,0.245,-0.245,10.38,-19.26,179.0,-179.0,0.623,-0.208,0.25,-0.3,1.169,-2.17,-0.616,0.22,81.37,-71.73,0.00015,-0.00015,K02265.01
-7.191929817199707,23.235830307006836,-0.005543177947402,0.9778028726577759,1.1618950068950653,0.6290016174316406,10.778090029124062,-0.5931200087070465,0.0,9.878619588170991e-08,15.21388053894043,0.5813300013542175,1.0899646282196045,0.0,5.7584367,135.11279,2454968.113,0.101,2.587,736.6,0.024,2.97176,66.22,0.097,89.67,3389.0,31195.25,17.33,0.609,0.136,0.0,0.0,4754.0,2.194,0.07,25.287,3.644,5.651,36.054,26.8,1,235,0.003,-0.003,2.134e-05,-2.134e-05,38.9,-38.9,0.264,-0.264,0.506,-0.101,0.002,-0.002,4.1,-4.1,1.43,-27.17,100.0,-120.0,0.033,-0.03,0.15,-0.7,0.546,-10.374,-2.401,0.073,4188.67,-21400.1,0.69452,-1.5832,K06324.01
-13.83333969116211,8.413359642028809,0.001678835367783904,0.9613149166107178,1.1741250157356262,0.08371373265981674,1.7629317437582195,-0.5858850181102753,0.0,-3.43816855449727e-08,11.123350143432617,0.5871000289916992,0.7925254106521606,0.0,111.741576,166.3408,2454999.341,0.057,3.83,238.8,0.014,17.40561,6.88,0.534,89.99,676.0,49.4,225.6,0.466,0.225,0.0,0.0,5267.0,3.338,-0.32,4.525,1.628,3.158,7.286,9.9,1,11,0.011,-0.011,0.002,-0.002,30.3,-30.3,0.434,-0.434,0.406,-0.057,0.001,-0.0008810000000000002,82.7,-82.7,1.19,-2.22,110.0,-173.0,0.198,-0.14400000000000002,0.2,-0.3,0.787,-1.461,-0.575,0.205,24.55,-29.58,6.37892,-17.18984,
-4.855649948120117,17.35634994506836,0.013881038874387741,0.9838111400604248,1.1643149852752686,0.44593074917793274,4.118446651166029,-0.5822799801826477,0.0,6.447152833264109e-08,11.105999946594238,0.5822399854660034,0.7176494598388672,0.0,0.6437941979999999,133.984483,2454966.984,1.193,1.5662,456.7,0.215,0.12655999999999998,19.51,0.014,31.89,2011.0,3852.91,1.405,0.324,0.298,0.0,0.0,5958.0,4.561,-0.42,0.83,0.917,4.4,23.06,53.7,1,2078,0.000825,-0.000825,6.29e-07,-6.29e-07,10.1,-10.1,0.047,-0.047,0.988,-0.016,0.995,-0.016,0.618,-0.618,4.96,-1.55,161.0,-179.0,0.042,-0.168,0.3,-0.3,0.211,-0.066,-0.1,0.1,2890.11,-963.37,0.38993,-0.02807,K03795.01
-17.803539276123047,6.788700103759766,0.007299622520804405,0.9159098267555237,0.8789249956607819,-0.36601993441581726,10.11715024683076,-0.4410399943590164,0.0,2.312578940781e-09,12.296119689941406,0.43974000215530396,0.6026173830032349,0.0,293.5056071,328.7269,2455161.727,1.341,3.4075,6824.0,0.442,9.38342,48.59,0.831,89.78,265.0,1.16,350.0,0.46,0.229,0.0,0.0,5455.0,4.381,0.1,1.006,0.887,30.237,49.643,51.0,1,4,0.002,-0.002,0.0007301,-0.0007301,158.0,-158.0,0.079,-0.079,6.63,-0.285,6.6789999999999985,-0.262,166.0,-166.0,6.08,-6.09,81.0,-73.0,0.126,-0.084,0.15,-0.15,0.126,-0.126,-0.039,0.067,0.4,-0.32,84.54554,-2.04062,K03796.01
-6.386030197143555,29.031200408935547,0.0058661093935370445,0.88040691614151,0.768779993057251,0.9829049706459045,24.056617437810257,-0.3917299956083298,0.0,-1.256407283621867e-07,17.708614349365234,0.38530001044273376,0.4855695068836212,0.0,8.2344072,137.4733,2454970.473,0.812,2.8080000000000003,59.2,0.008,0.6735899999999999,1.49,0.08,86.53,1263.0,601.05,13.42,0.307,0.3,0.0,0.0,6148.0,3.964,-0.46,1.741,1.016,5.127999999999999,10.999,11.5,1,256,0.012,-0.012,0.0001025,-0.0001025,7.3,-7.3,0.311,-0.311,0.145,-0.595,0.000118,-0.000898,6.6,-6.6,0.25,-0.37,82.0,-82.0,0.217,-0.108,0.15,-0.15,0.289,-0.434,-0.106,0.087,260.58,-280.03,6.32766,-0.51117,K01845.01
-5.762740135192871,19.050819396972656,0.0027205676306039095,0.8811707496643066,0.7899799942970276,0.40690338611602783,7.992547415968167,-0.3958449959754944,0.0,-2.0216836976058326e-07,12.406780242919922,0.39508000016212463,0.5291211605072021,0.0,3.00363219,135.64129,2454968.641,0.727,3.732,101.2,0.01,0.17722000000000002,1.43,0.041,80.46,1571.0,1441.44,4.39,0.31,0.304,0.0,0.0,6309.0,4.217,-0.28,1.32,1.046,6.007999999999999,30.406,38.5,1,361,0.004,-0.004,1.364e-05,-1.364e-05,3.2,-3.2,0.111,-0.111,0.0,-0.537,0.001,-0.000535,1.9,-1.9,0.24,-0.24,88.0,-75.0,0.149,-0.108,0.2,-0.15,0.224,-0.224,-0.062,0.105,643.09,-494.12,0.30348,-0.14157,
-6.58144998550415,10.46897029876709,-0.009070479311048985,0.9178702235221863,0.7954749912023544,-0.05783010274171829,2.879814311202602,-0.4071899950504303,0.0,-1.1177480614501198e-07,8.5252103805542,0.39765000343322754,1.8242812156677246,0.0,25.951853600000003,154.88278,2454987.883,1.25,14.755,2017.9,0.304,0.00375,24.6,0.16,75.84,494.0,14.09,5.11,0.49,0.207,0.0,0.0,5198.0,4.604,-0.18,0.742,0.813,17.577,54.21,79.4,1,41,0.005,-0.005,0.0001408,-0.0001408,30.6,-30.6,0.246,-0.246,6.981,-0.168,6.966,-0.162,2.5,-2.5,3.55,-1.89,154.0,-154.0,0.036000000000000004,-0.084,0.3,-0.3,0.107,-0.057,-0.083,0.07400000000000001,6.64,-3.45,0.08122,-6e-05,K06326.01
-9.840860366821289,13.209959983825684,-0.046116240322589874,0.9584723114967346,0.3627599999308586,-1.5093834400177002,12.041339747192088,-0.20225999504327774,0.0,-9.651813269192166e-07,11.525409698486328,0.18131999671459198,3.90745210647583,0.0,25.95198823,154.88102,2454987.881,1.269,14.602,5103.3,0.353,0.007759999999999999,39.94,0.17600000000000002,78.76,680.0,50.51,6.51,0.307,0.306,0.0,0.0,6363.0,4.444,-0.26,1.035,1.083,26.591,100.619,125.0,1,33,0.004,-0.004,9.975e-05,-9.975e-05,48.6,-48.6,0.149,-0.149,1.108,-0.199,1.105,-0.18,3.1,-3.1,10.96,-4.71,176.0,-242.0,0.062,-0.188,0.25,-0.35,0.284,-0.122,-0.14300000000000002,0.14300000000000002,40.97,-16.86,0.0073799999999999985,-0.0008300000000000001,
-9.380970001220703,35.884300231933594,-0.040107619017362595,1.0227137804031372,0.8063849955797195,0.41553306579589844,45.34538452111048,-0.42353999614715576,0.0,-5.915869432101093e-07,22.63263511657715,0.4022600054740906,2.1948068141937256,0.0,25.951984,148.92323000000005,2454981.923,1.266,20.585,2340.2,0.322,0.00165,36.8,0.18,70.99,626.0,36.39,3.89,0.381,0.28,0.0,0.0,5889.0,4.46,0.36,1.046,1.152,24.865,93.791,131.4,1,41,0.004,-0.004,0.0001126,-0.0001126,20.8,-20.8,0.194,-0.194,5.908,-0.025,5.938,-0.024,1.9,-1.9,9.5,-3.37,162.0,-203.0,0.046,-0.184,0.1,-0.25,0.27,-0.096,-0.13699999999999998,0.1,27.81,-10.3,0.03079,-9e-05,K00441.01
0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.95193721,154.88125300000004,2454987.881,0.51,15.9897,399167.0,0.653,0.20911,123.34,0.17800000000000002,88.5,904.0,157.59,19.526,0.292,0.302,0.0,0.0,6569.0,4.008,-0.5,1.729,1.11,829.862,4108.701,915.3,1,0,0.000336,-0.000336,1.102e-05,-1.102e-05,464.0,-464.0,0.022,-0.022,0.01,-0.011,0.005,-0.005,0.121,-0.121,30.53,-45.8,188.0,-236.0,0.35700000000000004,-0.153,0.3,-0.3,0.428,-0.642,-0.16399999999999998,0.16399999999999998,116.98,-103.78,0.0013,-0.00143,K03677.01
-4.36076021194458,6.974959850311279,0.012369685806334019,0.7797232270240784,0.3559199944138527,0.33768430352211,3.245061304747824,-0.17872999608516693,0.0,9.952379575047229e-08,5.66786003112793,0.1779100000858307,0.3572224974632263,0.0,25.9522913,154.8689,2454987.869,0.142,10.977,557.8,0.021,0.17154,2.03,0.17,89.55,567.0,24.49,18.28,0.404,0.262,0.0,0.0,5692.0,4.547,-0.04,0.866,0.965,3.924,11.207,14.0,1,33,0.021,-0.021,0.0008462999999999999,-0.0008462999999999999,47.1,-47.1,0.622,-0.622,0.317,-0.142,0.001,-0.001,3.2,-3.2,0.51,-0.18,177.0,-197.0,0.032,-0.179,0.3,-0.3,0.217,-0.078,-0.115,0.094,18.81,-6.88,0.03003,-0.0689,K04973.01
-5.39946985244751,7.44959020614624,-0.0034686767030507326,0.8658584356307983,0.7745549976825714,0.27560290694236755,2.3712149901679256,-0.4063799977302551,0.0,1.5984580202508666e-07,6.424530029296875,0.38846999406814575,1.5791730880737305,0.0,25.9528725,154.8736,2454987.874,0.741,12.434,164.1,0.013,0.037860000000000005,1.53,0.18,86.16,697.0,55.82,11.05,0.319,0.302,0.0,0.0,6370.0,4.41,-0.1,1.106,1.148,3.349,7.211,16.9,1,41,0.019,-0.019,0.0005074,-0.0005074,11.9,-11.9,0.7,-0.7,0.219,-0.5,0.003,-0.000735,4.9,-4.9,0.51,-0.17,160.0,-192.0,0.067,-0.21600000000000005,0.25,-0.3,0.37,-0.123,-0.152,0.16899999999999998,53.96,-16.81,0.11662,-0.03419,K06327.01
-6.438220024108887,6.983590126037598,-0.008043522946536541,0.8986893892288208,0.7876750081777573,0.042712267488241196,2.381806086827435,-0.4105049967765808,0.0,-3.139871860309367e-07,6.710905075073242,0.3937099874019623,1.7439948320388794,0.0,25.9518461,154.88212,2454987.882,1.22,14.581,1058.5,0.257,0.00223,22.32,0.165,73.51,521.0,17.37,4.3,0.4970000000000001,0.204,0.0,0.0,5372.0,4.584,-0.06,0.7959999999999999,0.892,17.576,42.29600000000001,65.8,1,41,0.006,-0.006,0.0001657,-0.0001657,19.1,-19.1,0.3,-0.3,6.652,-0.163,6.671,-0.153,2.1,-2.1,3.73,-1.99,159.0,-143.0,0.03,-0.12,0.3,-0.3,0.133,-0.071,-0.104,0.07,9.21,-4.44,0.05724,-0.00029,K03278.01
-3.771589994430542,8.111310005187988,0.012210841290652752,0.7812962532043457,0.35629500448703766,0.36782458424568176,3.407746464839609,-0.17774000018835068,0.0,1.163209988804461e-07,5.941450119018555,0.17802999913692474,0.3559601306915283,0.0,25.94947,148.9734,2454981.973,0.6779999999999999,15.7,238.3,0.015,0.02462,1.22,0.161,85.94,508.0,15.74,9.57,0.49,0.207,0.0,0.0,5348.0,4.609,-0.24,0.748,0.838,3.4210000000000003,7.847,8.2,1,36,0.087,-0.087,0.002,-0.002,41.0,-41.0,2.5,-2.5,0.28,-0.446,0.000865,-0.002,4.5,-4.5,0.22,-0.11,185.0,-185.0,0.035,-0.105,0.3,-0.3,0.132,-0.066,-0.096,0.077,9.23,-4.37,0.11671,-0.02175,K00402.01
-8.828459739685059,7.547399997711182,0.002203493844717741,0.8737731575965881,0.7768549919128418,0.2330886721611023,2.794780065617987,-0.4019950032234192,0.0,-4.973514321560871e-08,8.1879301071167,0.38920000195503235,0.5095754265785217,0.0,53.529270200000006,147.86463999999995,2454980.865,0.34600000000000003,5.667999999999998,1086.1,0.03,2.25989,2.28,0.255,89.72,348.0,3.48,70.0,0.632,0.105,0.0,0.0,4736.0,4.624,0.12,0.708,0.7909999999999999,8.048,26.766,34.5,1,21,0.003,-0.003,0.0002683,-0.0002683,35.7,-35.7,0.122,-0.122,0.104,-0.34600000000000003,0.000732,-0.001,18.7,-18.7,0.15,-0.08,94.0,-94.0,0.012,-0.048,0.15,-0.15,0.046,-0.025,-0.052000000000000005,0.028,0.79,-0.49,0.6047399999999999,-0.46466,
-4.872119903564453,7.458159923553467,0.014051067642867565,0.8691873550415039,0.77708500623703,0.3223223388195038,2.2056462455213595,-0.3900600075721741,0.0,-2.233967397584028e-07,6.165140151977539,0.38877999782562256,0.4852481484413147,0.0,25.95633,154.7054,2454987.705,1.088,26.34,158.2,0.101,0.00014,9.75,0.16899999999999998,50.45,618.0,34.42,1.7080000000000002,0.303,0.303,0.0,0.0,6139.0,4.53,-0.44,0.8809999999999999,0.959,4.449,8.407,11.9,1,40,0.07200000000000001,-0.07200000000000001,0.002,-0.002,17.0,-17.0,5.3,-5.3,6.835,-0.06,6.831,-0.057,0.853,-0.853,2.71,-0.85,165.0,-202.0,0.046,-0.196,0.3,-0.3,0.245,-0.077,-0.117,0.105,28.1,-9.34,0.02474,-6e-05,
-10.548760414123535,33.78778839111328,0.015659913420677185,0.9218794703483582,0.7866750061511993,2.530341863632202,68.14690457780411,-0.39224500954151154,0.0,7.376967672155998e-08,22.16827392578125,0.39340001344680786,0.42197251319885254,0.0,1.56859048,131.64081000000002,2454964.641,1.198,11.591,280.6,0.214,0.01401,23.41,0.027000000000000003,11.22,1693.0,1935.28,1.221,0.307,0.306,0.0,0.0,6248.0,4.442,-0.3,1.002,1.008,4.499,16.993,43.3,1,683,0.006,-0.006,1.162e-05,-1.162e-05,8.5,-8.5,0.8809999999999999,-0.8809999999999999,0.206,-0.116,0.2,-0.117,0.605,-0.605,7.29,-2.61,175.0,-241.0,0.07,-0.21,0.25,-0.3,0.312,-0.112,-0.12,0.147,1781.67,-630.75,0.006940000000000001,-0.00507,K03215.01
-6.009200096130371,37.433799743652344,0.006915170233696699,0.8928505182266235,0.7709499895572662,1.1673437356948853,45.681431623574454,-0.38456499576568604,0.0,-1.523732709311922e-07,21.721500396728516,0.38554999232292175,0.5101514458656311,0.0,2.988085455,133.27252,2454966.273,1.216,3.68,802.8,0.247,0.02011,21.81,0.039,54.96,1101.0,348.05,2.12,0.442,0.24,0.0,0.0,5497.0,4.577,-0.1,0.809,0.907,9.459,38.01300000000001,48.2,1,358,0.002,-0.002,6.206e-06,-6.206e-06,20.1,-20.1,0.114,-0.114,6.805,-0.017,6.796,-0.017,1.1,-1.1,5.07,-2.02,164.0,-164.0,0.028,-0.152,0.3,-0.3,0.188,-0.075,-0.101,0.08199999999999999,246.51,-94.24,1.54892,-0.00301,
-14.85595989227295,13.195210456848145,-0.016573477536439896,1.227723240852356,0.7931399941444397,-3.308199167251587,29.37942427312543,-0.3506999909877777,0.0,5.074993898985981e-07,14.025585174560547,0.3966499865055084,3.9398932456970215,0.0,4.702495974,136.308468,2454969.308,1.3030000000000002,2.3421,4787.3,0.388,0.3544,37.24,0.052000000000000005,79.93,981.0,219.08,7.45,0.442,0.24,0.0,0.0,5408.0,4.476,-0.06,0.878,0.8420000000000001,27.31,224.042,101.1,1,230,0.000559,-0.000559,3.202e-06,-3.202e-06,55.7,-55.7,0.031,-0.031,24.99,-0.042,24.965,-0.041,3.7,-3.7,7.42,-4.33,161.0,-145.0,0.092,-0.138,0.3,-0.3,0.175,-0.102,-0.071,0.098,135.28,-65.57,46.13169,-0.03313,
-27.813539505004883,9.431130409240723,6.722307443851605e-05,0.8911730051040649,0.7791949957609177,-0.41286522150039673,21.13383271560244,-0.39844000339508057,0.0,-3.4284983101704136e-08,18.62233543395996,0.38975998759269714,0.5486223697662354,0.0,5.59187448,132.87618,2454965.876,0.82,1.6782,236.4,0.016,2.17522,104.18,0.076,86.93,4793.0,124810.93,15.32,0.7959999999999999,0.003,0.0,0.0,3915.0,1.173,0.02,58.325,1.846,5.151,25.077,31.9,1,189,0.002,-0.002,1.096e-05,-1.096e-05,8.9,-8.9,0.058,-0.058,0.022,-0.565,0.00037,-0.003,7.5,-7.5,5.0,-22.5,78.0,-107.0,0.03,-0.027000000000000003,0.2,-0.25,2.8,-12.598,-0.7240000000000001,1.266,23526.61,-56143.74,7.41355,-1.48121,
-9.518899917602539,18.599830627441406,0.009048490785062313,0.869408369064331,0.777199998497963,0.33710750937461853,5.505259607290547,-0.38563500344753265,0.0,1.965372716013361e-07,14.059365272521973,0.38850998878479004,0.5193867683410645,0.0,7.65270746,134.46038,2454967.46,0.97,79.8969,641.1,0.031,0.00036,3.21,0.077,20.63,989.0,226.81,1.037,0.303,0.303,0.0,0.0,6328.0,4.481,-0.4,0.963,1.026,3.143,10.39,254.3,1,146,0.006,-0.006,6.544e-05,-6.544e-05,42.9,-42.9,0.0,0.0,0.879,-0.942,0.009000000000000001,-0.009000000000000001,0.461,-0.461,0.97,-0.32,151.0,-189.0,0.05,-0.2,0.3,-0.3,0.29,-0.097,-0.135,0.123,195.16,-64.34,0.00064,-0.00064,K06328.01
-40.04719924926758,100.6685562133789,-0.026950549334287643,1.3354897499084473,0.7260499894618988,3.7419650554656982,595.2686647593431,-0.36929498612880707,0.0,7.288574912619167e-07,70.35787963867188,0.3629400134086609,2.40462327003479,0.0,73.33779840000003,136.58646000000002,2454969.586,0.978,9.029,114900.0,0.506,1.26611,73.06,0.377,89.21,601.0,30.85,71.1,0.24,0.33,0.0,0.0,7276.0,4.3180000000000005,-0.24,1.321,1.342,43.01300000000001,120.409,155.5,1,15,0.001,-0.001,0.0001147,-0.0001147,1003.0,-1003.0,0.147,-0.147,10.96,-0.183,10.564,-0.122,35.5,-35.5,28.32,-8.85,203.0,-330.0,0.07200000000000001,-0.232,0.25,-0.35,0.512,-0.16,-0.184,0.225,35.45,-11.06,25.87699,-0.11321,K01181.01
-5.607480049133301,23.01314926147461,0.004837803542613983,0.8836817145347595,0.7834649980068207,0.6005416512489319,9.824186205197481,-0.402209997177124,0.0,-8.131094040257147e-08,14.310314178466797,0.39169999957084656,0.488731324672699,0.0,62.7843981,157.30698,2454990.307,0.272,4.81,325.0,0.017,4.47136,2.28,0.319,89.84,530.0,18.7,97.7,0.366,0.284,0.0,0.0,6053.0,4.279,0.06,1.26,1.098,8.074,16.836,21.1,2,13,0.005,-0.005,0.0004231,-0.0004231,16.4,-16.4,0.14300000000000002,-0.14300000000000002,0.171,-0.272,0.0006320000000000001,-0.000504,17.0,-17.0,0.39,-0.32,121.0,-133.0,0.12,-0.12,0.15,-0.15,0.217,-0.177,-0.081,0.1,9.11,-6.06,0.77965,-1.53046,K03764.01
-5.625720024108887,23.36811065673828,0.005725884810090065,0.8792931437492371,0.7703449875116348,0.6289969682693481,10.434655909507528,-0.3952299952507019,0.0,-7.909007137967956e-08,14.496915817260742,0.38506001234054565,0.47982949018478394,0.0,20.0983676,207.57757,2455040.578,0.02,5.207000000000002,157.8,0.011,1.24221,1.58,0.149,89.96,775.0,85.34,29.82,0.366,0.284,0.0,0.0,6053.0,4.279,0.06,1.26,1.098,4.308,15.687,20.9,2,51,0.005,-0.005,0.0001238,-0.0001238,8.8,-8.8,0.14400000000000002,-0.14400000000000002,0.414,-0.02,0.000549,-0.000302,2.3,-2.3,0.27,-0.22,121.0,-133.0,0.12,-0.12,0.15,-0.15,0.217,-0.177,-0.081,0.1,41.59,-27.65,0.09571,-0.41431,K01772.01
-63.3489990234375,27.140439987182617,-0.006896773353219032,0.8936077356338501,0.7499050050973892,-4.0029096603393555,379.7902939319619,-0.38643500208854675,0.0,-1.0537485969342713e-07,45.244720458984375,0.3742699921131134,1.8814513683319092,0.0,8.58599537,136.21367,2454969.214,0.316,2.4078,818.0,0.026,4.82515,39.03,0.117,89.32,2319.0,6831.52,26.59,0.619,0.129,0.0,0.0,4805.0,2.605,0.21,13.941,2.853,8.156,28.073,36.9,1,123,0.003,-0.003,2.555e-05,-2.555e-05,26.9,-26.9,0.087,-0.087,0.128,-0.316,0.00065,-0.000951,7.4,-7.4,2.41,-9.64,38.0,-135.0,0.03,-0.033,0.2,-0.2,0.86,-3.442,-1.249,0.22,1115.35,-3374.36,1.33777,-1.14932,K07652.01
-7.873109817504883,8.578289985656738,-0.13078252971172333,1.2438757419586182,0.816880002617836,-0.240044966340065,5.989197649614496,-0.5829299986362457,0.0,1.4293701489728252e-07,8.225700378417969,0.4127799868583679,1.9354761838912964,0.0,4.800653901,134.365782,2454967.366,0.785,9.0419,15304.4,0.125,0.03205,16.91,0.06,76.62,1347.0,778.45,3.393,0.275,0.317,0.0,0.0,6715.0,4.347,-0.1,1.241,1.256,21.067,232.614,298.0,1,222,0.000745,-0.000745,4.142e-06,-4.142e-06,63.7,-63.7,0.055,-0.055,0.006,-0.006999999999999999,0.0005,-0.000461,0.095,-0.095,6.01,-2.0,161.0,-241.0,0.056,-0.224,0.25,-0.35,0.441,-0.147,-0.174,0.191,793.72,-255.78,0.0009,-0.00124,
