KOI Name,Our Disposition,Kepler ID,Kepler Name,KOI Number,Kepler Disposition,NExScI Disposition,RA (J2000),RA Error,Dec (J2000),Dec Error,Time of Transit Epoch,Time err1,Time err2,Period,Period err1,Period err2,Transit Depth,Depth err1,Depth err2,Duration,Duration err1,Duration err2,Ingress Duration,Ingress err1,Ingress err2,Impact Parameter,Impact Parameter err1,Impact Parameter err2,Inclination,Inclination err1,Inclination err2,Semi-major Axis,Semi-major Axus err1,Semi-major Axis err2,Eccentricity,Eccentricity err1,Eccentricity err2,Long of Periastron,Long err1,Long err2,r/R,r/R err1,r/R err2,a/R,a/R err1,a/R err2,Planet Radius,Planet Radius err1,Planet Radius err2,Teq,Teq err1,Teq err2,Teff,Teff err1,Teff err2,log(g),log(g) err1,log(g) err2,Metallicity,Metallicity err1,Metallicity err2,Stellar Radius,Stellar Radius err1,Stellar Radius err2,Stellar Mass,Stellar Mass err2,Stellar Mass err1,Age,Age err1,Age err2,Provenance,Quarters,Limb Darkening Model,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Transit Number,Max single event sigma,Max Multievent sigma,KOI count,Binary Discrimination,Comments,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,FWM motion signif.,gmag,gmag err,rmag,rmag err,imag,imag err,zmag,zmag err,Jmag,Jmag err,Hmag,Hmag err,Kmag,Kmag err,kepmag,kepmag err,Delivery Name,FWM SRA,FWM SRA err,FWM SDec,FWM SDec err,FWM SRAO,FWM SRAO err,FWM SDeco,FWM SDeco err,FWM PRAO,FWM PRAO err,FWM PDeco,FWM PDeco err,Dicco MRA,Dicco MRA err,Dicco MDec,Dicco MDec err,Dicco MSky,Dicco MSky err,Dikco MRA,Dikco MRA err,Dikco MDec,Dikco MDec err,Dikco MSky,Dikco MSky err,Vet Stat,Last vet Update,TCE Planet Number,TCE Delivery Name,DV Report,Disposition Provenance,Parameter Provenance,First Transit Time (BJD),First Transit Time err1,First Transit Time err2,DV Summary,Transit Flag,Secondary Flag,Offset Flag,Contamination Flag,Insolation Flux,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density,Fitted Stellar Density err1,Fitted Stellar Density err2,Planetary Fit,Disposition Score,File Name
K05071.01,FALSE POSITIVE,4566848,,5071.01,CANDIDATE,CANDIDATE,19 32 39.542,0.0,+39 37 53.62,0.0,142.86513,0.003,-0.003,180.4118581,0.0007335,-0.0007335,4268.0,158.0,-158.0,3.29,0.11800000000000001,-0.11800000000000001,,,,0.953,6.096,-0.059000000000000004,89.75,,,0.636,,,0.0,,,,,,0.083,6.04,-0.017,215.9,99.5,-99.5,8.86,2.6,-0.86,329.0,,,6032.0,189.0,-232.0,4.485,0.05,-0.2,-0.06,0.25,-0.3,0.973,0.285,-0.095,1.055,-0.139,0.139,,,,q1_q17_dr25_stellar,00011011101110111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.35100000000000003,0.289,0.0,0.0,6,16.594,25.26,1,0.527,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),33.2,,,0.244,16.160999999999998,,15.609000000000002,,15.44,,15.36,,14.458,0.027999999999999997,14.185,0.038,14.017000000000001,0.066,15.655999999999999,,cumulative,19.544,1.1e-05,39.632,0.00011,0.45,0.45,-0.03,0.38,0.002,0.004,0.0007,0.004,0.17,0.15,-0.1,0.21,0.2,0.16,0.31,0.14,-0.09,0.13,0.33,0.14,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0045/004566848/kplr004566848-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454975.865,0.0034700000000000004,-0.0034700000000000004,/missions/kepler/dv_files/0045/004566848/kplr004566848-01-20160209194854_dvs.pdf,0,0,0,0,2.77,2.47,-0.84,5.84583,26.93695,-3.45359,LS+MCMC,0.986,kplr004566848-20160128150956_dvt.fits
K04353.01,FALSE POSITIVE,4571844,,4353.01,CANDIDATE,CANDIDATE,19 37 41.102,0.0,+39 37 42.50,0.0,146.88323,0.006,-0.006,17.8075656,0.0008324,-0.0008324,1511.0,162.0,-162.0,1.643,0.15,-0.15,,,,0.474,0.001,-0.473,89.64,,,0.133,,,0.0,,,,,,0.037000000000000005,0.002,-0.003,76.4,30.7,-30.7,3.92,1.2,-0.51,742.0,,,6194.0,197.0,-241.0,4.45,0.07,-0.21,-0.32,0.3,-0.3,0.981,0.299,-0.128,0.988,-0.12,0.147,,,,q1_q17_dr25_stellar,01100000000000000000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.307,0.306,0.0,0.0,9,5.093999999999999,10.359000000000002,1,0.8140000000000001,CENT_FEW_DIFFS,Mandel and Agol (2002 ApJ 580 171),11.8,,,0.019,16.064,,15.550999999999998,,15.364,,15.293,,14.362,0.034,14.035,0.040999999999999995,14.005,0.064,15.574000000000002,,cumulative,19.628,2.3e-05,39.628,0.00023999999999999998,1.09,0.96,-0.69,0.85,-0.001,0.002,0.002,0.002,0.15,0.72,-1.2,1.2,1.2,1.2,0.66,0.72,-0.9,1.2,1.1,1.1,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0045/004571844/kplr004571844-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454979.883,0.006229999999999999,-0.006229999999999999,/missions/kepler/dv_files/0045/004571844/kplr004571844-01-20160209194854_dvs.pdf,0,0,0,0,71.56,66.53,-25.4,26.56155,21.33764,-10.25193,LS+MCMC,1.0,kplr004571844-20160128150956_dvt.fits
K08249.01,FALSE POSITIVE,4572728,,8249.01,CANDIDATE,CANDIDATE,19 38 33.038,0.0,+39 39 20.92,0.0,326.2209,0.021,-0.021,309.191789,0.008,-0.008,122.8,13.4,-13.4,11.392000000000001,0.7190000000000001,-0.7190000000000001,,,,0.155,0.307,-0.155,89.96,,,0.9229999999999999,,,0.0,,,,,,0.01,0.000612,-0.000684,207.0,23.5,-23.5,1.96,0.4,-0.6,383.0,,,6299.0,174.0,-174.0,3.99,0.253,-0.11699999999999999,-0.36,0.3,-0.3,1.754,0.358,-0.537,1.095,-0.151,0.20800000000000002,,,,q1_q17_dr25_stellar,11111011101110111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.31,0.304,0.0,0.0,4,4.841,7.185,1,0.623,CENT_FEW_DIFFS,Mandel and Agol (2002 ApJ 580 171),10.5,,,0.847,13.113,,12.705,,12.589,,12.542,,11.697000000000001,0.025,11.463,0.032,11.415999999999999,0.028999999999999998,12.745999999999999,,cumulative,19.643,3.1e-05,39.656,0.00053,0.6,1.3,-0.9,1.9,-6e-05,0.00015,-1e-05,0.00022999999999999998,0.2,1.5,0.7,0.93,0.72,0.97,0.2,1.6,0.25,0.73,0.3,1.3,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0045/004572728/kplr004572728-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2455159.221,0.0215,-0.0215,/missions/kepler/dv_files/0045/004572728/kplr004572728-01-20160209194854_dvs.pdf,0,0,0,0,5.08,3.14,-2.89,1.75518,0.19926,-0.85426,LS+MCMC,0.363,kplr004572728-20160128150956_dvt.fits
K04680.01,FALSE POSITIVE,4587135,,4680.01,CANDIDATE,CANDIDATE,19 50 23.914,0.0,+39 37 34.82,0.0,145.2689,0.01,-0.01,54.0812235,0.0009413000000000001,-0.0009413000000000001,411.1,40.7,-40.7,6.279,0.377,-0.377,,,,0.182,0.27899999999999997,-0.182,89.84,,,0.264,,,0.0,,,,,,0.019,0.001,-0.001,65.9,15.5,-15.5,1.54,0.37,-0.12,431.0,,,5757.0,155.0,-173.0,4.5969999999999995,0.036000000000000004,-0.153,-0.5,0.3,-0.3,0.762,0.18100000000000002,-0.06,0.865,-0.096,0.077,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.35600000000000004,0.28600000000000003,0.0,0.0,27,4.031000000000001,10.334000000000001,1,0.002,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),11.6,,,0.249,16.024,,15.45,,15.255999999999998,,15.145999999999999,,14.264000000000001,0.024,13.870999999999999,0.028999999999999998,13.809000000000001,0.038,15.487,,cumulative,19.84,3.1e-05,39.626,0.0003,-0.1,1.3,0.4,1.1,0.00033999999999999997,0.00056,-0.00037,0.00047999999999999996,-0.9,1.7,-0.5,3.1,1.0,2.1,-0.8,1.7,-0.4,3.1,0.8,2.0,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0045/004587135/kplr004587135-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454978.269,0.0101,-0.0101,/missions/kepler/dv_files/0045/004587135/kplr004587135-01-20160209194854_dvs.pdf,0,0,0,0,8.19,5.76,-2.04,1.8547799999999999,0.43676000000000004,-0.75769,LS+MCMC,0.767,kplr004587135-20160128150956_dvt.fits
K03811.01,FALSE POSITIVE,4638237,,3811.01,CANDIDATE,CANDIDATE,19 04 36.746,0.0,+39 42 53.64,0.0,307.25061800000003,0.00065,-0.00065,290.1401717,0.0002616,-0.0002616,4836.0,87.2,-87.2,2.1583,0.047,-0.047,,,,0.935,5.681,-0.028999999999999998,89.9,,,0.843,,,0.0,,,,,,0.084,5.381,-0.009000000000000001,564.0,278.0,-278.0,11.58,1.84,-2.25,304.0,,,5631.0,84.0,-67.0,4.212,0.188,-0.10099999999999999,0.07,0.15,-0.15,1.263,0.2,-0.245,0.9470000000000001,-0.047,0.08,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.405,0.264,0.0,0.0,5,34.474000000000004,57.766000000000005,1,0.8540000000000001,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),69.1,,,0.049,14.429,,13.864,,13.681,,13.58,,12.64,0.022000000000000002,12.259,0.022000000000000002,12.165999999999999,0.022000000000000002,13.905999999999999,,cumulative,19.077,4.6e-06,39.715,5.5e-05,0.01,0.19,0.34,0.2,-0.0004,0.002,-0.001,0.002,-0.08800000000000001,0.081,0.11,0.12,0.14,0.1,-0.09699999999999999,0.098,0.21,0.12,0.23,0.11,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004638237/kplr004638237-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2455140.251,0.00065,-0.00065,/missions/kepler/dv_files/0046/004638237/kplr004638237-01-20160209194854_dvs.pdf,0,0,0,0,2.02,0.85,-0.77,40.23512,119.21537,-21.805220000000002,LS+MCMC,0.996,kplr004638237-20160128150956_dvt.fits
K03437.02,CONFIRMED,4645174,,3437.02,CANDIDATE,CANDIDATE,19 15 31.999,0.0,+39 44 40.42,0.0,158.68412,0.01,-0.01,34.749603799999996,0.0005627000000000001,-0.0005627000000000001,227.1,20.7,-20.7,4.548,0.231,-0.231,,,,0.9840000000000001,0.024,-0.7090000000000001,86.42,,,0.21600000000000003,,,0.0,,,,,,0.02,0.001,-0.006999999999999999,15.74,7.9,-7.9,3.51,0.53,-0.78,702.0,,,5849.0,70.0,-79.0,4.0760000000000005,0.182,-0.098,0.14,0.15,-0.15,1.601,0.237,-0.35600000000000004,1.114,-0.095,0.11900000000000001,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.405,0.264,0.0,0.0,37,3.242,9.588,2,0.389,CENT_KIC_POS,Mandel and Agol (2002 ApJ 580 171),11.4,,,0.059000000000000004,15.056,,14.577,,14.414000000000001,,14.333,,13.475999999999999,0.024,13.149000000000001,0.023,13.03,0.031,14.606,,cumulative,19.259,3.4e-05,39.744,0.00037999999999999997,-0.5,1.4,-1.5,1.4,0.00014,0.00027,0.00033,0.00026000000000000003,0.07,0.55,-0.4,0.84,0.41,0.91,0.42,0.55,-0.05,0.78,0.42,0.63,Active,2017-05-10 00:00:00,2,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004645174/kplr004645174-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454991.684,0.00952,-0.00952,/missions/kepler/dv_files/0046/004645174/kplr004645174-02-20160209194854_dvs.pdf,0,0,0,0,57.44,21.95,-24.54,0.06106,8.04937,-0.13729,LS+MCMC,0.997,kplr004645174-20160128150956_dvt.fits
K00143.01,CONFIRMED,4649305,,143.01,CANDIDATE,CANDIDATE,19 20 24.799,0.0,+39 46 53.87,0.0,140.337593,0.000551,-0.000551,22.65117451,1.474e-05,-1.474e-05,2250.0,17.5,-17.5,3.6895,0.036000000000000004,-0.036000000000000004,,,,0.925,0.003,-0.004,87.74,,,0.172,,,0.0,,,,,,0.052000000000000005,0.00031299999999999996,-0.000424,23.52,1.4,-1.4,7.62,2.93,-0.98,855.0,,,6968.0,194.0,-267.0,4.31,0.057999999999999996,-0.23199999999999998,-0.1,0.25,-0.35,1.3330000000000002,0.513,-0.171,1.3330000000000002,-0.182,0.222,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.258,0.324,0.0,0.0,58,30.534000000000002,182.14700000000002,1,0.722,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),170.1,,,0.08800000000000001,13.895,,13.610999999999999,,13.564,,13.552999999999999,,12.792,0.022000000000000002,12.607000000000001,0.023,12.578,0.025,13.682,,cumulative,19.34,1.3e-06,39.782,1.5e-05,-0.036000000000000004,0.054000000000000006,-0.128,0.055999999999999994,8e-05,0.00018,0.00013000000000000002,0.00022,-0.033,0.079,-0.131,0.077,0.135,0.077,0.019,0.075,-0.161,0.08199999999999999,0.162,0.08199999999999999,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004649305/kplr004649305-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454973.338,0.000551,-0.000551,/missions/kepler/dv_files/0046/004649305/kplr004649305-01-20160209194854_dvs.pdf,0,0,0,0,126.57,144.35,-44.3,0.4795,0.02835,-0.03047,LS+MCMC,0.983,kplr004649305-20160128150956_dvt.fits
K01659.01,CONFIRMED,4650733,,1659.01,CANDIDATE,CANDIDATE,19 21 58.358,0.0,+39 47 07.87,0.0,143.91607,0.005,-0.005,29.539089699999998,0.000198,-0.000198,403.3,25.1,-25.1,4.138999999999999,0.151,-0.151,,,,0.213,0.22399999999999998,-0.213,89.78,,,0.204,,,0.0,,,,,,0.019,0.0007610000000000001,-0.0006580000000000001,54.3,6.2,-6.2,2.51,0.79,-0.28,714.0,,,6572.0,160.0,-251.0,4.365,0.065,-0.20800000000000002,0.07,0.2,-0.35,1.238,0.39,-0.139,1.298,-0.2,0.163,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.3,0.314,0.0,0.0,42,4.695,15.492,1,0.8270000000000001,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),18.8,,,0.013999999999999999,15.478,,15.07,,14.954,,14.924000000000001,,14.15,0.027000000000000003,13.854000000000001,0.034,13.874,0.048,15.110999999999999,,cumulative,19.366,1.9e-05,39.785,0.00023999999999999998,1.17,0.78,-0.76,0.85,-0.00049,0.00032,0.00037,0.00035,-0.2,0.41,0.13,0.45,0.24,0.52,-0.28,0.46,0.22,0.49,0.36,0.61,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004650733/kplr004650733-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454976.9159999997,0.0049700000000000005,-0.0049700000000000005,/missions/kepler/dv_files/0046/004650733/kplr004650733-01-20160209194854_dvs.pdf,0,0,0,0,61.49,55.58,-20.02,3.4717300000000004,0.39616,-1.26549,LS+MCMC,1.0,kplr004650733-20160128150956_dvt.fits
K02393.01,CONFIRMED,4665571,,2393.01,CANDIDATE,CANDIDATE,19 38 39.528,0.0,+39 47 01.78,0.0,133.22313,0.003,-0.003,4.60300256,1.753e-05,-1.753e-05,302.5,14.6,-14.6,2.6848,0.09,-0.09,,,,0.07200000000000001,0.409,-0.07200000000000001,89.69,,,0.05,,,0.0,,,,,,0.015,0.000916,-0.00043099999999999996,13.28,1.8,-1.8,1.32,0.05,-0.08,848.0,,,4821.0,76.0,-76.0,4.529,0.06,-0.02,0.16,0.15,-0.15,0.7879999999999999,0.027999999999999997,-0.051,0.765,-0.027999999999999997,0.051,,,,q1_q17_dr25_stellar,11111011101110111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.638,0.102,0.0,0.0,225,4.021,14.978,2,0.9129999999999999,CENT_KIC_POS,Mandel and Agol (2002 ApJ 580 171),22.2,,,0.001,15.695,,14.841,,14.564,,14.376,,13.31,0.027000000000000003,12.835999999999999,0.033,12.722000000000001,0.038,14.902999999999999,,cumulative,19.644000000000002,1.4e-05,39.784,9.9e-05,0.95,0.58,-0.27,0.35,0.00035,0.00016999999999999999,0.00014,0.0001,-1.18,0.44,-0.33,0.22,1.22,0.43,0.09,0.24,0.1,0.19,0.14,0.25,Active,2017-05-10 00:00:00,2,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004665571/kplr004665571-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454966.223,0.0028699999999999997,-0.0028699999999999997,/missions/kepler/dv_files/0046/004665571/kplr004665571-02-20160209194854_dvs.pdf,0,0,0,0,122.02,17.28,-21.85,2.09049,0.27623000000000003,-0.78219,LS+MCMC,1.0,kplr004665571-20160128150956_dvt.fits
K02393.02,CONFIRMED,4665571,,2393.02,CANDIDATE,CANDIDATE,19 38 39.528,0.0,+39 47 01.78,0.0,132.19666999999998,0.001,-0.001,0.766691517,1.273e-06,-1.273e-06,244.0,10.1,-10.1,1.2638,0.051,-0.051,,,,0.38799999999999996,0.053,-0.38799999999999996,84.94,,,0.015,,,0.0,,,,,,0.013999999999999999,0.000317,-0.0006929999999999999,4.39,1.6,-1.6,1.22,0.05,-0.08,1541.0,,,4821.0,76.0,-76.0,4.529,0.06,-0.02,0.16,0.15,-0.15,0.7879999999999999,0.027999999999999997,-0.051,0.765,-0.027999999999999997,0.051,,,,q1_q17_dr25_stellar,11111011101110111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.638,0.102,0.0,0.0,1396,3.7119999999999997,20.961,2,0.456,CENT_KIC_POS,Mandel and Agol (2002 ApJ 580 171),29.5,,,0.0,15.695,,14.841,,14.564,,14.376,,13.31,0.027000000000000003,12.835999999999999,0.033,12.722000000000001,0.038,14.902999999999999,,cumulative,19.644000000000002,9.7e-06,39.784,7.4e-05,1.23,0.4,0.72,0.27,0.000207,9.1e-05,-0.000118,6.1e-05,-1.09,0.37,-0.74,0.13,1.31,0.31,0.08,0.14,-0.5,0.28,0.5,0.28,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004665571/kplr004665571-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454965.1969999997,0.0013800000000000002,-0.0013800000000000002,/missions/kepler/dv_files/0046/004665571/kplr004665571-01-20160209194854_dvs.pdf,0,0,0,0,1334.22,188.87,-238.99,2.73161,0.97945,-0.62032,LS+MCMC,1.0,kplr004665571-20160128150956_dvt.fits
K02560.01,CONFIRMED,4670217,,2560.01,CANDIDATE,CANDIDATE,19 42 49.241,0.0,+39 45 24.62,0.0,134.17616,0.008,-0.008,18.1209388,0.0001799,-0.0001799,504.2,38.0,-38.0,3.781,0.267,-0.267,,,,0.10800000000000001,0.35100000000000003,-0.10800000000000001,89.83,,,0.12300000000000001,,,0.0,,,,,,0.02,0.001,-0.000819,37.14,5.4,-5.4,1.68,0.14,-0.16,543.0,,,4905.0,178.0,-178.0,4.5360000000000005,0.07200000000000001,-0.048,0.02,0.25,-0.3,0.774,0.062,-0.076,0.75,-0.06,0.081,,,,q1_q17_dr25_stellar,00011011101110111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.568,0.153,0.0,0.0,48,3.5780000000000003,13.261,1,0.7170000000000001,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),15.8,,,0.005,16.343,,15.415,,15.118,,14.927,,13.915,0.027000000000000003,13.287,0.023,13.218,0.033,15.485999999999999,,cumulative,19.714000000000002,2.7e-05,39.757,0.0003,0.2,1.1,1.8,1.1,-0.00045,0.00064,-0.00095,0.00062,0.73,0.36,-0.34,0.26,0.8,0.35,0.78,0.4,-0.32,0.27,0.84,0.37,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004670217/kplr004670217-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454967.176,0.0083,-0.0083,/missions/kepler/dv_files/0046/004670217/kplr004670217-01-20160209194854_dvs.pdf,0,0,0,0,20.58,7.11,-6.14,2.9502599999999997,0.42523,-1.3974799999999998,LS+MCMC,0.9990000000000001,kplr004670217-20160128150956_dvt.fits
K07700.01,FALSE POSITIVE,4670361,,7700.01,CANDIDATE,CANDIDATE,19 42 56.873,0.0,+39 44 25.63,0.0,145.0148,0.017,-0.017,631.56889,0.013000000000000001,-0.013000000000000001,789.0,56.8,-56.8,14.37,1.5,-1.5,,,,0.636,9.192,-0.071,89.87,,,1.4909999999999999,,,0.0,,,,,,0.027000000000000003,8.421,-0.0005650000000000001,270.7,11.1,-11.1,3.13,0.98,-0.33,237.0,,,6382.0,170.0,-189.0,4.4319999999999995,0.065,-0.20800000000000002,-0.22,0.25,-0.3,1.0590000000000002,0.33299999999999996,-0.111,1.104,-0.138,0.153,,,,q1_q17_dr25_stellar,11111011101110111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.29100000000000004,0.311,0.0,0.0,3,6.047999999999999,7.742999999999999,1,0.772,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),20.7,,,0.043,14.353,,13.950999999999999,,13.847999999999999,,13.807,,12.958,0.025,12.69,0.025,12.685,0.027000000000000003,14.0,,cumulative,19.715999999999998,1.5e-05,39.74,0.00018,0.21,0.61,-0.73,0.64,0.00045,0.00044,0.00045999999999999996,0.00047999999999999996,-0.29,0.36,-0.2,0.35,0.35,0.35,-0.14,0.22,-0.21,0.37,0.25,0.35,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004670361/kplr004670361-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454978.015,0.0165,-0.0165,/missions/kepler/dv_files/0046/004670361/kplr004670361-01-20160209194854_dvs.pdf,0,0,0,0,0.75,0.69,-0.22,0.9407200000000001,0.03863,-0.8668299999999999,LS+MCMC,0.381,kplr004670361-20160128150956_dvt.fits
K04056.01,FALSE POSITIVE,4673628,,4056.01,CANDIDATE,CANDIDATE,19 45 36.900,0.0,+39 43 21.54,0.0,132.06462,0.001,-0.001,3.951383138,6.251e-06,-6.251e-06,405.7,20.6,-20.6,1.0582,0.079,-0.079,,,,1.217,6.718,-0.13,79.61,,,0.046,,,0.0,,,,,,0.239,6.709,-0.125,6.75,3.4,-3.4,23.51,5.67,-3.06,1083.0,,,5570.0,166.0,-149.0,4.458,0.10400000000000001,-0.16899999999999998,-0.18,0.3,-0.3,0.899,0.217,-0.11699999999999999,0.845,-0.07400000000000001,0.111,,,,q1_q17_dr25_stellar,11111011101110111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.434,0.243,0.0,0.0,268,3.721,16.476,1,0.147,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),23.9,,,0.73,14.944,,14.317,,14.120999999999999,,14.0,,13.112,0.026000000000000002,12.751,0.024,12.683,0.023,14.368,,cumulative,19.76,1.6e-05,39.723,0.00018,0.29,0.65,0.43,0.65,3e-05,0.00023999999999999998,-9e-05,0.00023999999999999998,0.46,0.19,-0.58,0.32,0.74,0.28,0.58,0.49,-0.33,0.42,0.67,0.29,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004673628/kplr004673628-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454965.065,0.00118,-0.00118,/missions/kepler/dv_files/0046/004673628/kplr004673628-01-20160209194854_dvs.pdf,0,0,0,0,324.78,238.09,-104.3,0.37279,5.55837,-0.18454,LS+MCMC,0.838,kplr004673628-20160128150956_dvt.fits
K03069.01,CONFIRMED,4676964,,3069.01,CANDIDATE,CANDIDATE,19 48 09.413,0.0,+39 47 06.93,0.0,140.1394,0.013000000000000001,-0.013000000000000001,43.1024434,0.0007115,-0.0007115,299.8,24.3,-24.3,7.124,0.315,-0.315,,,,0.011000000000000001,0.431,-0.011000000000000001,89.99,,,0.242,,,0.0,,,,,,0.016,0.000947,-0.000648,46.95,4.0,-4.0,1.88,0.52,-0.33,539.0,,,5741.0,171.0,-188.0,4.365,0.10800000000000001,-0.18600000000000003,0.18,0.2,-0.3,1.097,0.309,-0.19,1.0170000000000001,-0.11,0.122,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.419,0.256,0.0,0.0,31,4.351,12.79,1,0.23199999999999998,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),14.3,,,0.001,15.517000000000001,,14.849,,14.655999999999999,,14.543,,13.689,0.03,13.277000000000001,0.031,13.187999999999999,0.036000000000000004,14.914000000000001,,cumulative,19.803,2.2e-05,39.786,0.00022999999999999998,0.46,0.92,1.23,0.82,0.00016999999999999999,0.00029,-0.00047999999999999996,0.00025,-0.71,0.71,-0.19,0.46,0.73,0.73,-0.76,0.73,-0.22,0.42,0.79,0.73,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0046/004676964/kplr004676964-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454973.139,0.0134,-0.0134,/missions/kepler/dv_files/0046/004676964/kplr004676964-01-20160209194854_dvs.pdf,0,0,0,0,19.96,16.91,-8.02,1.05354,0.08891,-0.46388,LS+MCMC,1.0,kplr004676964-20160128150956_dvt.fits
K03184.01,FALSE POSITIVE,4735826,,3184.01,CANDIDATE,CANDIDATE,19 13 34.870,0.0,+39 52 21.46,0.0,134.4902954,,,7.545922037,,,22.2,,,4.0329,,,,,,0.625,,,86.82,,,0.076,,,0.0,,,,,,0.005,0.0,0.0,11.267999999999999,,,0.68,0.11,-0.13,1084.0,,,5788.0,115.0,-115.0,4.178,0.17600000000000002,-0.095,0.12,0.15,-0.15,1.376,0.23199999999999998,-0.258,1.0390000000000001,-0.073,0.106,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.405,0.264,0.0,0.0,180,5.1160000000000005,9.776,3,0.369,CENT_SATURATED,Mandel and Agol (2002 ApJ 580 171),13.4,,,0.331,11.805,,11.219000000000001,,,,,,10.118,0.021,9.857999999999999,0.02,9.792,0.017,11.158,,cumulative,19.226,2.1e-05,39.873000000000005,0.00028,0.22,0.88,0.5,1.0,-1e-05,2e-05,-1.6e-05,2.3e-05,-0.89,0.64,-0.6,1.2,1.07,0.85,-0.83,0.6,-1.0,1.1,1.33,0.96,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0047/004735826/kplr004735826-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454967.49,,,/missions/kepler/dv_files/0047/004735826/kplr004735826-01-20160209194854_dvs.pdf,0,0,0,0,326.67,155.97,-127.65,0.47536000000000006,0.0,0.0,LS,1.0,kplr004735826-20160128150956_dvt.fits
