-41.32100000000001,16.889,-0.007360647934254563,2.2545577752577386,1.4690083870967743,-6.180130110592027,64.16771776037422,-0.6400083870967743,0.08199999999999999,1.6333688709523152e-06,29.105000000000004,0.7353826714801444,4.038914315019922,0.08199999999999999,8.884922995,16053.4,770.0,1,10.51,5332.0,4.5,-0.08,0.843,0.821
-4.632,12.196,0.08814367816091954,0.9419726368946033,1.17,0.1717095365552498,2.179613583898105,-0.508,0.15,-4.815129077610197e-06,8.414,0.573,1.151498379154304,0.15,5.09246539,254.0,844.0,1,1.17,5037.0,4.547,-0.2,0.7509999999999999,0.727
-139.123,21.879,-0.7145015120332647,5.838941395823292,1.411,-13.070066384624049,233.99814483306645,-0.7609999999999999,-0.036000000000000004,-2.5544659505223346e-05,80.50099999999999,0.704,45.176894593007916,-0.036000000000000004,275.07365,228.9,303.0,1,1.86,5604.0,4.226,-0.12,1.187,0.8640000000000001
-21.0,164.128,-0.010486545704005486,1.2878971613637877,1.2879999999999998,34.4315726459869,4060.5018841434057,-0.6509999999999999,-0.005,1.9842477025686432e-07,92.564,0.644,0.5416905351748766,-0.005,0.53936593,145.0,5016.0,1,9.19,6341.0,3.301,-0.1,5.3020000000000005,2.05
-5.785,7.9929999999999986,0.025688416145155196,0.9968212942614844,1.26,0.21736377975611837,1.0398046802139165,-0.626,0.023,1.0019945018910583e-06,6.888999999999999,0.63,0.9190109958638504,0.023,36.2671673,627.1,347.0,1,1.5,4264.0,4.637,-0.2,0.62,0.607
-130.612,19.011,0.01345522001484034,3.3176180609052377,1.3383569465657688,-26.370546889751967,839.3896767706933,-0.631,-0.004,-6.826386099315746e-06,74.8115,0.6669999999999999,9.45145474797424,-0.004,161.78832712,87750.0,375.0,1,36.14,6018.0,4.327,0.18,1.212,1.142
-11.254,91.726,0.032045788007336165,1.072661089094191,1.286,9.70121433766351,776.0699244109483,-0.625,0.006,9.614394812568725e-07,51.49,0.643,0.689228665999776,0.006,9.93146307,398.6,931.0,2,2.41,5782.0,4.28,0.16,1.22,1.035
-12.002,89.462,0.0010756156635445952,1.1304206549276308,1.339,12.228355767965644,908.5893950856513,-0.684,-0.024,3.5583711705497203e-07,50.732,0.6685049504950494,0.6464713378157229,-0.024,1.5926331809999998,633.1,1053.0,1,1.56,4506.0,4.626,-0.2,0.6509999999999999,0.654
-3.79,10.078,-0.1436464782225209,0.401950876496448,0.2614181330472103,1.9370651273406017,26.772372211021818,-0.3115608190271817,-0.18038386981402005,8.467541520893989e-07,6.933999999999999,0.1306977467811159,0.42599650049753357,-0.18038386981402005,3.0031801,374.7,1827.0,1,4.7,6606.0,4.0710000000000015,-0.16,1.768,1.349
-4.658,10.094,0.005171447771850981,1.0138593571124168,1.315,0.25796583695075703,1.1477058239758593,-0.669,-0.004,3.8088038845118945e-07,7.3759999999999994,0.6569999999999999,0.9005421215641922,-0.004,21.85362905,355.6,618.0,3,1.75,5830.0,4.54,-0.14,0.8759999999999999,0.97
-5.138,7.876,0.003731397090735997,1.0087246807908892,1.315,0.2641875032732255,1.0704031940543128,-0.6709999999999999,-0.011,7.752928468336218e-08,6.507,0.6569999999999999,0.8878730115908805,-0.011,13.0607936,236.6,734.0,3,1.45,5830.0,4.54,-0.14,0.8759999999999999,0.97
-4.695,6.943,0.005045185994091868,1.0092539852995668,1.311,0.24464477808854643,0.8799208809261843,-0.6679999999999999,-0.005,-5.684105080885072e-09,5.819,0.6545,0.8981553593009285,-0.005,86.723653,241.0,391.0,3,1.43,5830.0,4.54,-0.14,0.8759999999999999,0.97
-76.167,12.286,-0.02358962297170538,1.257831320504887,1.329,-13.608681875891495,689.5587440713832,-0.698,-0.024,1.1816965969680926e-06,44.2265,0.6649999999999999,1.700989428795419,-0.024,569.934135,18904.0,296.0,1,38.98,5367.0,3.783,-0.46,2.057,0.935
-6.018,18.463,0.003404685903089871,0.9980651788425455,1.2770000000000001,0.3807534481554704,3.212560687519706,-0.652,-0.018000000000000002,-2.2532826866590526e-07,12.2405,0.638,0.8644214076252604,-0.018000000000000002,1.975208831,76.3,2064.0,1,1.59,6401.0,4.029,-0.2,1.744,1.185
-12.251,10.321,0.004631525893569654,0.9931747354879935,1.254,0.17900155787230662,1.8344698671552973,-0.634,0.001,1.0404910792876975e-06,11.286,0.627,0.942407362001271,0.001,6.12601169,40.2,1141.0,1,0.83,5679.0,4.146,-0.3,1.286,0.8440000000000001
-6.061,13.228,0.008211887661528555,1.0164114608489883,1.282,0.20581197091128176,1.1930979554073788,-0.631,-0.018000000000000002,1.0251432872204218e-07,9.6445,0.639,0.886073041559945,-0.018000000000000002,40.8065333,313.9,772.0,2,3.71,6207.0,3.963,0.24,2.097,1.472
-6.041,13.533,0.01104393296652526,1.0100040821617686,1.278,0.19798524590048608,1.2870295155205005,-0.627,-0.015,4.417979357688652e-07,9.786999999999999,0.636814814814815,0.8861417764933631,-0.015,140.10765,266.8,511.0,2,3.42,6207.0,3.963,0.24,2.097,1.472
-26.686,7.05,0.19092998445965814,1.1838311416993894,0.4215879828326179,-9.264116207631464,123.56584355217757,0.11780887875536483,0.328,-5.087562559589305e-06,16.868,0.2108484442060085,16.163617286174148,0.328,3.290304098,13552.6,540.0,1,4.91,3386.0,4.81,0.48,0.4270000000000001,0.43
-4.77,16.437,0.034210494630881876,1.005672669625435,1.2982277227722774,0.3204059643492107,2.0565340114207507,-0.63,0.011,2.593429692022991e-07,10.6035,0.6488916967509023,0.8636114461976719,0.011,462.12069,633.7,249.0,1,2.46,6079.0,4.4110000000000005,-0.5,0.974,0.892
